phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,5816320,710,1,20,7.6994,1.5655,0.0775,0.3343,0.3507,0.1961,0,0,0,0,0.0039,0.0249,0.0441,1.5140,1.3159
offline_val,5816320,710,1,21,145.7803,2.5895,1.0000,0.6073,-0.2532,0.0385,0,0,0,0,0.0804,0.0481,-0.0316,2.6479,-0.6887
offline_val,5816320,710,1,22,-1.0000,0.0000,0.0284,0.2858,0.3506,-0.0041,0,0,0,0,0.0026,0.0229,0.0442,4.0442,3.7900
offline_val,5816320,710,1,23,104.4426,2.2807,0.9867,0.6911,-0.1092,0.0526,0,0,0,0,0.0796,0.0551,-0.0127,2.3618,0.1552
offline_val,5816320,710,1,24,201.4966,5.7759,1.0000,0.4088,-0.4173,0.0913,0,0,0,0,0.0804,0.0325,-0.0524,5.6455,-4.1376
offline_val,5816320,710,1,25,98.7196,4.5313,1.0000,0.6803,0.1003,0.0879,0,0,0,0,0.0797,0.0566,0.0164,4.6029,0.5819
offline_val,5816320,710,1,26,140.4393,3.9945,1.0000,0.5288,-0.2481,0.0633,0,0,0,0,0.0803,0.0415,-0.0313,4.0462,-0.9342
offline_val,5816320,710,1,27,170.3896,4.7410,1.0000,0.4590,-0.3487,0.0825,0,0,0,0,0.0804,0.0353,-0.0452,4.7230,-2.2506
offline_val,5816320,710,1,28,125.9616,5.6254,1.0000,0.4418,-0.2631,0.0876,0,0,0,0,0.0803,0.0348,-0.0327,5.6835,-0.7372
offline_val,5816320,710,1,29,118.1330,4.4960,1.0000,0.5013,-0.2196,0.0741,0,0,0,0,0.0803,0.0397,-0.0273,4.5690,-0.2896
offline_val,5816320,710,1,30,53.2394,4.2883,1.0000,0.9138,0.4835,0.1888,0,0,0,0,0.0789,0.0726,0.0609,4.2444,2.2178
offline_val,5816320,710,1,31,197.2784,4.1512,1.0000,0.4573,-0.4013,0.0959,0,0,0,0,0.0804,0.0361,-0.0499,4.0942,-2.8199
offline_val,5816320,710,2,0,136.8872,2.7088,1.0000,0.6147,-0.2222,0.0365,0,0,0,0,0.1210,0.0728,-0.0402,2.8073,-0.5407
offline_val,5816320,710,2,1,180.1211,3.5525,1.0000,0.5092,-0.3466,0.0749,0,0,0,0,0.1213,0.0590,-0.0649,3.5486,-1.9807
offline_val,5816320,710,2,2,155.4090,5.7993,1.0000,0.4287,-0.3370,0.0860,0,0,0,0,0.1211,0.0480,-0.0660,5.7833,-2.2165
offline_val,5816320,710,2,3,104.9771,3.4890,1.0000,0.7443,0.1093,0.1069,0,0,0,0,0.1187,0.0943,0.0326,3.5998,0.3914
offline_val,5816320,710,2,4,109.9401,4.5682,1.0000,0.6051,-0.0675,0.0351,0,0,0,0,0.1206,0.0693,-0.0187,4.6893,0.0542
offline_val,5816320,710,2,5,28.6227,2.5387,0.4359,0.5970,0.4621,0.2060,0,0,0,0,0.0448,0.0692,0.0843,2.4410,1.8632
offline_val,5816320,710,2,6,68.6707,4.2800,1.0000,0.8916,0.4173,0.1750,0,0,0,0,0.1169,0.1107,0.0816,4.2694,1.8444
offline_val,5816320,710,2,7,41.0015,5.2566,1.0000,0.9033,0.5029,0.1728,0,0,0,0,0.1163,0.1107,0.0975,5.0759,3.4050
offline_val,5816320,710,2,8,106.6647,3.7986,1.0000,0.7003,0.0795,0.0924,0,0,0,0,0.1192,0.0874,0.0225,3.9134,0.3248
offline_val,5816320,710,2,9,143.3109,5.4344,1.0000,0.4272,-0.3279,0.0924,0,0,0,0,0.1210,0.0485,-0.0619,5.4662,-1.5599
offline_val,5816320,710,2,10,129.0497,2.3092,1.0000,0.6467,-0.2103,0.0260,0,0,0,0,0.1210,0.0750,-0.0406,2.4163,-0.3135
offline_val,5816320,710,2,11,108.5450,5.1869,1.0000,0.5451,-0.1157,0.0135,0,0,0,0,0.1205,0.0642,-0.0217,5.3091,0.0860
offline_val,5816320,710,2,12,105.0660,4.4586,1.0000,0.6211,-0.0142,0.0525,0,0,0,0,0.1199,0.0755,-0.0002,4.5786,0.3061
offline_val,5816320,710,2,13,70.6918,5.3088,1.0000,0.7777,0.2921,0.1249,0,0,0,0,0.1178,0.1002,0.0629,5.3129,2.0736
offline_val,5816320,710,2,14,101.3619,4.6134,1.0000,0.6326,0.0229,0.0625,0,0,0,0,0.1199,0.0753,0.0022,4.7325,0.4533
offline_val,5816320,710,2,15,170.5301,2.7079,1.0000,0.5757,-0.3006,0.0471,0,0,0,0,0.1213,0.0654,-0.0586,2.7551,-1.2785
offline_val,5816320,710,2,16,132.3830,5.4261,1.0000,0.4344,-0.2857,0.0889,0,0,0,0,0.1209,0.0496,-0.0553,5.4929,-1.0777
offline_val,5816320,710,2,17,51.7697,4.0633,1.0000,0.9102,0.4973,0.1967,0,0,0,0,0.1164,0.1098,0.0964,3.9842,2.3261
offline_val,5816320,710,2,18,136.7752,4.0728,1.0000,0.5042,-0.2728,0.0745,0,0,0,0,0.1210,0.0592,-0.0500,4.1509,-0.8995
offline_val,5816320,710,2,19,62.7331,5.9984,1.0000,0.7579,0.2802,0.1107,0,0,0,0,0.1181,0.0956,0.0567,5.9813,2.6461
offline_val,5816320,710,2,20,13.9256,1.5898,0.0924,0.4495,0.3756,0.2147,0,0,0,0,0.0068,0.0430,0.0677,1.5140,1.3159
offline_val,5816320,710,2,21,145.2342,2.5603,1.0000,0.6027,-0.2614,0.0410,0,0,0,0,0.1211,0.0710,-0.0480,2.6479,-0.6887
offline_val,5816320,710,2,22,3.4870,4.2807,0.0245,0.2859,0.3501,0.9900,0,0,0,0,0.0031,0.0343,0.0662,4.0442,3.7900
offline_val,5816320,710,2,23,105.2327,2.2430,0.9294,0.7034,-0.0902,0.0594,0,0,0,0,0.1172,0.0827,-0.0184,2.3618,0.1552
offline_val,5816320,710,2,24,197.4611,5.8361,1.0000,0.4018,-0.4184,0.0912,0,0,0,0,0.1212,0.0464,-0.0787,5.6455,-4.1376
offline_val,5816320,710,2,25,100.4381,4.4943,1.0000,0.6922,0.1199,0.0957,0,0,0,0,0.1193,0.0850,0.0240,4.6029,0.5819
offline_val,5816320,710,2,26,139.3000,3.9674,1.0000,0.5318,-0.2447,0.0626,0,0,0,0,0.1210,0.0615,-0.0467,4.0462,-0.9342
offline_val,5816320,710,2,27,167.8334,4.7469,1.0000,0.4511,-0.3583,0.0863,0,0,0,0,0.1212,0.0515,-0.0677,4.7230,-2.2506
offline_val,5816320,710,2,28,124.6559,5.5933,1.0000,0.4750,-0.2195,0.0744,0,0,0,0,0.1209,0.0525,-0.0465,5.6835,-0.7372
offline_val,5816320,710,2,29,117.2850,4.4583,1.0000,0.5253,-0.1824,0.0616,0,0,0,0,0.1208,0.0596,-0.0388,4.5690,-0.2896
offline_val,5816320,710,2,30,58.1591,4.2981,1.0000,0.8895,0.4415,0.1770,0,0,0,0,0.1166,0.1105,0.0886,4.2444,2.2178
offline_val,5816320,710,2,31,193.8444,4.1790,1.0000,0.4450,-0.4128,0.0995,0,0,0,0,0.1213,0.0519,-0.0758,4.0942,-2.8199
offline_val,5816320,710,3,0,136.4432,2.6763,1.0000,0.6074,-0.2338,0.0403,0,0,0,0,0.1619,0.0955,-0.0549,2.8073,-0.5407
offline_val,5816320,710,3,1,178.0600,3.5511,1.0000,0.5143,-0.3428,0.0738,0,0,0,0,0.1625,0.0769,-0.0865,3.5486,-1.9807
offline_val,5816320,710,3,2,152.9048,5.7993,1.0000,0.4209,-0.3460,0.0902,0,0,0,0,0.1621,0.0622,-0.0878,5.7833,-2.2165
offline_val,5816320,710,3,3,107.0666,3.4501,1.0000,0.7483,0.1205,0.1125,0,0,0,0,0.1577,0.1255,0.0402,3.5998,0.3914
offline_val,5816320,710,3,4,110.0931,4.5280,1.0000,0.6077,-0.0650,0.0363,0,0,0,0,0.1610,0.0929,-0.0228,4.6893,0.0542
offline_val,5816320,710,3,5,34.6742,2.5643,0.4824,0.6331,0.4692,0.2065,0,0,0,0,0.0619,0.0961,0.1138,2.4410,1.8632
offline_val,5816320,710,3,6,72.4645,4.2682,1.0000,0.8393,0.3426,0.1536,0,0,0,0,0.1541,0.1475,0.1031,4.2694,1.8444
offline_val,5816320,710,3,7,46.1596,5.2930,1.0000,0.8935,0.4526,0.1599,0,0,0,0,0.1526,0.1502,0.1259,5.0759,3.4050
offline_val,5816320,710,3,8,108.1233,3.7591,1.0000,0.6943,0.0630,0.0879,0,0,0,0,0.1586,0.1161,0.0265,3.9134,0.3248
