tick,frame,fps,collect_s,learn_s,episodes,success_rate,fail_rate,timeout_rate,critic_loss,actor_loss,q1,target_q,stddev,replay_size,updates
5175,165600,24.6,0.694,31.854,0,0.0000,0.0000,0.0000,0.024184,0.095791,-0.11613,-0.11635,0.26909,131072,400
5200,166400,24.6,0.693,31.880,0,0.0000,0.0000,0.0000,0.026362,0.098760,-0.11725,-0.11742,0.26894,131072,400
5225,167200,24.6,0.696,31.865,1,0.0000,0.0000,1.0000,0.021026,0.097220,-0.11487,-0.11489,0.26879,131072,400
5250,168000,24.6,0.730,31.828,10,0.0000,0.0000,1.0000,0.026013,0.097743,-0.11630,-0.11633,0.26864,131072,400
5275,168800,24.7,0.665,31.734,0,0.0000,0.0000,0.0000,0.027169,0.099060,-0.11597,-0.11616,0.26849,131072,400
5300,169600,24.5,0.675,31.917,0,0.0000,0.0000,0.0000,0.031573,0.101939,-0.11832,-0.11879,0.26834,131072,400
5325,170400,24.7,0.792,31.648,9,0.0000,0.0000,1.0000,0.029948,0.108316,-0.12730,-0.12737,0.26819,131072,400
5350,171200,24.4,0.778,32.003,9,0.0000,0.0000,1.0000,0.033464,0.110874,-0.13002,-0.13009,0.26804,131072,400
5375,172000,24.7,0.685,31.738,0,0.0000,0.0000,0.0000,0.039593,0.106267,-0.12601,-0.12608,0.26789,131072,400
5400,172800,24.7,0.688,31.763,0,0.0000,0.0000,0.0000,0.026811,0.100522,-0.11864,-0.11881,0.26774,131072,400
5425,173600,24.7,0.732,31.657,2,0.0000,0.0000,1.0000,0.025107,0.104593,-0.12224,-0.12239,0.26759,131072,400
5450,174400,24.6,0.669,31.797,0,0.0000,0.0000,0.0000,0.028159,0.101749,-0.12176,-0.12168,0.26745,131072,400
5475,175200,24.7,0.677,31.763,0,0.0000,0.0000,0.0000,0.023530,0.104096,-0.12301,-0.12313,0.26730,131072,400
5500,176000,24.5,0.702,31.908,1,0.0000,0.0000,1.0000,0.026525,0.099926,-0.11862,-0.11874,0.26715,131072,400
5525,176800,24.7,0.680,31.737,0,0.0000,0.0000,0.0000,0.026377,0.104989,-0.12305,-0.12323,0.26700,131072,400
5550,177600,24.7,0.672,31.768,0,0.0000,0.0000,0.0000,0.021307,0.105541,-0.12348,-0.12365,0.26685,131072,400
5575,178400,24.4,0.706,32.113,0,0.0000,0.0000,0.0000,0.026697,0.101977,-0.12141,-0.12146,0.26670,131072,400
5600,179200,24.7,0.688,31.644,1,0.0000,0.0000,1.0000,0.026655,0.104814,-0.12295,-0.12297,0.26655,131072,400
5625,180000,24.7,0.715,31.618,10,0.0000,0.0000,1.0000,0.031448,0.101553,-0.12058,-0.12064,0.26640,131072,400
5650,180800,24.7,0.742,31.695,0,0.0000,0.0000,0.0000,0.030137,0.107915,-0.12773,-0.12776,0.26625,131072,400
5675,181600,24.6,0.674,31.865,0,0.0000,0.0000,0.0000,0.025699,0.112018,-0.13093,-0.13118,0.26610,131072,400
5700,182400,24.6,0.803,31.703,9,0.0000,0.0000,1.0000,0.038511,0.129335,-0.14606,-0.14621,0.26595,131072,400
5725,183200,24.5,0.810,31.845,9,0.0000,0.0000,1.0000,0.022979,0.125747,-0.14306,-0.14322,0.26580,131072,400
5750,184000,24.5,0.709,31.900,0,0.0000,0.0000,0.0000,0.031248,0.124209,-0.14176,-0.14211,0.26565,131072,400
5775,184800,24.6,0.657,31.900,0,0.0000,0.0000,0.0000,0.022221,0.123332,-0.14218,-0.14232,0.26550,131072,400
5800,185600,24.6,0.721,31.746,2,0.0000,0.0000,1.0000,0.023639,0.127851,-0.14473,-0.14487,0.26535,131072,400
5825,186400,24.6,0.702,31.767,0,0.0000,0.0000,0.0000,0.030330,0.126444,-0.14524,-0.14534,0.26521,131072,400
5850,187200,24.6,0.683,31.818,0,0.0000,0.0000,0.0000,0.030094,0.128789,-0.14547,-0.14563,0.26506,131072,400
5875,188000,24.4,0.737,32.003,1,0.0000,0.0000,1.0000,0.024014,0.129119,-0.14766,-0.14778,0.26491,131072,400
5900,188800,24.6,0.680,31.833,0,0.0000,0.0000,0.0000,0.028047,0.138297,-0.15475,-0.15491,0.26476,131072,400
5925,189600,24.8,0.716,31.590,0,0.0000,0.0000,0.0000,0.026739,0.137827,-0.15599,-0.15602,0.26461,131072,400
5950,190400,24.5,0.677,31.981,0,0.0000,0.0000,0.0000,0.029570,0.135174,-0.15015,-0.15016,0.26446,131072,400
5975,191200,24.5,0.688,31.909,1,0.0000,0.0000,1.0000,0.028720,0.138057,-0.15391,-0.15417,0.26431,131072,400
6000,192000,24.4,0.702,32.070,10,0.0000,0.0000,1.0000,0.021061,0.134492,-0.15133,-0.15152,0.26416,131072,400
6025,192800,24.6,0.688,31.796,0,0.0000,0.0000,0.0000,0.022452,0.139994,-0.15872,-0.15876,0.26401,131072,400
6050,193600,24.7,0.685,31.692,0,0.0000,0.0000,0.0000,0.025696,0.137902,-0.15446,-0.15469,0.26386,131072,400
6075,194400,24.6,0.799,31.781,9,0.0000,0.0000,1.0000,0.024653,0.143516,-0.15900,-0.15931,0.26371,131072,400
6100,195200,24.4,0.780,32.063,9,0.0000,0.0000,1.0000,0.022828,0.142978,-0.16027,-0.16022,0.26356,131072,400
6125,196000,24.3,0.715,32.196,0,0.0000,0.0000,0.0000,0.036472,0.137157,-0.15684,-0.15687,0.26341,131072,400
6150,196800,24.4,0.686,32.072,0,0.0000,0.0000,0.0000,0.021714,0.143840,-0.16009,-0.16018,0.26326,131072,400
6175,197600,24.5,0.726,31.937,2,0.0000,0.0000,1.0000,0.020696,0.144800,-0.16168,-0.16170,0.26311,131072,400
6200,198400,24.7,0.698,31.747,0,0.0000,0.0000,0.0000,0.022227,0.148318,-0.16476,-0.16486,0.26297,131072,400
6225,199200,24.7,0.694,31.722,0,0.0000,0.0000,0.0000,0.023926,0.147529,-0.16629,-0.16649,0.26282,131072,400
6250,200000,24.6,0.698,31.791,1,0.0000,0.0000,1.0000,0.022155,0.141103,-0.15810,-0.15811,0.26267,131072,400
6275,200800,24.5,0.698,31.978,0,0.0000,0.0000,0.0000,0.022794,0.137489,-0.15485,-0.15481,0.26252,131072,400
6300,201600,24.6,0.710,31.800,0,0.0000,0.0000,0.0000,0.026414,0.149275,-0.16510,-0.16535,0.26237,131072,400
6325,202400,24.4,0.704,32.040,0,0.0000,0.0000,0.0000,0.022681,0.145680,-0.16280,-0.16303,0.26222,131072,400
6350,203200,24.6,0.691,31.809,1,0.0000,0.0000,1.0000,0.022937,0.141081,-0.15982,-0.15980,0.26207,131072,400
6375,204000,24.4,0.697,32.026,10,0.0000,0.0000,1.0000,0.022000,0.148318,-0.16578,-0.16591,0.26192,131072,400
6400,204800,24.6,0.675,31.868,0,0.0000,0.0000,0.0000,0.018063,0.144783,-0.16224,-0.16218,0.26177,131072,400
6425,205600,24.5,0.717,31.899,0,0.0000,0.0000,0.0000,0.020065,0.147937,-0.16430,-0.16442,0.26162,131072,400
6450,206400,24.2,0.810,32.196,9,0.0000,0.0000,1.0000,0.026984,0.153521,-0.17024,-0.17058,0.26147,131072,400
6475,207200,24.5,0.837,31.753,9,0.0000,0.0000,1.0000,0.017379,0.154816,-0.17074,-0.17062,0.26132,131072,400
6500,208000,24.4,0.682,32.137,0,0.0000,0.0000,0.0000,0.024300,0.152198,-0.16936,-0.16945,0.26117,131072,400
6525,208800,24.6,0.710,31.859,1,0.0000,0.0000,1.0000,0.028182,0.151823,-0.16857,-0.16851,0.26102,131072,400
6550,209600,24.5,0.704,31.930,1,0.0000,0.0000,1.0000,0.021858,0.149932,-0.16702,-0.16702,0.26087,131072,400
6575,210400,24.5,0.698,31.892,0,0.0000,0.0000,0.0000,0.020841,0.154911,-0.17197,-0.17221,0.26073,131072,400
6600,211200,24.5,0.735,31.871,0,0.0000,0.0000,0.0000,0.018604,0.155792,-0.17191,-0.17196,0.26058,131072,400
6625,212000,24.5,0.701,31.922,1,0.0000,0.0000,1.0000,0.020169,0.152327,-0.16996,-0.17005,0.26043,131072,400
6650,212800,24.5,0.696,31.995,0,0.0000,0.0000,0.0000,0.016057,0.155383,-0.16969,-0.16959,0.26028,131072,400
6675,213600,24.4,0.705,32.015,0,0.0000,0.0000,0.0000,0.015212,0.153851,-0.16805,-0.16810,0.26013,131072,400
6700,214400,24.4,0.710,32.030,0,0.0000,0.0000,0.0000,0.021670,0.155609,-0.16986,-0.17013,0.25998,131072,400
6725,215200,24.5,0.708,31.880,1,0.0000,0.0000,1.0000,0.015697,0.154255,-0.17014,-0.17009,0.25983,131072,400
6750,216000,24.7,0.699,31.693,10,0.0000,0.0000,1.0000,0.021214,0.156751,-0.17372,-0.17376,0.25968,131072,400
6775,216800,24.7,0.659,31.748,0,0.0000,0.0000,0.0000,0.018459,0.159865,-0.17721,-0.17725,0.25953,131072,400
6800,217600,24.7,0.687,31.677,0,0.0000,0.0000,0.0000,0.014211,0.155376,-0.17356,-0.17365,0.25938,131072,400
6825,218400,24.4,0.797,32.014,9,0.0000,0.0000,1.0000,0.014322,0.155726,-0.17126,-0.17113,0.25923,131072,400
6850,219200,24.5,0.796,31.909,9,0.0000,0.0000,1.0000,0.019286,0.151925,-0.16714,-0.16704,0.25908,131072,400
6875,220000,24.6,0.697,31.791,0,0.0000,0.0000,0.0000,0.022914,0.153817,-0.17077,-0.17110,0.25893,131072,400
6900,220800,24.6,0.747,31.757,2,0.0000,0.0000,1.0000,0.018994,0.154323,-0.17037,-0.17031,0.25878,131072,400
6925,221600,24.7,0.683,31.746,0,0.0000,0.0000,0.0000,0.017182,0.149941,-0.16634,-0.16628,0.25863,131072,400
6950,222400,24.6,0.701,31.827,0,0.0000,0.0000,0.0000,0.015486,0.151071,-0.16631,-0.16631,0.25849,131072,400
6975,223200,24.6,0.736,31.769,0,0.0000,0.0000,0.0000,0.017407,0.147101,-0.16284,-0.16289,0.25834,131072,400
7000,224000,24.6,0.695,31.852,1,0.0000,0.0000,1.0000,0.018088,0.149841,-0.16479,-0.16498,0.25819,131072,400
7025,224800,24.5,0.689,31.915,0,0.0000,0.0000,0.0000,0.012880,0.149816,-0.16501,-0.16506,0.25804,131072,400
7050,225600,24.7,0.664,31.759,0,0.0000,0.0000,0.0000,0.013552,0.150567,-0.16676,-0.16670,0.25789,131072,400
7075,226400,24.8,0.682,31.617,0,0.0000,0.0000,0.0000,0.017141,0.151954,-0.16490,-0.16491,0.25774,131072,400
7100,227200,24.5,0.707,31.983,1,0.0000,0.0000,1.0000,0.019520,0.149343,-0.16352,-0.16348,0.25759,131072,400
7125,228000,24.5,0.701,31.960,10,0.0000,0.0000,1.0000,0.018617,0.153695,-0.17093,-0.17113,0.25744,131072,400
7150,228800,24.6,0.673,31.854,0,0.0000,0.0000,0.0000,0.015863,0.155252,-0.16919,-0.16924,0.25729,131072,400
7175,229600,24.6,0.690,31.780,0,0.0000,0.0000,0.0000,0.019111,0.156122,-0.17051,-0.17052,0.25714,131072,400
7200,230400,24.5,0.790,31.927,9,0.0000,0.0000,1.0000,0.019962,0.156191,-0.17215,-0.17228,0.25699,131072,400
7225,231200,24.6,0.824,31.740,9,0.0000,0.0000,1.0000,0.018372,0.153949,-0.16797,-0.16798,0.25684,131072,400
7250,232000,24.5,0.669,31.931,0,0.0000,0.0000,0.0000,0.013518,0.151565,-0.16579,-0.16570,0.25669,131072,400
7275,232800,24.6,0.713,31.807,2,0.0000,0.0000,1.0000,0.019040,0.151486,-0.16891,-0.16887,0.25654,131072,400
7300,233600,24.6,0.675,31.818,0,0.0000,0.0000,0.0000,0.017860,0.149366,-0.16520,-0.16521,0.25639,131072,400
7325,234400,24.8,0.693,31.628,0,0.0000,0.0000,0.0000,0.012798,0.144244,-0.15757,-0.15751,0.25625,131072,400
7350,235200,24.5,0.686,31.921,0,0.0000,0.0000,0.0000,0.019191,0.137919,-0.15233,-0.15231,0.25610,131072,400
7375,236000,24.7,0.682,31.666,1,0.0000,0.0000,1.0000,0.020751,0.141042,-0.15761,-0.15758,0.25595,131072,400
7400,236800,24.6,0.673,31.801,0,0.0000,0.0000,0.0000,0.012948,0.140102,-0.15668,-0.15668,0.25580,131072,400
7425,237600,24.6,0.721,31.865,0,0.0000,0.0000,0.0000,0.014385,0.142469,-0.15623,-0.15640,0.25565,131072,400
7450,238400,24.5,0.668,32.051,0,0.0000,0.0000,0.0000,0.014842,0.141191,-0.15584,-0.15582,0.25550,131072,400
7475,239200,24.4,0.719,32.070,1,0.0000,0.0000,1.0000,0.019213,0.144341,-0.15824,-0.15811,0.25535,131072,400
7500,240000,24.8,0.713,31.543,10,0.0000,0.0000,1.0000,0.015885,0.145298,-0.15909,-0.15924,0.25520,131072,400
7525,240800,24.6,0.692,31.864,0,0.0000,0.0000,0.0000,0.015414,0.145879,-0.16087,-0.16090,0.25505,131072,400
7550,241600,24.4,0.665,32.125,0,0.0000,0.0000,0.0000,0.012840,0.149637,-0.16134,-0.16140,0.25490,131072,400
7575,242400,24.5,0.808,31.808,9,0.0000,0.0000,1.0000,0.011864,0.151672,-0.16160,-0.16163,0.25475,131072,400
7600,243200,24.6,0.803,31.748,9,0.0000,0.0000,1.0000,0.011764,0.154110,-0.16063,-0.16071,0.25460,131072,400
7625,244000,24.6,0.669,31.822,0,0.0000,0.0000,0.0000,0.010202,0.155991,-0.16147,-0.16145,0.25445,131072,400
7650,244800,24.7,0.694,31.690,2,0.0000,0.0000,1.0000,0.009777,0.160120,-0.16505,-0.16501,0.25430,131072,400
7675,245600,24.7,0.718,31.727,0,0.0000,0.0000,0.0000,0.011268,0.160712,-0.16581,-0.16591,0.25415,131072,400
7700,246400,24.6,0.669,31.820,0,0.0000,0.0000,0.0000,0.010939,0.163029,-0.16834,-0.16847,0.25401,131072,400
7725,247200,24.7,0.695,31.673,1,0.0000,0.0000,1.0000,0.009355,0.168388,-0.17352,-0.17363,0.25386,131072,400
7750,248000,24.6,0.691,31.859,0,0.0000,0.0000,0.0000,0.010408,0.171242,-0.17607,-0.17603,0.25371,131072,400
7775,248800,24.6,0.673,31.861,0,0.0000,0.0000,0.0000,0.008536,0.175606,-0.17980,-0.17983,0.25356,131072,400
7800,249600,24.6,0.671,31.847,0,0.0000,0.0000,0.0000,0.007955,0.177818,-0.18121,-0.18132,0.25341,131072,400
7825,250400,24.6,0.686,31.872,0,0.0000,0.0000,0.0000,0.010181,0.180738,-0.18520,-0.18524,0.25326,131072,400
7850,251200,24.6,0.729,31.757,1,0.0000,0.0000,1.0000,0.010179,0.181530,-0.18619,-0.18626,0.25311,131072,400
7875,252000,24.6,0.696,31.800,10,0.0000,0.0000,1.0000,0.010157,0.184240,-0.18861,-0.18882,0.25296,131072,400
7900,252800,24.5,0.680,32.014,0,0.0000,0.0000,0.0000,0.014215,0.186523,-0.19057,-0.19060,0.25281,131072,400
7925,253600,24.6,0.654,31.866,0,0.0000,0.0000,0.0000,0.013707,0.184225,-0.18887,-0.18895,0.25266,131072,400
7950,254400,24.6,0.854,31.603,9,0.0000,0.0000,1.0000,0.012019,0.184727,-0.18940,-0.18948,0.25251,131072,400
7975,255200,24.5,0.803,31.910,9,0.0000,0.0000,1.0000,0.010061,0.181988,-0.18613,-0.18610,0.25236,131072,400
8000,256000,24.8,0.680,31.537,0,0.0000,0.0000,0.0000,0.012900,0.186221,-0.19065,-0.19078,0.25221,131072,400
8025,256800,24.7,0.769,31.642,2,0.0000,0.0000,1.0000,0.011704,0.186019,-0.19131,-0.19133,0.25206,131072,400
8050,257600,24.6,0.673,31.840,0,0.0000,0.0000,0.0000,0.010090,0.189943,-0.19354,-0.19364,0.25191,131072,400
8075,258400,24.5,0.710,31.898,0,0.0000,0.0000,0.0000,0.011989,0.191524,-0.19580,-0.19593,0.25177,131072,400
8100,259200,24.5,0.698,31.955,1,0.0000,0.0000,1.0000,0.010881,0.194306,-0.19893,-0.19911,0.25162,131072,400
8125,260000,24.5,0.732,31.931,0,0.0000,0.0000,0.0000,0.015518,0.197555,-0.20251,-0.20267,0.25147,131072,400
8150,260800,24.6,0.737,31.747,0,0.0000,0.0000,0.0000,0.011376,0.200450,-0.20542,-0.20555,0.25132,131072,400
8175,261600,24.6,0.678,31.867,0,0.0000,0.0000,0.0000,0.012034,0.197900,-0.20291,-0.20287,0.25117,131072,400
8200,262400,24.8,0.693,31.572,0,0.0000,0.0000,0.0000,0.012645,0.197989,-0.20358,-0.20365,0.25102,131072,400
8225,263200,24.7,0.715,31.673,1,0.0000,0.0000,1.0000,0.010641,0.200017,-0.20480,-0.20487,0.25087,131072,400
8250,264000,24.6,0.695,31.825,10,0.0000,0.0000,1.0000,0.009866,0.198379,-0.20322,-0.20329,0.25072,131072,400
8275,264800,24.5,0.674,31.954,0,0.0000,0.0000,0.0000,0.010672,0.198394,-0.20352,-0.20361,0.25057,131072,400
8300,265600,24.6,0.664,31.798,0,0.0000,0.0000,0.0000,0.010854,0.197668,-0.20374,-0.20364,0.25042,131072,400
8325,266400,24.5,0.803,31.897,9,0.0000,0.0000,1.0000,0.011563,0.196805,-0.20195,-0.20203,0.25027,131072,400
8350,267200,24.5,0.829,31.856,9,0.0000,0.0000,1.0000,0.034330,0.194944,-0.19644,-0.19656,0.25012,131072,400
8375,268000,24.7,0.683,31.747,0,0.0000,0.0000,0.0000,0.017414,0.194066,-0.19875,-0.19878,0.24997,131072,400
8400,268800,24.5,0.736,31.887,2,0.0000,0.0000,1.0000,0.012765,0.195824,-0.20091,-0.20101,0.24982,131072,400
8425,269600,24.5,0.689,31.932,1,0.0000,1.0000,0.0000,0.012274,0.193566,-0.19877,-0.19887,0.24967,131072,400
8450,270400,24.4,0.668,32.079,0,0.0000,0.0000,0.0000,0.019926,0.195104,-0.20012,-0.20032,0.24953,131072,400
8475,271200,24.7,0.684,31.651,1,0.0000,0.0000,1.0000,0.020607,0.195371,-0.20055,-0.20054,0.24938,131072,400
8500,272000,24.8,0.723,31.588,0,0.0000,0.0000,0.0000,0.023424,0.192361,-0.19877,-0.19906,0.24923,131072,400
8525,272800,24.5,0.720,31.925,0,0.0000,0.0000,0.0000,0.011992,0.190021,-0.19613,-0.19612,0.24908,131072,400
8550,273600,24.7,0.690,31.650,0,0.0000,0.0000,0.0000,0.011534,0.190289,-0.19546,-0.19535,0.24893,131072,400
8575,274400,24.6,0.711,31.773,0,0.0000,0.0000,0.0000,0.019127,0.190966,-0.19628,-0.19637,0.24878,131072,400
8600,275200,24.5,0.701,31.886,1,0.0000,0.0000,1.0000,0.019715,0.192579,-0.19768,-0.19786,0.24863,131072,400
8625,276000,24.6,0.734,31.806,9,0.0000,0.0000,1.0000,0.010622,0.194434,-0.19985,-0.19989,0.24848,131072,400
8650,276800,24.4,0.690,32.111,1,0.0000,1.0000,0.0000,0.013726,0.195241,-0.19960,-0.19963,0.24833,131072,400
8675,277600,24.5,0.666,31.995,0,0.0000,0.0000,0.0000,0.021036,0.195682,-0.20056,-0.20074,0.24818,131072,400
8700,278400,24.4,0.797,32.008,9,0.0000,0.0000,1.0000,0.022258,0.197856,-0.20344,-0.20350,0.24803,131072,400
8725,279200,24.5,0.789,31.872,8,0.0000,0.0000,1.0000,0.016908,0.198324,-0.20369,-0.20397,0.24788,131072,400
8750,280000,24.6,0.680,31.795,0,0.0000,0.0000,0.0000,0.020283,0.199946,-0.20555,-0.20561,0.24773,131072,400
8775,280800,24.4,0.748,32.042,2,0.0000,0.0000,1.0000,0.015214,0.197011,-0.20296,-0.20302,0.24758,131072,400
8800,281600,24.4,0.735,32.042,1,0.0000,0.0000,1.0000,0.026259,0.196027,-0.20118,-0.20141,0.24743,131072,400
8825,282400,24.5,0.690,32.021,0,0.0000,0.0000,0.0000,0.014525,0.199931,-0.20516,-0.20528,0.24729,131072,400
8850,283200,24.4,0.693,32.063,1,0.0000,0.0000,1.0000,0.018546,0.201734,-0.20748,-0.20749,0.24714,131072,400
8875,284000,24.4,0.667,32.119,0,0.0000,0.0000,0.0000,0.020689,0.203337,-0.20941,-0.20966,0.24699,131072,400
8900,284800,24.4,0.688,32.062,0,0.0000,0.0000,0.0000,0.013143,0.202618,-0.20809,-0.20815,0.24684,131072,400
8925,285600,24.5,0.710,31.879,0,0.0000,0.0000,0.0000,0.012691,0.201574,-0.20696,-0.20697,0.24669,131072,400
8950,286400,24.5,0.697,32.002,0,0.0000,0.0000,0.0000,0.021556,0.201851,-0.20788,-0.20800,0.24654,131072,400
8975,287200,24.7,0.694,31.733,1,0.0000,0.0000,1.0000,0.011116,0.203504,-0.20838,-0.20840,0.24639,131072,400
9000,288000,24.7,0.702,31.727,9,0.0000,0.0000,1.0000,0.019158,0.205464,-0.21048,-0.21061,0.24624,131072,400
9025,288800,24.6,0.700,31.792,1,0.0000,0.0000,1.0000,0.018134,0.204821,-0.21063,-0.21075,0.24609,131072,400
9050,289600,24.7,0.704,31.712,0,0.0000,0.0000,0.0000,0.011153,0.203267,-0.20874,-0.20869,0.24594,131072,400
9075,290400,24.4,0.840,31.925,9,0.0000,0.0000,1.0000,0.014009,0.201650,-0.20744,-0.20748,0.24579,131072,400
9100,291200,24.6,0.803,31.667,8,0.0000,0.0000,1.0000,0.008841,0.200997,-0.20671,-0.20663,0.24564,131072,400
9125,292000,24.6,0.688,31.845,0,0.0000,0.0000,0.0000,0.016524,0.200436,-0.20583,-0.20594,0.24549,131072,400
9150,292800,24.5,0.735,31.864,3,0.0000,0.3333,0.6667,0.018294,0.200582,-0.20513,-0.20525,0.24534,131072,400
9175,293600,24.5,0.697,31.917,1,0.0000,0.0000,1.0000,0.016872,0.201230,-0.20693,-0.20695,0.24519,131072,400
9200,294400,24.6,0.698,31.882,0,0.0000,0.0000,0.0000,0.017161,0.201094,-0.20724,-0.20727,0.24505,131072,400
9225,295200,24.4,0.699,32.060,1,0.0000,0.0000,1.0000,0.022547,0.201486,-0.20728,-0.20727,0.24490,131072,400
9250,296000,24.6,0.691,31.891,0,0.0000,0.0000,0.0000,0.023824,0.198392,-0.20385,-0.20396,0.24475,131072,400
9275,296800,24.8,0.684,31.610,0,0.0000,0.0000,0.0000,0.013822,0.198233,-0.20359,-0.20360,0.24460,131072,400
9300,297600,24.7,0.675,31.738,0,0.0000,0.0000,0.0000,0.015220,0.199648,-0.20457,-0.20470,0.24445,131072,400
9325,298400,24.5,0.680,31.974,0,0.0000,0.0000,0.0000,0.012934,0.198490,-0.20394,-0.20391,0.24430,131072,400
9350,299200,24.5,0.728,31.874,10,0.0000,0.0000,1.0000,0.031530,0.201277,-0.20704,-0.20726,0.24415,131072,400
9375,300000,24.6,0.684,31.886,0,0.0000,0.0000,0.0000,0.019080,0.196740,-0.20304,-0.20306,0.24400,131072,400
9400,300800,24.4,0.722,32.060,1,0.0000,0.0000,1.0000,0.012859,0.194553,-0.20001,-0.20005,0.24385,131072,400
9425,301600,24.4,0.674,32.065,0,0.0000,0.0000,0.0000,0.021285,0.196630,-0.20186,-0.20194,0.24370,131072,400
9450,302400,24.5,0.774,31.891,8,0.0000,0.0000,1.0000,0.021148,0.197170,-0.20344,-0.20343,0.24355,131072,400
9475,303200,24.4,0.791,31.951,8,0.0000,0.0000,1.0000,0.012091,0.191250,-0.19759,-0.19762,0.24340,131072,400
9500,304000,24.7,0.686,31.649,0,0.0000,0.0000,0.0000,0.024863,0.190374,-0.19683,-0.19675,0.24325,131072,400
9525,304800,24.7,0.747,31.695,3,0.0000,0.0000,1.0000,0.016563,0.186326,-0.19282,-0.19284,0.24310,131072,400
9550,305600,24.6,0.699,31.780,1,0.0000,0.0000,1.0000,0.010075,0.182322,-0.18817,-0.18813,0.24295,131072,400
9575,306400,24.7,0.691,31.755,0,0.0000,0.0000,0.0000,0.018916,0.187652,-0.19293,-0.19305,0.24281,131072,400
9600,307200,24.7,0.704,31.674,1,0.0000,0.0000,1.0000,0.014943,0.187819,-0.19351,-0.19359,0.24266,131072,400
9625,308000,24.5,0.705,31.969,0,0.0000,0.0000,0.0000,0.016266,0.186496,-0.19168,-0.19172,0.24251,131072,400
9650,308800,24.4,0.709,32.052,0,0.0000,0.0000,0.0000,0.013416,0.186191,-0.19135,-0.19148,0.24236,131072,400
9675,309600,24.3,0.701,32.167,0,0.0000,0.0000,0.0000,0.008832,0.183974,-0.18886,-0.18889,0.24221,131072,400
9700,310400,24.6,0.677,31.887,0,0.0000,0.0000,0.0000,0.011114,0.190898,-0.19520,-0.19533,0.24206,131072,400
9725,311200,24.6,0.730,31.748,10,0.0000,0.0000,1.0000,0.012532,0.194202,-0.19874,-0.19884,0.24191,131072,400
9750,312000,24.6,0.725,31.797,0,0.0000,0.0000,0.0000,0.021060,0.193710,-0.19911,-0.19894,0.24176,131072,400
9775,312800,24.7,0.690,31.752,1,0.0000,0.0000,1.0000,0.011245,0.189745,-0.19536,-0.19540,0.24161,131072,400
9800,313600,24.9,0.667,31.449,0,0.0000,0.0000,0.0000,0.006986,0.191352,-0.19591,-0.19593,0.24146,131072,400
9825,314400,24.7,0.777,31.607,8,0.0000,0.0000,1.0000,0.011843,0.195488,-0.20038,-0.20050,0.24131,131072,400
9850,315200,24.5,0.795,31.825,8,0.0000,0.0000,1.0000,0.012739,0.195870,-0.20059,-0.20062,0.24116,131072,400
9875,316000,24.6,0.674,31.845,0,0.0000,0.0000,0.0000,0.012123,0.197955,-0.20239,-0.20236,0.24101,131072,400
9900,316800,24.7,0.826,31.536,3,0.0000,0.0000,1.0000,0.007450,0.194529,-0.19914,-0.19914,0.24086,131072,400
9925,317600,24.6,0.708,31.854,1,0.0000,0.0000,1.0000,0.015284,0.196257,-0.20145,-0.20151,0.24071,131072,400
9950,318400,24.5,0.681,31.985,0,0.0000,0.0000,0.0000,0.006896,0.198191,-0.20218,-0.20221,0.24057,131072,400
9975,319200,24.6,0.725,31.743,1,0.0000,0.0000,1.0000,0.011594,0.203014,-0.20657,-0.20678,0.24042,131072,400
10000,320000,24.8,0.692,31.593,0,0.0000,0.0000,0.0000,0.011505,0.202050,-0.20598,-0.20607,0.24027,131072,400
10025,320800,24.5,0.683,31.962,0,0.0000,0.0000,0.0000,0.007740,0.203475,-0.20805,-0.20810,0.24012,131072,400
10050,321600,24.7,0.690,31.706,0,0.0000,0.0000,0.0000,0.014807,0.200025,-0.20425,-0.20425,0.23997,131072,400
10075,322400,24.8,0.696,31.605,0,0.0000,0.0000,0.0000,0.014816,0.201436,-0.20642,-0.20658,0.23982,131072,400
10100,323200,24.6,0.746,31.829,10,0.0000,0.0000,1.0000,0.016557,0.203285,-0.20813,-0.20819,0.23967,131072,400
10125,324000,24.6,0.688,31.816,0,0.0000,0.0000,0.0000,0.012567,0.200908,-0.20522,-0.20524,0.23952,131072,400
10150,324800,24.4,0.687,32.108,1,0.0000,0.0000,1.0000,0.017391,0.201846,-0.20685,-0.20690,0.23937,131072,400
10175,325600,24.6,0.704,31.873,1,0.0000,0.0000,1.0000,0.010421,0.199791,-0.20427,-0.20447,0.23922,131072,400
10200,326400,24.6,0.783,31.735,9,0.0000,0.1111,0.8889,0.007047,0.201160,-0.20519,-0.20518,0.23907,131072,400
10225,327200,24.6,0.789,31.754,7,0.0000,0.0000,1.0000,0.014944,0.204249,-0.20895,-0.20906,0.23892,131072,400
10250,328000,24.6,0.683,31.861,0,0.0000,0.0000,0.0000,0.017054,0.206227,-0.21165,-0.21184,0.23877,131072,400
10275,328800,24.5,0.756,31.902,3,0.0000,0.0000,1.0000,0.022346,0.203603,-0.20900,-0.20902,0.23862,131072,400
10300,329600,24.7,0.716,31.688,1,0.0000,0.0000,1.0000,0.010245,0.202616,-0.20786,-0.20788,0.23847,131072,400
10325,330400,24.4,0.710,32.022,0,0.0000,0.0000,0.0000,0.012800,0.201885,-0.20738,-0.20742,0.23833,131072,400
