frame,tick,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout
176672,5521,121.0665,1.7662,1.5000,0.0000,-0.5100,-0.6985,1.0000,-0.0330,0,0,0,0
176704,5522,114.3030,1.7815,1.5000,0.0000,-0.2673,0.3012,-0.9057,0.0253,0,0,0,0
176736,5523,119.0568,1.7853,1.5000,0.0000,-0.1562,-0.5110,0.7490,-0.0247,0,0,0,0
176768,5524,112.4231,1.7649,1.5000,0.0000,0.5818,0.1756,-0.8645,0.0292,0,0,0,0
176800,5525,114.7639,1.7627,1.5000,0.0000,0.0530,-0.9650,0.6275,-0.0132,0,0,0,0
176832,5526,120.1301,1.7498,1.5000,0.0000,0.2429,-1.0000,1.0000,-0.0253,0,0,0,0
176864,5527,125.7834,1.7386,1.5000,0.0000,0.1154,-0.2244,0.7485,-0.0268,0,0,0,0
176896,5528,132.0845,1.7069,1.5000,0.0000,0.4738,-0.7595,1.0000,-0.0272,0,0,0,0
176928,5529,122.8412,1.7028,1.5000,0.0000,0.4045,-0.2974,-1.0000,0.0388,0,0,0,0
176960,5530,134.7636,1.6599,1.5000,0.0000,0.7092,1.0000,1.0000,-0.0509,0,0,0,0
176992,5531,125.6300,1.6927,1.5000,0.0000,-0.4647,-0.1073,-1.0000,0.0337,0,0,0,0
177024,5532,136.9610,1.6678,1.5000,0.0000,0.2144,0.8426,1.0000,-0.0505,0,0,0,0
177056,5533,126.7670,1.6795,1.5000,0.0000,0.0823,-0.5248,-1.0000,0.0410,0,0,0,0
177088,5534,136.2582,1.6493,1.5000,0.0000,0.3657,0.2446,1.0000,-0.0416,0,0,0,0
177120,5535,126.4240,1.6615,1.5000,0.0000,0.0541,-0.4381,-0.9875,0.0394,0,0,0,0
177152,5536,134.7703,1.6290,1.5000,0.0000,0.5875,0.9869,0.5736,-0.0362,0,0,0,0
177184,5537,127.1540,1.6410,1.5000,0.0000,0.0745,0.2768,-1.0000,0.0295,0,0,0,0
177216,5538,136.6982,1.6273,1.5000,0.0000,-0.0494,0.3007,1.0000,-0.0439,0,0,0,0
177248,5539,126.8249,1.6331,1.5000,0.0000,0.2200,-0.4385,-1.0000,0.0404,0,0,0,0
177280,5540,138.8350,1.6058,1.5000,0.0000,0.2531,1.0000,1.0000,-0.0532,0,0,0,0
177312,5541,128.4013,1.6343,1.5000,0.0000,-0.3168,-0.4950,-1.0000,0.0400,0,0,0,0
177344,5542,134.2050,1.6239,1.5000,0.0000,0.0066,-0.0339,0.6904,-0.0276,0,0,0,0
177376,5543,124.1284,1.6557,1.5000,0.0000,-0.5545,-0.9174,-0.8000,0.0380,0,0,0,0
177408,5544,135.9370,1.6391,1.5000,0.0000,0.0353,1.0000,1.0000,-0.0536,0,0,0,0
177440,5545,126.8099,1.6373,1.5000,0.0000,0.3867,-0.3780,-0.9481,0.0380,0,0,0,0
177472,5546,137.6576,1.6019,1.5000,0.0000,0.4808,0.6267,1.0000,-0.0470,0,0,0,0
177504,5547,129.1230,1.6093,1.5000,0.0000,0.1336,-0.4802,-0.8167,0.0342,0,0,0,0
177536,5548,134.0403,1.5792,1.5000,0.0000,0.4766,-0.6118,0.7912,-0.0212,0,0,0,0
177568,5549,138.9435,1.5603,1.5000,0.0000,0.1526,-0.4549,0.7351,-0.0225,0,0,0,0
177600,5550,134.7656,1.5848,1.5000,0.0000,-0.3115,0.4676,-0.6385,0.0126,0,0,0,0
177632,5551,125.8487,1.6149,1.5000,0.0000,-0.4094,-0.0421,-1.0000,0.0330,0,0,0,0
177664,5552,137.8692,1.5888,1.5000,0.0000,0.2487,1.0000,1.0000,-0.0534,0,0,0,0
177696,5553,130.1648,1.6035,1.5000,0.0000,0.0117,0.0593,-0.9179,0.0295,0,0,0,0
177728,5554,136.6030,1.5625,1.5000,0.0000,0.6508,-0.7224,1.0000,-0.0266,0,0,0,0
177760,5555,133.2212,1.5948,1.5000,0.0000,-0.6430,0.0967,-0.3832,0.0081,0,0,0,0
177792,5556,125.2914,1.6029,1.5000,0.0000,0.1284,0.1596,-1.0000,0.0314,0,0,0,0
177824,5557,134.0378,1.5657,1.5000,0.0000,0.7141,1.0000,0.5970,-0.0374,0,0,0,0
177856,5558,143.1867,1.5453,1.5000,0.0000,0.0185,0.1204,1.0000,-0.0413,0,0,0,0
177888,5559,132.4271,1.5625,1.5000,0.0000,0.0222,-0.6074,-1.0000,0.0429,0,0,0,0
177920,5560,135.1418,1.5333,1.5000,0.0000,0.4788,-1.0000,0.6901,-0.0115,0,0,0,0
177952,5561,145.7891,1.5206,1.5000,0.0000,-0.2122,0.5715,1.0000,-0.0489,0,0,0,0
177984,5562,134.7354,1.5647,1.5000,0.0000,-0.7049,-0.9431,-0.8248,0.0408,0,0,0,0
178016,5563,133.5888,1.5578,1.5000,0.0000,0.2366,0.0099,-0.1530,0.0030,0,0,0,0
178048,5564,140.3158,1.5449,1.5000,0.0000,-0.1174,-0.5467,1.0000,-0.0314,0,0,0,0
178080,5565,133.8660,1.5680,1.5000,0.0000,-0.2990,-0.2592,-0.6162,0.0229,0,0,0,0
178112,5566,129.3125,1.5450,1.5000,0.0000,0.7667,-0.1031,-0.5405,0.0202,0,0,0,0
178144,5567,139.2376,1.4966,1.5000,0.0000,0.8044,0.2608,1.0000,-0.0421,0,0,0,0
178176,5568,148.9110,1.4717,1.5000,0.0000,0.1157,0.4891,0.8807,-0.0493,0,0,0,0
178208,5569,140.2867,1.4540,1.5000,0.0000,1.0000,-0.2044,-1.0000,0.0333,0,0,0,0
178240,5570,132.2416,1.4635,1.5000,0.0000,0.1262,-0.1341,-0.8832,0.0341,0,0,0,0
178272,5571,141.9149,1.4476,1.5000,0.0000,0.0815,1.0000,0.6841,-0.0482,0,0,0,0
178304,5572,131.7231,1.4349,1.5000,0.0000,0.6312,-1.0000,-0.8065,0.0409,0,0,0,0
178336,5573,142.0090,1.4480,1.5000,0.0000,-0.6918,1.0000,0.8039,-0.0473,0,0,0,0
178368,5574,135.1021,1.4488,1.5000,0.0000,0.2982,-0.2543,-0.7129,0.0279,0,0,0,0
178400,5575,144.7418,1.4224,1.5000,0.0000,0.1809,0.2042,1.0000,-0.0493,0,0,0,0
178432,5576,133.3672,1.4129,1.5000,0.0000,0.6636,-0.8619,-1.0000,0.0466,0,0,0,0
178464,5577,144.7179,1.3860,1.5000,0.0000,0.2066,0.6467,1.0000,-0.0570,0,0,0,0
178496,5578,133.0937,1.3722,1.5000,0.0000,0.7549,-0.9292,-1.0000,0.0472,0,0,0,0
178528,5579,142.1416,1.3392,1.5000,0.0000,0.4154,0.0221,1.0000,-0.0475,0,0,0,0
178560,5580,140.5100,1.3011,1.5000,0.0000,0.9501,-0.6167,0.0021,-0.0005,0,0,0,0
178592,5581,129.8371,1.2749,1.5000,0.0000,0.9864,-0.6958,-1.0000,0.0414,0,0,0,0
178624,5582,118.7675,1.2490,1.5000,0.0000,0.7770,-1.0000,-0.8559,0.0432,0,0,0,0
178656,5583,107.5421,1.2089,1.5000,0.0000,1.0000,-0.6929,-1.0000,0.0023,0,0,0,0
178688,5584,97.9847,1.1807,1.5000,0.0000,0.5796,-0.4703,-0.8712,-0.0492,0,0,0,0
178720,5585,104.2977,1.1579,1.5000,0.0000,0.6933,-0.0535,0.8166,0.0223,0,0,0,0
178752,5586,111.5212,1.1234,1.5000,0.0000,0.8797,0.6743,0.5075,0.0249,0,0,0,0
178784,5587,110.7931,1.1517,1.5000,0.0000,-0.6954,1.0000,-0.6410,-0.0027,0,0,0,0
178816,5588,112.6388,1.1227,1.5000,0.0000,0.7289,0.6739,-0.1583,-0.0041,0,0,0,0
178848,5589,112.4685,1.1257,1.5000,0.0000,-0.0589,0.8110,-0.4789,-0.0019,0,0,0,0
178880,5590,111.4309,1.1526,1.5000,0.0000,-0.6517,1.0000,-0.6749,-0.0001,0,0,0,0
178912,5591,112.9666,1.1420,1.5000,0.0000,0.2698,0.6630,-0.1859,-0.0061,0,0,0,0
178944,5592,112.7917,1.1140,1.5000,0.0000,0.7216,0.9151,-0.5469,-0.0057,0,0,0,0
178976,5593,114.6131,1.1286,1.5000,0.0000,-0.3549,0.7687,-0.2153,-0.0093,0,0,0,0
179008,5594,114.9325,1.1396,1.5000,0.0000,-0.2389,1.0000,-0.5178,-0.0031,0,0,0,0
179040,5595,112.6390,1.1351,1.5000,0.0000,0.1588,1.0000,-0.8362,0.0067,0,0,0,0
179072,5596,114.2549,1.1603,1.5000,0.0000,-0.6210,0.7465,-0.2153,-0.0071,0,0,0,0
179104,5597,111.9844,1.1677,1.5000,0.0000,-0.1700,0.4800,-0.5308,0.0079,0,0,0,0
179136,5598,115.9945,1.1930,1.5000,0.0000,-0.6277,1.0000,-0.0555,-0.0176,0,0,0,0
179168,5599,110.9508,1.1856,1.5000,0.0000,0.2048,0.2378,-0.7322,0.0092,0,0,0,0
179200,5600,116.6216,1.1909,1.5000,0.0000,-0.1401,0.9908,0.1459,-0.0183,0,0,0,0
179232,5601,109.6448,1.1971,1.5000,0.0000,-0.1305,0.3213,-1.0000,0.0079,0,0,0,0
179264,5602,113.8734,1.2095,1.5000,0.0000,-0.3098,0.8799,0.0382,0.0007,0,0,0,0
179296,5603,106.5089,1.2032,1.5000,0.0000,0.1379,0.2293,-1.0000,-0.0199,0,0,0,0
179328,5604,111.3992,1.2078,1.5000,0.0000,-0.1095,0.6789,0.2228,0.0194,0,0,0,0
179360,5605,102.1423,1.1983,1.5000,0.0000,0.1604,-0.3300,-0.9264,-0.0455,0,0,0,0
179392,5606,105.5488,1.1588,1.5000,0.0000,1.0000,0.5580,0.1397,0.0073,0,0,0,0
179424,5607,109.8563,1.1661,1.5000,0.0000,-0.1762,0.6027,0.1798,0.0171,0,0,0,0
179456,5608,117.4793,1.1824,1.5000,0.0000,-0.4276,0.9477,0.3950,-0.0159,0,0,0,0
179488,5609,105.6323,1.1716,1.5000,0.0000,0.2404,-0.7689,-1.0000,-0.0083,0,0,0,0
179520,5610,115.6200,1.1562,1.5000,0.0000,0.3829,0.6706,0.8316,0.0073,0,0,0,0
179552,5611,107.0738,1.1542,1.5000,0.0000,0.0392,-0.0349,-1.0000,-0.0091,0,0,0,0
179584,5612,115.2629,1.1537,1.5000,0.0000,0.0083,0.6590,0.6129,0.0044,0,0,0,0
179616,5613,109.2440,1.1455,1.5000,0.0000,0.2121,0.1845,-0.8229,-0.0018,0,0,0,0
179648,5614,118.8700,1.1256,1.5000,0.0000,0.4610,0.8009,0.7001,-0.0239,0,0,0,0
179680,5615,109.9336,1.1221,1.5000,0.0000,0.1167,-0.1204,-1.0000,0.0180,0,0,0,0
179712,5616,113.8735,1.1564,1.5000,0.0000,-0.8579,0.8700,-0.0165,0.0022,0,0,0,0
179744,5617,110.2037,1.1392,1.5000,0.0000,0.4613,1.0000,-1.0000,-0.0048,0,0,0,0
179776,5618,115.2578,1.1618,1.5000,0.0000,-0.5684,0.9246,0.0918,-0.0067,0,0,0,0
179808,5619,113.7724,1.1416,1.5000,0.0000,0.5539,1.0000,-0.7421,0.0011,0,0,0,0
179840,5620,115.7887,1.1722,1.5000,0.0000,-0.7536,0.7572,-0.1653,-0.0082,0,0,0,0
179872,5621,110.4201,1.1330,1.5000,0.0000,1.0000,0.2918,-0.8199,0.0020,0,0,0,0
179904,5622,113.3494,1.1267,1.5000,0.0000,0.1620,0.9136,-0.1659,-0.0028,0,0,0,0
179936,5623,114.8592,1.1328,1.5000,0.0000,-0.1293,1.0000,-0.3813,-0.0090,0,0,0,0
179968,5624,116.2544,1.1189,1.5000,0.0000,0.3532,0.4574,-0.0981,-0.0110,0,0,0,0
180000,5625,115.7638,1.1384,1.5000,0.0000,-0.4729,0.3336,-0.2364,0.0016,0,0,0,0
180032,5626,108.6019,1.1232,1.5000,0.0000,0.3743,-0.3642,-0.6534,-0.0033,0,0,0,0
180064,5627,115.9072,1.1469,1.5000,0.0000,-0.6039,0.5860,0.5373,-0.0023,0,0,0,0
180096,5628,110.8044,1.1267,1.5000,0.0000,0.5188,0.0826,-0.6636,0.0066,0,0,0,0
180128,5629,115.4273,1.1384,1.5000,0.0000,-0.3016,0.5672,0.2325,-0.0115,0,0,0,0
180160,5630,108.1805,1.1192,1.5000,0.0000,0.4709,-0.3383,-0.6785,-0.0071,0,0,0,0
180192,5631,112.5364,1.1099,1.5000,0.0000,0.2323,0.7780,0.0770,0.0105,0,0,0,0
180224,5632,112.7127,1.0960,1.5000,0.0000,0.3524,0.3894,-0.2060,-0.0055,0,0,0,0
180256,5633,111.7878,1.0933,1.5000,0.0000,0.0695,0.1288,-0.1855,-0.0011,0,0,0,0
180288,5634,113.5337,1.1042,1.5000,0.0000,-0.2732,0.3784,-0.0102,-0.0075,0,0,0,0
180320,5635,117.6221,1.1074,1.5000,0.0000,-0.0849,0.7353,0.0653,-0.0208,0,0,0,0
180352,5636,112.2275,1.1382,1.5000,0.0000,-0.7398,0.1222,-0.6937,0.0249,0,0,0,0
180384,5637,105.2148,1.1264,1.5000,0.0000,0.2583,0.0955,-0.8896,-0.0337,0,0,0,0
180416,5638,113.5368,1.1623,1.5000,0.0000,-0.8945,1.0000,0.4196,0.0249,0,0,0,0
180448,5639,109.6208,1.1555,1.5000,0.0000,0.1650,-0.0331,-0.4497,-0.0076,0,0,0,0
180480,5640,114.6895,1.1749,1.5000,0.0000,-0.4859,0.9709,0.0736,-0.0020,0,0,0,0
180512,5641,102.2795,1.1411,1.5000,0.0000,0.7695,-0.8740,-1.0000,-0.0386,0,0,0,0
180544,5642,111.7339,1.1181,1.5000,0.0000,0.6135,0.6381,0.7883,0.0363,0,0,0,0
180576,5643,119.1080,1.1287,1.5000,0.0000,-0.2994,0.6055,0.5370,-0.0322,0,0,0,0
180608,5644,109.3965,1.0978,1.5000,0.0000,0.7748,-0.7913,-0.7229,0.0133,0,0,0,0
180640,5645,110.3271,1.1080,1.5000,0.0000,-0.2533,0.0556,0.0762,0.0024,0,0,0,0
180672,5646,113.5612,1.1350,1.5000,0.0000,-0.6760,0.3374,0.1916,0.0009,0,0,0,0
180704,5647,102.9505,1.1325,1.5000,0.0000,-0.0015,-0.5221,-0.9707,-0.0367,0,0,0,0
180736,5648,107.0332,1.1347,1.5000,0.0000,-0.0489,0.7215,0.0799,0.0155,0,0,0,0
180768,5649,114.5658,1.1714,1.5000,0.0000,-0.9220,0.8821,0.4002,0.0123,0,0,0,0
180800,5650,105.2305,1.1607,1.5000,0.0000,0.2315,-0.2097,-1.0000,-0.0231,0,0,0,0
180832,5651,109.0332,1.1820,1.5000,0.0000,-0.5306,0.7431,0.0386,0.0166,0,0,0,0
180864,5652,121.1848,1.1891,1.5000,0.0000,-0.2463,1.0000,0.9101,-0.0299,0,0,0,0
180896,5653,108.4687,1.1495,1.5000,0.0000,1.0000,-1.0000,-1.0000,0.0173,0,0,0,0
180928,5654,116.2566,1.1515,1.5000,0.0000,-0.0663,0.6454,0.5708,-0.0060,0,0,0,0
180960,5655,108.3255,1.1111,1.5000,0.0000,1.0000,-1.0000,-0.3911,-0.0055,0,0,0,0
180992,5656,111.9363,1.1255,1.5000,0.0000,-0.3550,0.2629,0.2763,0.0149,0,0,0,0
181024,5657,107.9700,1.1270,1.5000,0.0000,-0.0485,-0.2966,-0.3053,-0.0205,0,0,0,0
181056,5658,109.7036,1.1502,1.5000,0.0000,-0.5858,0.8874,-0.2941,0.0076,0,0,0,0
181088,5659,113.2981,1.1249,1.5000,0.0000,0.6338,0.2623,0.2863,-0.0017,0,0,0,0
181120,5660,109.0059,1.1182,1.5000,0.0000,0.1603,-0.2976,-0.3432,-0.0114,0,0,0,0
181152,5661,114.0968,1.1440,1.5000,0.0000,-0.6481,0.7362,0.1893,0.0042,0,0,0,0
181184,5662,108.0412,1.1035,1.5000,0.0000,1.0000,-0.5911,-0.3901,-0.0164,0,0,0,0
181216,5663,108.2577,1.1092,1.5000,0.0000,-0.1494,0.4272,-0.2218,-0.0013,0,0,0,0
181248,5664,107.4389,1.1486,1.5000,0.0000,-1.0000,0.4609,-0.3683,-0.0017,0,0,0,0
181280,5665,109.6050,1.1614,1.5000,0.0000,-0.3220,0.4563,0.0021,0.0083,0,0,0,0
181312,5666,113.5036,1.1744,1.5000,0.0000,-0.3263,0.4151,0.2367,0.0026,0,0,0,0
181344,5667,115.6412,1.1881,1.5000,0.0000,-0.3325,0.7708,-0.1561,-0.0108,0,0,0,0
181376,5668,106.1416,1.1667,1.5000,0.0000,0.5111,-0.2565,-1.0000,-0.0156,0,0,0,0
181408,5669,114.9596,1.1506,1.5000,0.0000,0.3965,1.0000,0.5078,0.0079,0,0,0,0
181440,5670,111.7594,1.1291,1.5000,0.0000,0.5486,0.1527,-0.4745,0.0065,0,0,0,0
181472,5671,110.8971,1.1323,1.5000,0.0000,-0.0796,0.0343,-0.1222,-0.0065,0,0,0,0
181504,5672,111.2160,1.1258,1.5000,0.0000,0.1644,0.5703,-0.2837,-0.0024,0,0,0,0
181536,5673,112.0151,1.1300,1.5000,0.0000,-0.1062,0.2916,-0.0693,0.0010,0,0,0,0
181568,5674,109.5172,1.1436,1.5000,0.0000,-0.3443,0.0299,-0.3144,-0.0123,0,0,0,0
181600,5675,116.1772,1.1595,1.5000,0.0000,-0.4107,0.5333,0.4971,-0.0086,0,0,0,0
181632,5676,107.3933,1.1193,1.5000,0.0000,1.0000,-0.1140,-1.0000,-0.0099,0,0,0,0
181664,5677,109.1332,1.1347,1.5000,0.0000,-0.3762,-0.0061,0.2035,0.0067,0,0,0,0
181696,5678,111.6285,1.1283,1.5000,0.0000,0.1612,0.4148,0.0654,0.0073,0,0,0,0
181728,5679,113.7215,1.1156,1.5000,0.0000,0.3212,0.6275,-0.1081,-0.0106,0,0,0,0
181760,5680,110.1297,1.1177,1.5000,0.0000,-0.0533,-0.0082,-0.4232,-0.0034,0,0,0,0
181792,5681,105.7902,1.1136,1.5000,0.0000,0.0730,0.1515,-0.6029,-0.0229,0,0,0,0
181824,5682,106.3949,1.1296,1.5000,0.0000,-0.4073,0.3006,-0.1078,0.0017,0,0,0,0
181856,5683,108.0596,1.1411,1.5000,0.0000,-0.2933,0.5603,-0.1208,0.0059,0,0,0,0
181888,5684,114.3334,1.1404,1.5000,0.0000,0.0148,0.6495,0.3857,0.0041,0,0,0,0
181920,5685,108.1483,1.1158,1.5000,0.0000,0.6140,0.3017,-0.9155,-0.0128,0,0,0,0
181952,5686,109.9501,1.1317,1.5000,0.0000,-0.4004,0.5891,-0.1230,0.0070,0,0,0,0
181984,5687,112.0830,1.1403,1.5000,0.0000,-0.2141,0.7335,-0.1570,0.0069,0,0,0,0
182016,5688,112.0035,1.1611,1.5000,0.0000,-0.5184,0.0557,-0.0399,-0.0001,0,0,0,0
182048,5689,116.4356,1.1802,1.5000,0.0000,-0.4841,0.7753,0.1103,-0.0204,0,0,0,0
182080,5690,112.7372,1.1582,1.5000,0.0000,0.5867,0.4739,-0.7119,0.0108,0,0,0,0
182112,5691,116.4066,1.1509,1.5000,0.0000,0.1721,0.3813,0.2260,-0.0203,0,0,0,0
182144,5692,115.1605,1.1512,1.5000,0.0000,0.0036,0.1213,-0.2155,0.0026,0,0,0,0
182176,5693,117.0488,1.1671,1.5000,0.0000,-0.4090,0.0981,0.1768,-0.0094,0,0,0,0
182208,5694,111.7962,1.1807,1.5000,0.0000,-0.3171,0.0220,-0.6314,0.0203,0,0,0,0
182240,5695,118.7687,1.1623,1.5000,0.0000,0.4267,0.5311,0.5405,-0.0346,0,0,0,0
182272,5696,113.3364,1.2050,1.5000,0.0000,-1.0000,0.5858,-0.9294,0.0266,0,0,0,0
182304,5697,111.8991,1.2379,1.5000,0.0000,-0.8208,-0.3907,0.0338,0.0066,0,0,0,0
182336,5698,107.5891,1.2265,1.5000,0.0000,0.2691,0.2392,-0.6377,-0.0237,0,0,0,0
182368,5699,106.7757,1.2143,1.5000,0.0000,0.3001,-0.0342,-0.0737,-0.0082,0,0,0,0
182400,5700,113.8171,1.2177,1.5000,0.0000,-0.0817,0.5018,0.5755,0.0126,0,0,0,0
182432,5701,108.2655,1.2191,1.5000,0.0000,-0.0459,-0.2918,-0.5092,-0.0114,0,0,0,0
182464,5702,104.9916,1.2250,1.5000,0.0000,-0.1799,0.0443,-0.4153,-0.0169,0,0,0,0
182496,5703,104.9290,1.2308,1.5000,0.0000,-0.1441,-0.0385,0.0085,-0.0026,0,0,0,0
182528,5704,102.4368,1.2341,1.5000,0.0000,-0.1068,-0.2213,-0.1852,-0.0137,0,0,0,0
182560,5705,106.5200,1.2170,1.5000,0.0000,0.5090,-0.3336,0.6782,0.0131,0,0,0,0
182592,5706,111.6647,1.2215,1.5000,0.0000,-0.0906,0.1271,0.5450,0.0205,0,0,0,0
182624,5707,114.8910,1.2184,1.5000,0.0000,0.0684,0.0447,0.3614,-0.0148,0,0,0,0
182656,5708,106.0985,1.1899,1.5000,0.0000,0.6902,-0.1046,-1.0000,-0.0200,0,0,0,0
182688,5709,114.1764,1.1832,1.5000,0.0000,0.1960,-0.0607,1.0000,0.0128,0,0,0,0
182720,5710,120.2365,1.1756,1.5000,0.0000,0.1656,0.9036,0.2315,-0.0310,0,0,0,0
182752,5711,115.3511,1.1619,1.5000,0.0000,0.4171,0.3850,-0.8059,0.0171,0,0,0,0
182784,5712,121.4715,1.1529,1.5000,0.0000,0.1558,-0.2586,0.8682,-0.0314,0,0,0,0
182816,5713,119.4636,1.1510,1.5000,0.0000,0.1147,0.4791,-0.5069,0.0057,0,0,0,0
182848,5714,118.9816,1.1414,1.5000,0.0000,0.2460,-0.0059,-0.0617,-0.0020,0,0,0,0
182880,5715,119.1806,1.1416,1.5000,0.0000,-0.0107,-0.0590,0.0568,-0.0039,0,0,0,0
182912,5716,123.5898,1.1397,1.5000,0.0000,0.0172,0.5842,0.1979,-0.0229,0,0,0,0
182944,5717,124.9667,1.1491,1.5000,0.0000,-0.2462,0.1841,0.0734,-0.0080,0,0,0,0
182976,5718,125.5516,1.1453,1.5000,0.0000,0.1227,0.3819,-0.1477,-0.0061,0,0,0,0
183008,5719,128.0566,1.1627,1.5000,0.0000,-0.4571,0.3932,0.1075,-0.0120,0,0,0,0
183040,5720,127.7357,1.1775,1.5000,0.0000,-0.3364,0.2465,-0.1476,0.0003,0,0,0,0
183072,5721,123.4658,1.1908,1.5000,0.0000,-0.2191,0.1803,-0.5856,0.0177,1,0,0,1
183104,5722,102.2100,6.9432,1.5000,0.0000,0.8584,-0.2594,0.9525,0.9970,0,0,0,0
183136,5723,109.9580,6.9302,1.5000,0.0000,0.7807,-0.1266,0.9386,0.0332,0,0,0,0
183168,5724,117.0721,6.8863,1.5000,0.0000,1.0000,-0.3228,0.8792,-0.0110,0,0,0,0
183200,5725,108.7928,6.8495,1.5000,0.0000,1.0000,0.1036,-1.0000,0.0099,0,0,0,0
183232,5726,113.7187,6.8110,1.5000,0.0000,1.0000,-0.0612,0.5952,0.0085,0,0,0,0
183264,5727,104.5849,6.7699,1.5000,0.0000,0.7700,-0.9491,-1.0000,-0.0233,0,0,0,0
183296,5728,108.7816,6.7491,1.5000,0.0000,0.7404,-0.1110,0.5139,0.0183,0,0,0,0
183328,5729,116.6903,6.7111,1.5000,0.0000,0.9106,-0.5825,1.0000,-0.0048,0,0,0,0
183360,5730,107.5287,6.6702,1.5000,0.0000,1.0000,-1.0000,-1.0000,0.0031,0,0,0,0
183392,5731,115.6751,6.6610,1.5000,0.0000,0.2716,-0.2941,1.0000,0.0017,0,0,0,0
183424,5732,107.0213,6.6397,1.5000,0.0000,0.4549,-0.9632,-0.9404,-0.0062,0,0,0,0
183456,5733,113.7030,6.6109,1.5000,0.0000,0.8352,-0.2785,0.8262,0.0152,0,0,0,0
183488,5734,106.0273,6.5682,1.5000,0.0000,0.9113,-0.4237,-0.8749,-0.0167,0,0,0,0
183520,5735,113.2596,6.5339,1.5000,0.0000,1.0000,0.3567,0.8315,0.0223,0,0,0,0
183552,5736,106.6251,6.4911,1.5000,0.0000,0.9397,-0.6635,-0.7266,-0.0160,0,0,0,0
183584,5737,107.5515,6.4532,1.5000,0.0000,1.0000,-0.2044,0.1344,0.0059,0,0,0,0
183616,5738,100.1468,6.3942,1.5000,0.0000,0.9651,-0.8167,-0.7953,-0.0287,0,0,0,0
183648,5739,108.4452,6.3850,1.5000,0.0000,0.7321,0.8316,0.9098,0.0352,0,0,0,0
183680,5740,99.1605,6.3243,1.5000,0.0000,0.8753,-1.0000,-1.0000,-0.0369,0,0,0,0
183712,5741,107.0641,6.3062,1.5000,0.0000,1.0000,0.8638,0.8609,0.0346,0,0,0,0
183744,5742,113.9272,6.2693,1.5000,0.0000,1.0000,0.3915,0.7821,0.0150,0,0,0,0
183776,5743,104.8746,6.2207,1.5000,0.0000,1.0000,-0.7836,-1.0000,-0.0201,0,0,0,0
183808,5744,113.6831,6.1978,1.5000,0.0000,0.7553,0.5228,1.0000,0.0242,0,0,0,0
183840,5745,107.8719,6.1551,1.5000,0.0000,1.0000,-0.5267,-0.6396,-0.0086,0,0,0,0
183872,5746,114.5110,6.1268,1.5000,0.0000,0.7395,0.5114,0.7407,0.0078,0,0,0,0
183904,5747,105.2576,6.0812,1.5000,0.0000,0.9591,-1.0000,-1.0000,-0.0162,0,0,0,0
183936,5748,113.9833,6.0465,1.5000,0.0000,1.0000,0.9333,0.9469,0.0226,0,0,0,0
183968,5749,115.2615,6.0140,1.5000,0.0000,0.7730,-0.9622,0.2529,-0.0046,0,0,0,0
184000,5750,106.2387,5.9737,1.5000,0.0000,0.8979,-0.7557,-0.9972,-0.0091,0,0,0,0
184032,5751,115.3804,5.9431,1.5000,0.0000,0.8229,0.8723,1.0000,0.0115,0,0,0,0
184064,5752,110.8888,5.9101,1.5000,0.0000,0.8638,-0.1081,-0.5262,0.0112,0,0,0,0
184096,5753,119.7967,5.8602,1.5000,0.0000,1.0000,0.5718,1.0000,-0.0266,0,0,0,0
184128,5754,112.1625,5.8402,1.5000,0.0000,0.7136,-0.6533,-0.8427,0.0336,0,0,0,0
184160,5755,105.5774,5.7936,1.5000,0.0000,1.0000,0.6785,-0.8592,-0.0251,0,0,0,0
184192,5756,113.6308,5.7585,1.5000,0.0000,1.0000,0.7950,0.8772,0.0228,0,0,0,0
184224,5757,107.8831,5.7166,1.5000,0.0000,1.0000,0.6541,-0.7594,-0.0089,0,0,0,0
184256,5758,117.1844,5.6739,1.5000,0.0000,1.0000,1.0000,1.0000,-0.0024,0,0,0,0
184288,5759,109.4865,5.6358,1.5000,0.0000,1.0000,-1.0000,-0.8091,0.0137,0,0,0,0
184320,5760,111.9404,5.5963,1.5000,0.0000,1.0000,0.7556,0.2088,0.0129,0,0,0,0
184352,5761,103.5454,5.5452,1.5000,0.0000,1.0000,0.0034,-1.0000,-0.0341,0,0,0,0
184384,5762,112.8557,5.5192,1.5000,0.0000,0.8669,1.0000,1.0000,0.0342,0,0,0,0
184416,5763,107.8362,5.4768,1.5000,0.0000,1.0000,0.5021,-0.6574,-0.0125,0,0,0,0
184448,5764,111.5792,5.4384,1.5000,0.0000,1.0000,0.9481,0.3389,0.0185,0,0,0,0
184480,5765,103.8510,5.3977,1.5000,0.0000,0.7661,0.6795,-1.0000,-0.0324,0,0,0,0
184512,5766,112.7044,5.3657,1.5000,0.0000,1.0000,0.8747,0.9581,0.0342,0,0,0,0
184544,5767,107.5370,5.3229,1.5000,0.0000,1.0000,0.0797,-0.6261,-0.0144,0,0,0,0
184576,5768,99.7233,5.2703,1.5000,0.0000,0.8122,0.6278,-1.0000,-0.0313,0,0,0,0
184608,5769,109.0879,5.2593,1.5000,0.0000,0.7162,1.0000,1.0000,0.0402,0,0,0,0
184640,5770,104.5290,5.2234,1.5000,0.0000,0.7219,0.0434,-0.5461,-0.0189,0,0,0,0
