update,step,fps,sample_fps,collect_s,learn_s,done,success,fail,timeout,success_rate,fail_rate,timeout_rate,pi_loss,v_loss,teacher_loss,entropy,kl,std_mean,std_min,std_max,teacher_coef
21,688128,57.076292680962574,29223.061852652838,1.121306184999412,0.5376345239983493,0,0,0,0,0.0,0.0,0.0,-0.004309525225835387,0.011335464846342801,0.0,0.9318609520792961,0.008054388697019021,0.3290210962295532,0.30824393033981323,0.34986957907676697,0.0
22,720896,56.51207027222202,28934.179979377674,1.1325014230005763,0.4564152359998843,0,0,0,0,0.0,0.0,0.0,-0.005241919985564891,0.016834654644480907,0.0,0.8629609879106284,0.009821176649165864,0.31973370909690857,0.3001158535480499,0.34254443645477295,0.0
23,753664,59.4740873172081,30450.73270641055,1.0760989009995683,0.48398817099950975,0,0,0,0,0.0,0.0,0.0,-0.0047438990412047135,0.04314391854568385,0.0,0.7557131674140691,0.0119121037369041,0.30726081132888794,0.29396548867225647,0.325974702835083,0.0
24,786432,58.34096506842587,29870.574115034044,1.096999336999943,0.45775767600025574,3,0,3,0,0.0,1.0,0.0,-0.004604130605730461,0.14838396762497724,0.0,0.6509059499949217,0.009353513615496922,0.2978568375110626,0.28749674558639526,0.3176376223564148,0.0
25,819200,57.84061727438728,29614.396044486286,1.1064888830005657,0.4771238869998342,8,0,8,0,0.0,1.0,0.0,-0.0056198553240392355,0.2910918380599469,0.0,0.547891665622592,0.008060752981691621,0.2875261902809143,0.27475684881210327,0.30655837059020996,0.0
26,851968,55.75857319823031,28548.389477493918,1.1478055539992056,0.46734696900057315,501,0,3,498,0.0,0.005988023952095809,0.9940119760479041,-0.0039352899228106255,0.2397107315249741,0.0,0.4400962799787521,0.007423516187918722,0.27747511863708496,0.2647741436958313,0.29531314969062805,0.0
27,884736,57.35980601308066,29368.220678697297,1.1157638849999785,0.48293564400046307,0,0,0,0,0.0,0.0,0.0,-0.006823578204785008,0.00368917754967697,0.0,0.39328072145581244,0.009637159566045739,0.27552175521850586,0.2647029161453247,0.29598721861839294,0.0
28,917504,58.43232515598027,29917.3504798619,1.0952841569996963,0.4650690669986943,0,0,0,0,0.0,0.0,0.0,-0.003862380870850757,0.04669757613446564,0.0,0.3450239434838295,0.007823837877003826,0.2695673108100891,0.2570543587207794,0.29074642062187195,0.0
29,950272,58.093903621252686,29744.078654081375,1.101664649999293,0.4697172589985712,0,0,0,0,0.0,0.0,0.0,-0.003575612969143549,0.18257607538253068,0.0,0.2610574036836624,0.005367051894427277,0.26203733682632446,0.24879544973373413,0.28081411123275757,0.0
30,983040,58.087430226643214,29740.764276041326,1.1017874219996884,0.45071439599996665,6,0,2,4,0.0,0.3333333333333333,0.6666666666666666,-0.0064067123181303035,0.3700740616302937,0.0,0.18059600032866002,0.008998178951696901,0.2558218240737915,0.24210435152053833,0.27074670791625977,0.0
31,1015808,52.09811108465763,26674.232875344707,1.2284514479997597,0.5503763209999306,10,0,2,8,0.0,0.2,0.8,-0.013528479396336479,0.343873507110402,0.0,0.12427997812628747,0.010700205858665868,0.2512824535369873,0.23741742968559265,0.2655148208141327,0.0
32,1048576,57.055338278337864,29212.333198508986,1.1217180010007723,0.47549015399999917,496,0,1,495,0.0,0.0020161290322580645,0.9979838709677419,-0.017169104403728853,0.22164951488375664,0.0,0.08390717990696431,0.012185967578079725,0.24819903075695038,0.2333046793937683,0.2631547451019287,0.0
33,1081344,57.87334295188466,29631.151591364945,1.1058631960004277,0.5028367249997245,0,0,0,0,0.0,0.0,0.0,-0.006831945233716397,0.038860466697951776,0.0,0.04385118111968041,0.00917622969009244,0.24469730257987976,0.23012305796146393,0.26208528876304626,0.0
34,1114112,57.65471576088053,29519.21446957083,1.1100566389995947,0.4598695109998516,0,0,0,0,0.0,0.0,0.0,-0.0062363480174099095,0.10435200037900358,0.0,-0.0200228713452816,0.014041163157344272,0.23897385597229004,0.22330224514007568,0.2538982331752777,0.0
35,1146880,57.12711586802814,29249.08332443041,1.1203086140012601,0.5510964099994453,1,0,0,1,0.0,0.0,1.0,-0.015225170879421056,0.2244081743992865,0.0,-0.11772281974554062,0.009521349513306632,0.23047059774398804,0.21348844468593597,0.2435406595468521,0.0
36,1179648,56.24952108262628,28799.754794304656,1.137787464998837,0.5333806460002961,7,0,0,7,0.0,0.0,1.0,-0.028387834446766645,0.3408271910622716,0.0,-0.20857872478663922,0.015339463110467477,0.22435131669044495,0.20919866859912872,0.23872949182987213,0.0
37,1212416,56.59808891424579,28978.221524093846,1.1307802299998002,0.5261933959991438,8,0,0,8,0.0,0.0,1.0,-0.031074377182812897,0.27461119764484465,0.0,-0.302658386901021,0.01729432619340514,0.21696123480796814,0.20327219367027283,0.2325831651687622,0.0
38,1245184,55.62834442333055,28481.712344745243,1.1504926249999698,0.5414337940001133,496,0,0,496,0.0,0.0,1.0,-0.010327884218713734,0.1364033849677071,0.0,-0.39673319570720195,0.009985211804087157,0.21064504981040955,0.19838914275169373,0.22865214943885803,0.0
39,1277952,56.733425435040765,29047.51382274087,1.1280827749997115,0.5349605039991729,0,0,0,0,0.0,0.0,0.0,-0.006701965492538875,0.1205798221169971,0.0,-0.459509901329875,0.009575559725089989,0.20664462447166443,0.19485747814178467,0.2247222363948822,0.0
40,1310720,58.07418902327451,29733.98477991655,1.1020386350010085,0.4938723060004122,0,0,0,0,0.0,0.0,0.0,-0.007778184798371513,0.1029721301048994,0.0,-0.5526028022170066,0.008711733453128544,0.19948695600032806,0.18704038858413696,0.21593141555786133,0.0
41,1343488,55.91100193638679,28626.432991430036,1.1446763210005884,0.5066719379992719,0,0,0,0,0.0,0.0,0.0,-0.004742556656128727,0.052253147662850094,0.0,-0.609681050106883,0.008144421765791776,0.19721084833145142,0.18479356169700623,0.2163139134645462,0.0
42,1376256,57.69471767759965,29539.69545093102,1.1092869950007298,0.46074802099974477,0,0,0,0,0.0,0.0,0.0,-0.0027937518359976822,0.11301575568504632,0.0,-0.67224897518754,0.007827212479787704,0.19205889105796814,0.17998084425926208,0.20833531022071838,0.0
43,1409024,57.93440372797078,29662.41470872104,1.104697655999189,0.47252179899987823,0,0,0,0,0.0,0.0,0.0,-0.021407617726072203,0.0902348994044587,0.0,-0.7856103327125311,0.015198044106182352,0.18458788096904755,0.1724451631307602,0.19938351213932037,0.0
44,1441792,55.90343208297201,28622.55722648167,1.1448313210003107,0.5391866589998244,0,0,0,0,0.0,0.0,0.0,-0.02664608369668713,0.09776153373531997,0.0,-0.8984913654625416,0.015109385557661881,0.17803619801998138,0.16686029732227325,0.1924123913049698,0.0
45,1474560,56.68756850687078,29024.03507551784,1.1289953280011105,0.49064623400045093,0,0,0,0,0.0,0.0,0.0,-0.021787824887724128,0.08790934234857559,0.0,-1.0105399161577224,0.013154526242578868,0.17098675668239594,0.16074945032596588,0.1848822981119156,0.0
46,1507328,52.12505522354715,26688.02827445614,1.2278164449999167,0.49541263100036304,512,0,0,512,0.0,0.0,1.0,-0.009875478356843815,0.06954977429704741,0.0,-1.1164750073105096,0.010970776120302617,0.1652267426252365,0.15549296140670776,0.1792483776807785,0.0
47,1540096,55.164351998585374,28244.14822327571,1.1601695240005938,0.48541619699972216,0,0,0,0,0.0,0.0,0.0,-0.0017879604172776453,0.04233248147647828,0.0,-1.154345828294754,0.007809957692188618,0.16477245092391968,0.15555110573768616,0.17930255830287933,0.0
48,1572864,56.43502795986324,28894.73431544998,1.1340474579992588,0.4866162889993575,0,0,0,0,0.0,0.0,0.0,-0.0029941738022898788,0.10673960639396682,0.0,-1.2116444654762746,0.00971279048717406,0.16019250452518463,0.15123364329338074,0.17383992671966553,0.0
49,1605632,54.84760438861158,28081.97344696913,1.1668695600001229,0.48636782500034315,0,0,0,0,0.0,0.0,0.0,-0.012607480317092268,0.047353374864906074,0.0,-1.3544326946139336,0.012150085343091633,0.15208005905151367,0.14324317872524261,0.16451027989387512,0.0
50,1638400,54.4110717036346,27858.468712260914,1.1762311969996517,0.48353701700034435,0,0,0,0,0.0,0.0,0.0,-0.01115773363490007,0.04442894875537604,0.0,-1.493327848240733,0.011183821516533498,0.1448969542980194,0.1359001249074936,0.1566171795129776,0.0
51,1671168,54.13176042475263,27715.461337473345,1.1823003629997402,0.48486890499953006,0,0,0,0,0.0,0.0,0.0,-0.004699363007239299,0.03717350993538275,0.0,-1.6477783393114804,0.01169916507187736,0.13719524443149567,0.12843067944049835,0.1474093496799469,0.0
52,1703936,53.328315405541275,27304.097487637133,1.2001129139989644,0.5078316199997062,512,0,0,512,0.0,0.0,1.0,-0.0005620772317342926,0.04045332706300542,0.0,-1.7611404214054347,0.0064992885518222465,0.1331689953804016,0.1237156018614769,0.14394624531269073,0.0
53,1736704,55.167609312561154,28245.81596803131,1.1601010230006068,0.45608191099927353,0,0,0,0,0.0,0.0,0.0,-0.006015523106179898,0.059536275279242545,0.0,-1.8210214037448167,0.009676565358495282,0.13150835037231445,0.12252923846244812,0.14284248650074005,0.0
54,1769472,57.76206274209378,29574.176123952016,1.1079936720016121,0.45647385099982785,0,0,0,0,0.0,0.0,0.0,-0.010390241656568832,0.04050987152149901,0.0,-1.8985325507819653,0.011790185275822295,0.12739726901054382,0.11930956691503525,0.13773401081562042,0.0
55,1802240,57.085657976195314,29227.856883812,1.1211222269994323,0.4919448580003518,0,0,0,0,0.0,0.0,0.0,-0.004922386221005581,0.021292247175006197,0.0,-2.041890077292919,0.010792197499722534,0.12090639770030975,0.11358584463596344,0.1304420679807663,0.0
56,1835008,53.959023190673946,27627.01987362506,1.1860852219997469,0.5605054079987895,0,0,0,0,0.0,0.0,0.0,-0.006868714117445052,0.01852553794160485,0.0,-2.1879617124795914,0.011442711812560447,0.11500495672225952,0.10785332322120667,0.12373669445514679,0.0
57,1867776,55.44990490710771,28390.351312439147,1.1541949460006435,0.4942427450005198,0,0,0,0,0.0,0.0,0.0,-0.007578130141337169,0.016976357327075677,0.0,-2.327381955087185,0.010701436584713519,0.10978516936302185,0.10223600268363953,0.11834166198968887,0.0
58,1900544,53.89776010932557,27595.65317597469,1.187433389999569,0.5275482220004051,512,0,0,512,0.0,0.0,1.0,0.004160683925147168,0.04793915095506236,0.0,-2.4020394667983056,0.008718008434880176,0.10801209509372711,0.09987954795360565,0.11654647439718246,0.0
59,1933312,53.878328157574614,27585.704016678203,1.1878616539997893,0.5430034950004483,0,0,0,0,0.0,0.0,0.0,4.9861678417073565e-05,0.14085349057568236,0.0,-2.435370759665966,0.012532430409191875,0.10741902887821198,0.09934402257204056,0.11579031497240067,0.0
60,1966080,57.8285935620514,29608.239903770318,1.106718944000022,0.5273091540002497,0,0,0,0,0.0,0.0,0.0,-0.00673905053481576,0.019211889611324296,0.0,-2.505134919285774,0.010632472338693333,0.10412900149822235,0.09572602808475494,0.11242537945508957,0.0
61,1998848,54.82769280419232,28071.778715746466,1.1672933280005964,0.4922017760000017,0,0,0,0,0.0,0.0,0.0,0.0012722983716230373,0.05765434048953466,0.0,-2.5505743965506555,0.009139142624189845,0.10316735506057739,0.09556543827056885,0.11100886762142181,0.0
62,2031616,53.64238949019192,27464.90341897826,1.1930862999997771,0.4860253550014022,0,0,0,0,0.0,0.0,0.0,0.0012438288125849795,0.12669129028217868,0.0,-2.5867173627018927,0.009665202952965047,0.10173144191503525,0.09408970922231674,0.11012989282608032,0.0
63,2064384,53.596619535876115,27441.46920236857,1.1941051610010618,0.505853381999259,0,0,0,0,0.0,0.0,0.0,-0.00830900645814836,0.008858343510655686,0.0,-2.7192572191357613,0.01517026238143444,0.09645190834999084,0.08923625200986862,0.10410923510789871,0.0
64,2097152,52.63400755662658,26948.611868992808,1.2159438920007233,0.5706085199999507,0,0,0,0,0.0,0.0,0.0,-0.013007129603647628,0.0062575372125138525,0.0,-2.8659702003002168,0.011954051811699173,0.0916934609413147,0.0848347619175911,0.09874965250492096,0.0
65,2129920,56.076394912631855,28711.11419526751,1.1413001869987056,0.5125998160001473,0,0,0,0,0.0,0.0,0.0,-0.011516274455061648,0.005452116532251239,0.0,-3.0043758153915405,0.013615916722483235,0.08749543130397797,0.0805441364645958,0.09412579238414764,0.0
66,2162688,55.31407734140668,28320.80759880022,1.1570291520001774,0.5865226410005562,512,0,0,512,0.0,0.0,1.0,0.0018559571930381936,0.024146946461405604,0.0,-3.1058148816227913,0.009249298086797354,0.0851106271147728,0.07834018766880035,0.09131830185651779,0.0
67,2195456,52.99123244659148,27131.51101265484,1.2077469619998737,0.5804565140006162,0,0,0,0,0.0,0.0,0.0,0.002283996465848759,0.029310868692118675,0.0,-3.1320394545793535,0.008400100854851189,0.08551230281591415,0.07904144376516342,0.09197841584682465,0.0
68,2228224,56.32167569597602,28836.69795633972,1.1363298270007363,0.5624515729996347,1,1,0,0,1.0,0.0,0.0,0.0024731478406465612,0.10358773968764581,0.0,-3.1498711168766023,0.01056436450671754,0.08434168994426727,0.07771515846252441,0.09173337370157242,0.0
69,2260992,57.04710785092878,29208.119219675536,1.1218798359986977,0.5488817879995622,0,0,0,0,0.0,0.0,0.0,-0.005571628273173701,0.004205410741269589,0.0,-3.2658811420202256,0.014639645139686764,0.08024439960718155,0.07384638488292694,0.0868748277425766,0.0
70,2293760,57.55502222352043,29468.17137844246,1.1119794160003948,0.5474485639988416,0,0,0,0,0.0,0.0,0.0,-0.010343839393317466,0.0026744837101432494,0.0,-3.414722275733948,0.014458751631900668,0.07647893577814102,0.07075291872024536,0.08254994451999664,0.0
71,2326528,57.5589185478353,29470.166296491672,1.1119041430010839,0.5475108730006468,1,1,0,0,1.0,0.0,0.0,-0.0021735075977630915,0.01763323383493116,0.0,-3.5306861504912375,0.013557154254885972,0.07373088598251343,0.0679885670542717,0.07944808900356293,0.0
72,2359296,54.67947511952051,27995.8912611945,1.1704574680006772,0.5111375510005018,510,0,0,510,0.0,0.0,1.0,0.006597409724781756,0.02484983889153227,0.0,-3.5834834679961203,0.011467602532502497,0.07319577038288116,0.0671055018901825,0.0787796750664711,0.0
73,2392064,54.734575550131794,28024.10268166748,1.1692791869991197,0.49485338799968304,0,0,0,0,0.0,0.0,0.0,0.005152323987567797,0.2431678074179217,0.0,-3.6019231572747232,0.011913246134281508,0.07295258343219757,0.06653141230344772,0.0788690373301506,0.0
74,2424832,54.66719984387213,27989.606320062532,1.1707202889992914,0.48297089799962123,1,0,0,1,0.0,0.0,1.0,-0.0023803328724170568,0.009556431803503074,0.0,-3.643266947567463,0.013135995985794579,0.07138564437627792,0.06527521461248398,0.07712750881910324,0.0
75,2457600,52.46563949229346,26862.407420054253,1.2198459910014208,0.4919391450002877,0,0,0,0,0.0,0.0,0.0,-0.005713995370024349,0.0020342388674180257,0.0,-3.796985447406769,0.015892556378457812,0.06737478822469711,0.06133028864860535,0.07243969291448593,0.0
76,2490368,55.995230494197145,28669.558013028938,1.1429544880011235,0.5416424850009207,1,0,0,1,0.0,0.0,1.0,-0.0037231980822980404,0.0013152625935617835,0.0,-3.9469384387135507,0.013880108878947795,0.06370248645544052,0.05780614912509918,0.06843043118715286,0.0
77,2523136,57.7185710295974,29551.90836715387,1.1088285599998926,0.5610522200004198,4,4,0,0,1.0,0.0,0.0,0.002335049283283297,0.16822511611753727,0.0,-3.98447221070528,0.029016557300201383,0.06465180963277817,0.05869964137673378,0.06944137811660767,0.0
78,2555904,56.516211495583896,28936.300285738955,1.1324184389995935,0.5232652539998526,506,2,0,504,0.003952569169960474,0.0,0.9960474308300395,0.006651928634528304,0.10318903120642062,0.0,-3.954865853488445,0.018670635456146556,0.06512441486120224,0.058843646198511124,0.0695280060172081,0.0
79,2588672,56.87149844405843,29118.207203357917,1.1253440079999564,0.4885206509989075,1,0,0,1,0.0,0.0,1.0,0.00720434856339125,0.1778197247069329,0.0,-3.9478021427989005,0.016141070163212135,0.06501065939664841,0.058720193803310394,0.06954682618379593,0.0
80,2621440,57.658364881681614,29521.082819420986,1.1099863849995018,0.4984583349996683,2,2,0,0,1.0,0.0,0.0,0.004223237470432651,0.05827153125064797,0.0,-3.963679288327694,0.02150747903942829,0.06439720839262009,0.05851571261882782,0.06878820061683655,0.0
81,2654208,56.927461823745006,29146.860453757443,1.1242377220005437,0.48979228000098374,0,0,0,0,0.0,0.0,0.0,0.006517525375238619,0.06590774451033213,0.0,-3.9703743517398835,0.012011349811655237,0.06465142220258713,0.05850140005350113,0.06910015642642975,0.0
82,2686976,56.30543792729509,28828.384218775085,1.1366575299998658,0.47952124800031015,1,1,0,0,1.0,0.0,0.0,0.0052524591243127364,0.17457988457754253,0.0,-3.9661487743258474,0.01879639298276743,0.0646846741437912,0.05830786004662514,0.06947890669107437,0.0
83,2719744,52.07245748697736,26661.09823333241,1.2290566470001068,0.4845954880001955,4,4,0,0,1.0,0.0,0.0,0.0036716749527840875,0.15703699702135054,0.0,-3.924780921638012,0.04234765942528611,0.0663893073797226,0.059695471078157425,0.07097111642360687,0.0
84,2752512,57.04413162821082,29206.59539364394,1.1219383690004179,0.48880068700054835,1,1,0,0,1.0,0.0,0.0,0.005858517636079341,0.023395918372261803,0.0,-3.911013950407505,0.029151770387034048,0.06537490338087082,0.05888614431023598,0.07009265571832657,0.0
85,2785280,57.46951963946153,29424.394055404304,1.1136338079995767,0.4955682279996836,2,2,0,0,1.0,0.0,0.0,-0.001642776350490749,0.06748917098011589,0.0,-3.9341878190636637,0.024667344167392004,0.06527209281921387,0.058926016092300415,0.06964287906885147,0.0
86,2818048,57.011362217508186,29189.81745536419,1.122583244999987,0.4793488110008184,504,0,0,504,0.0,0.0,1.0,-0.0029366693866904824,0.026565097727871034,0.0,-3.942358188331127,0.0293653577711666,0.06518884003162384,0.05817096307873726,0.06895816326141357,0.0
87,2850816,56.2594172715531,28804.821643035186,1.137587324999913,0.4763883510004234,1,0,0,1,0.0,0.0,1.0,0.005310108815319836,0.022873114311369135,0.0,-3.9306981965899466,0.009340562339275493,0.06559093296527863,0.05875955522060394,0.06929368525743484,0.0
88,2883584,59.77481722379584,30604.70641858347,1.0706849970010808,0.5219308119994821,2,1,0,1,0.5,0.0,0.5,0.005570502913906239,0.11047345775587018,0.0,-3.929393947124481,0.015534804135313607,0.06538452953100204,0.059041667729616165,0.06895355880260468,0.0
89,2916352,59.37016696398822,30397.525485561968,1.0779824830005964,0.5085871340015728,5,1,0,4,0.2,0.0,0.8,-0.0013796868326608092,0.03946349851321429,0.0,-3.963626855611801,0.02887431490707968,0.06418182700872421,0.057872869074344635,0.068010613322258,0.0
90,2949120,59.106448512098545,30262.501638194455,1.0827921759992023,0.540392475999397,2,1,0,1,0.5,0.0,0.5,0.0002504401869373396,0.042948235343828856,0.0,-4.012052646279335,0.03278577835808392,0.06329624354839325,0.056940484791994095,0.06741054356098175,0.0
91,2981888,58.9484076039625,30181.5846932288,1.085695145999125,0.573510972000804,4,3,0,1,0.75,0.0,0.25,0.0016133250857819803,0.1128883854173182,0.0,-4.020758625864983,0.03039934944426932,0.06384264677762985,0.05702934414148331,0.06852614879608154,0.0
92,3014656,58.11550115701086,29755.13659238956,1.10125523699935,0.5654409489998216,499,4,0,495,0.008016032064128256,0.0,0.9919839679358717,0.005808728145348141,0.1668912118417211,0.0,-3.9800030827522277,0.019910626987257273,0.06491239368915558,0.05768226087093353,0.06950732320547104,0.0
93,3047424,56.7478807459838,29054.914941943705,1.1277954199995293,0.47035259299991594,1,0,0,1,0.0,0.0,1.0,0.00726937926519895,0.22455122892279178,0.0,-3.9546340733766554,0.012775167707513902,0.06502776592969894,0.05744700878858566,0.06898170709609985,0.0
94,3080192,58.53021064073957,29967.46784805866,1.0934524120002607,0.5029246920003061,5,3,0,2,0.6,0.0,0.4,0.0037128827585547696,0.13047689719387562,0.0,-3.9456585198640823,0.02286376932170242,0.06524678319692612,0.057891540229320526,0.06898561865091324,0.0
95,3112960,57.81850425689478,29603.074179530126,1.106912065999495,0.5080468040014239,5,1,0,4,0.2,0.0,0.8,0.0021139240117918233,0.044647435103252066,0.0,-3.9662827014923097,0.025865763549154507,0.06429674476385117,0.0568406879901886,0.06818966567516327,0.0
96,3145728,58.55987787861651,29982.657473851654,1.092898454000533,0.4841171469997789,4,1,0,3,0.25,0.0,0.75,9.585273364791647e-05,0.04459944701147833,0.0,-4.0100124955177305,0.03280181831578375,0.06332950294017792,0.05601440742611885,0.06722962856292725,0.0
97,3178496,59.74044280448557,30587.10671589661,1.071301064999716,0.5283372249996319,8,4,0,4,0.5,0.0,0.5,0.003529560628521722,0.17624290397834558,0.0,-4.000890398025513,0.04772495518773212,0.06464453786611557,0.05704091116786003,0.06848278641700745,0.0
98,3211264,57.883332673581805,29636.266328873884,1.1056723420006165,0.4688979599995946,489,2,0,487,0.00408997955010225,0.0,0.9959100204498977,0.005027355923084542,0.09774807841167785,0.0,-3.9501655861735343,0.015007985756892595,0.06540685147047043,0.057944465428590775,0.06931257247924805,0.0
99,3244032,59.916535947065874,30677.266404897728,1.0681525390009483,0.5416101279988652,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0.005467318454611814,0.2863619594485499,0.0,-3.9309646889567373,0.017081160960515263,0.0656660944223404,0.05818663537502289,0.06971665471792221,0.0
100,3276800,59.70228036228576,30567.56754549031,1.0719858540014684,0.4922562920000928,6,1,0,5,0.16666666666666666,0.0,0.8333333333333334,0.004152185716520762,0.018543530347960767,0.0,-3.9606266140937807,0.020953756205562966,0.0643129050731659,0.05736947059631348,0.06839868426322937,0.0
101,3309568,58.566612968233215,29986.105839735406,1.0927727720008988,0.47522997799933364,0,0,0,0,0.0,0.0,0.0,0.005948463541426463,0.07200885695056058,0.0,-3.983370506763458,0.009695992607521475,0.06434410065412521,0.057434286922216415,0.06878384202718735,0.0
102,3342336,59.43337665530016,30429.88884751368,1.076836006999656,0.5104513419992145,0,0,0,0,0.0,0.0,0.0,0.0035808421824185645,0.13084696234436705,0.0,-4.021932612359524,0.015900079316998016,0.06288072466850281,0.05526774749159813,0.06797731667757034,0.0
