update,step,fps,sample_fps,collect_s,learn_s,done,success,fail,timeout,success_rate,fail_rate,timeout_rate,pi_loss,v_loss,teacher_loss,entropy,kl,std_mean,std_min,std_max,teacher_coef
19,622592,57.21350279251943,29293.313429769947,1.1186170549999588,0.6328887500003475,2,0,0,2,0.0,0.0,1.0,-0.003593466659003752,0.1673524478916079,0.03574506910517812,0.17586514689028263,0.011588980929445825,0.2551383674144745,0.23528608679771423,0.2748279571533203,1.0
20,655360,56.80077074810272,29081.994623028593,1.1267452740003137,0.6547141840001132,13,0,0,13,0.0,0.0,1.0,-0.004040157003328204,0.26702701207250357,0.01938706457731314,0.08042967915534974,0.007026881635283644,0.2455883026123047,0.2255292683839798,0.26374655961990356,1.0
21,688128,57.1365372806299,29253.90708768251,1.1201238830008151,0.547320915000455,0,0,0,0,0.0,0.0,0.0,-0.0014244608872104436,0.05738987523363903,0.05699144502868876,0.024880042299628258,0.011840730278163392,0.24376194179058075,0.22377906739711761,0.2624383866786957,1.0
22,720896,57.882126996998906,29635.64902246344,1.1056953730003443,0.5422448989993427,0,0,0,0,0.0,0.0,0.0,-0.0025957900084904394,0.1752625746652484,0.018564431968843564,-0.04203286953270435,0.007862811223640164,0.23627865314483643,0.21678663790225983,0.25388047099113464,1.0
23,753664,58.942423593786735,30178.52088001881,1.0858053689998997,0.6171011859996725,0,0,0,0,0.0,0.0,0.0,-0.007976712313393364,0.2614237818401307,0.01792857673135586,-0.15170232877135276,0.009630202336848016,0.22749781608581543,0.20785970985889435,0.24283894896507263,1.0
24,786432,58.332628602288565,29866.305844371745,1.0971561119995386,0.6219937840005514,0,0,0,0,0.0,0.0,0.0,-0.01553055564436363,0.17570034791715444,0.015169970935676246,-0.2907299675047398,0.013614888125448487,0.2168562412261963,0.19795657694339752,0.23114746809005737,1.0
25,819200,58.1685883180759,29782.31721885486,1.1002501840002878,0.6349400619992593,0,0,0,0,0.0,0.0,0.0,-0.012330626943003154,0.12991757153067737,0.007217563378799241,-0.449127259850502,0.0121932622483655,0.20502111315727234,0.18622539937496185,0.2184569090604782,1.0
26,851968,54.1081998188537,27703.398307253094,1.1828151780000553,0.6374583070000881,512,0,0,512,0.0,0.0,1.0,-0.004097274759260472,0.14509146616328508,0.027885228948434815,-0.5832399770617485,0.008494506325041585,0.19636110961437225,0.17768263816833496,0.20809480547904968,1.0
27,884736,57.972889212067045,29682.119276578327,1.1039642989999265,0.6525101800007178,0,0,0,0,0.0,0.0,0.0,0.0005646947596687823,0.080879668565467,0.05774736248422414,-0.6481450438499451,0.015435270610942098,0.1949826329946518,0.1769169121980667,0.20714730024337769,1.0
28,917504,58.109764292802645,29752.199317914954,1.1013639580005474,0.6751442539998607,0,0,0,0,0.0,0.0,0.0,-0.0024610832544567527,0.1621598451398313,0.01377218665147666,-0.6921755887567997,0.007176301239087479,0.191219300031662,0.17391367256641388,0.20211762189865112,1.0
29,950272,53.23901141835522,27258.373846197872,1.2021260029996483,0.6475738069993895,0,0,0,0,0.0,0.0,0.0,-0.004751327174744802,0.1224901037523523,0.007605423113272991,-0.8124554704874754,0.008088752667390509,0.18207955360412598,0.16508343815803528,0.19186332821846008,1.0
30,983040,56.413486272203414,28883.704971368148,1.1344804979999026,0.6548140659997443,0,0,0,0,0.0,0.0,0.0,-0.009868335045757704,0.0763273592106998,0.008409935765666888,-0.9596903152763844,0.01116928238534456,0.17279937863349915,0.1567693054676056,0.1821279674768448,1.0
31,1015808,57.587365688991795,29484.7312327638,1.1113548820003416,0.574732787999892,0,0,0,0,0.0,0.0,0.0,-0.0101313537095848,0.06997863140422851,0.00505948830395937,-1.1166330825537443,0.010625051446004364,0.1639200896024704,0.14862780272960663,0.1723344326019287,1.0
32,1048576,54.73037621901618,28021.952624136284,1.1693689029998495,0.5602177470000242,512,0,0,512,0.0,0.0,1.0,0.00010490067215869203,0.08557913695694878,0.044966009864583614,-1.2207911811769008,0.007308392522463692,0.1598624587059021,0.1448923498392105,0.16860225796699524,1.0
33,1081344,58.246967626931436,29822.447424988895,1.0987696459997096,0.5449438420000661,0,0,0,0,0.0,0.0,0.0,-0.0013879675039788707,0.06595077968668192,0.04406635124469176,-1.268082306161523,0.009380743598012487,0.15858769416809082,0.142917200922966,0.16819605231285095,1.0
34,1114112,57.469252789152634,29424.25742804615,1.1136389789999157,0.5531349869997939,0,0,0,0,0.0,0.0,0.0,-0.0028247623711649796,0.17038939546328039,0.011197076135431416,-1.3182287745177745,0.007199832770493231,0.1549953669309616,0.13967183232307434,0.16355283558368683,1.0
35,1146880,55.880389813789144,28610.75958466004,1.1453033919997324,0.5488126879999982,0,0,0,0,0.0,0.0,0.0,-0.005143321988725802,0.05384760573506355,0.005518116468738299,-1.4508781868964433,0.008817278281276231,0.14686940610408783,0.13350728154182434,0.1538076549768448,1.0
36,1179648,59.968769089647004,30704.009773899266,1.0672221719996742,0.6152211110002099,0,0,0,0,0.0,0.0,0.0,-0.0069473378265684,0.03578752047615126,0.005041929747676477,-1.615999700129032,0.009600438654706523,0.139123797416687,0.12672100961208344,0.14534172415733337,1.0
37,1212416,54.613313247264195,27962.016382599268,1.1718754310004442,0.691469078999944,0,0,0,0,0.0,0.0,0.0,-0.008024200160434702,0.028294100309722126,0.0038333612676069604,-1.7711123570799827,0.011136782060566475,0.1319023221731186,0.11999023705720901,0.13818924129009247,1.0
38,1245184,47.425019127402926,24281.6097932303,1.3494986649993734,0.6363879700002144,512,0,0,512,0.0,0.0,1.0,0.0027017432075808756,0.07726287408731877,0.06629189174855128,-1.8557753920555116,0.009397987379452388,0.1298009157180786,0.11764080822467804,0.13698630034923553,1.0
39,1277952,55.89830332936909,28619.931304636975,1.1449363609999637,0.7329679790000228,0,0,0,0,0.0,0.0,0.0,-0.000556551045156084,0.05240441029891372,0.034016219957266,-1.8914506338536738,0.011002369091511355,0.12881384789943695,0.11740469187498093,0.13581334054470062,1.0
40,1310720,51.172315245257806,26200.225405571997,1.2506762630000594,0.6439748210004836,0,0,0,0,0.0,0.0,0.0,-0.0010426878936414142,0.16198160601779818,0.007880113898136188,-1.9406329698860645,0.007470398216173635,0.12594453990459442,0.11366534978151321,0.13368426263332367,1.0
41,1343488,55.18234542600852,28253.36085811636,1.1597912249999354,0.6348939890003749,0,0,0,0,0.0,0.0,0.0,0.0005995672778226435,0.06717984486604109,0.06722007237840444,-1.9854925863444806,0.016950489808732528,0.1245957463979721,0.1128036379814148,0.13059531152248383,1.0
42,1376256,57.35585450989574,29366.19750906662,1.1158407550001357,0.6212646470003165,0,0,0,0,0.0,0.0,0.0,-0.0009580895930412225,0.04444184171734378,0.01008396151883062,-2.030295003578067,0.00792475572998228,0.12248528003692627,0.11100389808416367,0.12863464653491974,1.0
43,1409024,57.467482588426726,29423.351085274484,1.1136732830000255,0.6665032669998254,0,0,0,0,0.0,0.0,0.0,0.000887541234260425,0.08330312541220337,0.010514256425085477,-2.103447084128857,0.007313146687010885,0.11899204552173615,0.10751745104789734,0.12607495486736298,1.0
44,1441792,57.13710721132312,29254.198892197437,1.1201127099993755,0.644918005999898,0,0,0,0,0.0,0.0,0.0,-0.011106244283291744,0.010120592996827327,0.006757848418783396,-2.2467337921261787,0.013357652369086282,0.11284603178501129,0.10177970677614212,0.11957202851772308,1.0
45,1474560,56.68029582758046,29020.311463721195,1.1291401899998164,0.6305246580004678,0,0,0,0,0.0,0.0,0.0,-0.012274795451958198,0.008147130551515147,0.005399906146340072,-2.402094712853432,0.013995176502794493,0.10695865005254745,0.096394844353199,0.11358270049095154,1.0
46,1507328,55.82744354096241,28583.651092972756,1.1463895879996926,0.6207848230005766,512,0,0,512,0.0,0.0,1.0,-0.002733479832386365,0.02462371237052139,0.026035604934440924,-2.5139679312705994,0.011364650381074171,0.10362200438976288,0.09339967370033264,0.10948246717453003,1.0
47,1540096,56.216855360112554,28783.029944377628,1.1384485949993177,0.6249456589994224,0,0,0,0,0.0,0.0,0.0,0.0018712287419475615,0.03815444560605101,0.04950181826716289,-2.562068170309067,0.00998587621616025,0.10315163433551788,0.0928618460893631,0.10916221141815186,1.0
48,1572864,56.320907802958175,28836.304795114585,1.1363453199992364,0.6222050530004708,0,0,0,0,0.0,0.0,0.0,0.0020357188004709315,0.03314607198699378,0.007152695996046532,-2.5823957815766336,0.006841353680283646,0.10220872610807419,0.09186775982379913,0.10751304775476456,1.0
49,1605632,58.17165702115248,29783.888394830068,1.1001921430006405,0.6417282239999622,0,0,0,0,0.0,0.0,0.0,0.0012923711736220866,0.0394602326414315,0.011723098432412371,-2.646123744547367,0.00894948204040702,0.09937064349651337,0.08924957364797592,0.1049998477101326,1.0
50,1638400,53.29613844684314,27287.622884783686,1.200837469000362,0.6351886980000927,0,0,0,0,0.0,0.0,0.0,-0.010116302697861101,0.006059744220692664,0.005268992703349795,-2.775583176314831,0.014111114888146403,0.09461050480604172,0.08531198650598526,0.09958826750516891,1.0
51,1671168,53.86412990537565,27578.434511552332,1.1881747670004188,0.694211715000165,0,0,0,0,0.0,0.0,0.0,-0.012101686748792417,0.004593041136104148,0.0033274528112087866,-2.937515400350094,0.011989862120026373,0.08953657001256943,0.08072307705879211,0.09436734765768051,1.0
52,1703936,43.982081771360214,22518.82586693643,1.4551380339999014,0.6594547810000222,512,0,0,512,0.0,0.0,1.0,0.0008918323292164132,0.03201063652231824,0.04180598674574867,-3.0279302284121514,0.009909761319795507,0.08763696998357773,0.07944295555353165,0.0921388790011406,1.0
53,1736704,52.07137191883437,26660.5424224432,1.229082269999708,0.6912747839996882,0,0,0,0,0.0,0.0,0.0,0.0027922139372094533,0.02518501224112697,0.039748851873446255,-3.065294000506401,0.007977072481662618,0.08699947595596313,0.07973098009824753,0.09128574281930923,1.0
54,1769472,51.69501663247112,26467.848515825215,1.238030358999822,0.7311616510005479,1,1,0,0,1.0,0.0,0.0,0.0023111455033358653,0.16044762323144823,0.007022853562375531,-3.089335064589977,0.008617104920631391,0.08630397170782089,0.07932237535715103,0.08994581550359726,1.0
55,1802240,51.99353029230228,26620.68750965877,1.2309223789998214,0.6509347970004455,0,0,0,0,0.0,0.0,0.0,0.002249954314174829,0.00560583720653085,0.005046255078195827,-3.1917451813817026,0.011859981210000115,0.0823424682021141,0.07517809420824051,0.08613498508930206,1.0
56,1835008,51.92765752916494,26586.96065493245,1.2324838639997324,0.624873032999858,0,0,0,0,0.0,0.0,0.0,-0.0023844005263526924,0.004096037818817422,0.0022274677281529875,-3.3374471843242643,0.011503323136639664,0.0783289298415184,0.07103770226240158,0.0820612981915474,1.0
57,1867776,54.74596837344864,28029.935807205704,1.1690358559999368,0.6102595729998939,0,0,0,0,0.0,0.0,0.0,-0.005915824958356098,0.0024363744392758234,0.0018802222097292543,-3.4942728877067566,0.01197775797227223,0.0742841362953186,0.06741926074028015,0.07788103818893433,1.0
58,1900544,47.98268014776803,24567.13223565723,1.3338146140004028,0.6696224150000489,511,0,0,511,0.0,0.0,1.0,0.003834445802203845,0.07731022363586817,0.048440954729449,-3.559629327058792,0.010208723169489531,0.07380954921245575,0.06666155904531479,0.07745157927274704,1.0
59,1933312,52.3455941745219,26800.944217355212,1.2226434909998716,0.6917017699997814,0,0,0,0,0.0,0.0,0.0,0.003147823951439932,0.017327469791052864,0.028671020333422347,-3.5747830733656882,0.009460680692427559,0.0735173374414444,0.06689543277025223,0.07716293632984161,1.0
60,1966080,52.652953968257215,26958.312431747694,1.215506352000375,0.6145817779997742,1,0,0,1,0.0,0.0,1.0,0.0026133288847631775,0.3130790703929961,0.005086883989133639,-3.5956277161836625,0.008488861679143155,0.07289792597293854,0.06627888977527618,0.07633061707019806,1.0
61,1998848,55.37783673271016,28353.4524071476,1.1556970040001033,0.5912256050005453,0,0,0,0,0.0,0.0,0.0,0.0032947667292319237,0.08467851102468557,0.07769560306333005,-3.6079010888934135,0.011786904877226334,0.07285013049840927,0.06625892966985703,0.07650546729564667,1.0
62,2031616,57.14069497976949,29256.03582964198,1.1200423800000863,0.6252974509998239,0,0,0,0,0.0,0.0,0.0,0.002460616800817661,0.015553274386911653,0.0097455207927851,-3.634121389687061,0.0094307466486498,0.07169695943593979,0.06518732756376266,0.07561946660280228,1.0
63,2064384,57.751330628125224,29568.681281600115,1.1081995739996273,0.6321209180005098,1,1,0,0,1.0,0.0,0.0,0.004283815482631325,0.1703894562087953,0.009074429945030715,-3.673445200920105,0.015468681206766633,0.07100336253643036,0.0646042674779892,0.0747913047671318,1.0
64,2097152,54.94729817039179,28133.016663240596,1.1647524469999553,0.5511948900002608,4,4,0,0,1.0,0.0,0.0,0.0028632039175136015,0.16430808208824602,0.0027878821441845504,-3.6592080369591713,0.027936531281011413,0.07217204570770264,0.065851591527462,0.07567822933197021,1.0
65,2129920,56.731029127256846,29046.286913155505,1.1281304249996538,0.5785318489997735,2,2,0,0,1.0,0.0,0.0,0.0012903461756650358,0.04103782029123977,0.0016667972267896403,-3.69545928388834,0.015907944274658803,0.0698472261428833,0.06322356313467026,0.07341489940881729,1.0
66,2162688,54.21335776223964,27757.239174266695,1.1805208649993801,0.5675876639998023,505,0,0,505,0.0,0.0,1.0,0.003273783929034835,0.04765942070807796,0.02254320017527789,-3.769948898255825,0.01018062899602228,0.06834583729505539,0.0622209869325161,0.07161160558462143,1.0
67,2195456,54.76396553730021,28039.150355097707,1.168651673999193,0.6335355859991978,0,0,0,0,0.0,0.0,0.0,0.0029278485089889728,0.015423210177686997,0.044647761969827116,-3.8016756057739256,0.00874439507315401,0.0682699903845787,0.06282404810190201,0.07118262350559235,1.0
68,2228224,55.43275415307068,28381.57012637219,1.1545520509998823,0.5880111559999932,0,0,0,0,0.0,0.0,0.0,0.003365684880554909,0.09324150304310024,0.005392919725272805,-3.810061405599117,0.011255126040487085,0.0679050013422966,0.06209631264209747,0.07119651883840561,1.0
69,2260992,52.55984854240998,26910.64245371391,1.2176595210003143,0.5349709880001683,4,3,0,1,0.75,0.0,0.25,0.0037267133960995126,0.07359777546043915,0.0054922285351494795,-3.822201558947563,0.026451416471536503,0.0676448717713356,0.06204630434513092,0.07089824229478836,1.0
70,2293760,55.05675530782694,28189.058717607393,1.1624368279999544,0.6260812529999384,7,2,0,5,0.2857142857142857,0.0,0.7142857142857143,0.002142138460476417,0.069427043556243,0.0020102462112845387,-3.825453758239746,0.030208067383500747,0.0675366222858429,0.06196385622024536,0.07053901255130768,1.0
71,2326528,56.33931043388359,28845.726942148398,1.1359741449996363,0.5535678840005858,2,1,0,1,0.5,0.0,0.5,0.002315716833982151,0.04472214241613983,0.0010476061201188714,-3.8760043159127235,0.028807092525312328,0.06599084287881851,0.06047215312719345,0.06888854503631592,1.0
72,2359296,55.75306227896071,28545.567886827885,1.1479190090003613,0.5825754970001071,499,0,0,499,0.0,0.0,1.0,0.004255653105064994,0.03173112705262611,0.03201952531817369,-3.9284986793994903,0.010927740568149602,0.06496147066354752,0.05946402996778488,0.06855771690607071,1.0
73,2392064,53.96835695251653,27631.798759688463,1.185880089999955,0.6384309230006693,0,0,0,0,0.0,0.0,0.0,0.004404679195431527,0.018531984463334084,0.03063395429053344,-3.9520247757434843,0.010225444077514112,0.06499519944190979,0.060065578669309616,0.06875237822532654,1.0
74,2424832,55.47125316674224,28401.281621372025,1.1537507509992793,0.5553698080002505,4,2,0,2,0.5,0.0,0.5,0.004029585859825602,0.1927493669791147,0.005052228468412068,-3.9416338384151457,0.016456054010268416,0.06531170010566711,0.060367144644260406,0.06926319748163223,1.0
75,2457600,57.65193536549193,29517.790907131868,1.110110173999601,0.5422681979998742,5,2,0,3,0.4,0.0,0.6,0.002247532301407773,0.0904787335979563,0.003228252693588729,-3.926645015180111,0.027514170095309966,0.06556640565395355,0.05986331030726433,0.07017809897661209,1.0
76,2490368,56.18943431964606,28768.990371658783,1.13900416999968,0.6207703199997923,10,3,0,7,0.3,0.0,0.7,0.003332502081320854,0.13095252811763203,0.0016431273148555191,-3.910270054638386,0.032189112631022,0.06586816906929016,0.060288865119218826,0.07129300385713577,1.0
77,2523136,57.661383050526226,29522.628121869428,1.1099282850000236,0.570117522000146,2,1,0,1,0.5,0.0,0.5,0.0020096014042792374,0.04713027719608363,0.0009233797858541948,-3.9464579060673715,0.023338740115286784,0.06452634930610657,0.058459602296352386,0.06992781907320023,1.0
78,2555904,54.808310985308616,28061.85522447801,1.1677061170003071,0.5609764719993109,491,5,0,486,0.010183299389002037,0.0,0.9898167006109979,0.004358773851708975,0.24465275979600848,0.0367907504318282,-3.947280789911747,0.039540575936553066,0.06557594984769821,0.05970936641097069,0.07112887501716614,1.0
79,2588672,56.915962623398705,29140.972863180137,1.1244648609999786,0.5884771350001756,0,0,0,0,0.0,0.0,0.0,0.0031094465419300834,0.01397510413080454,0.02419635703554377,-3.9229839876294137,0.011694696577251307,0.06565733253955841,0.05977807566523552,0.0710844099521637,1.0
80,2621440,59.19691230386971,30308.81909958129,1.0811374699997032,0.5484613230000832,5,1,0,4,0.2,0.0,0.8,0.0023913627497677225,0.16154035618528723,0.006810192689590622,-3.9409091800451277,0.018641466105691507,0.06478910148143768,0.058927055448293686,0.07058680057525635,1.0
81,2654208,57.46927172817622,29424.267124826223,1.1136386119997042,0.6293237110003247,0,0,0,0,0.0,0.0,0.0,0.0031818233837839216,0.09196806547697634,0.051573964301496744,-3.9704633563756944,0.01612056438716536,0.06452617049217224,0.05887309089303017,0.06997209787368774,1.0
82,2686976,57.37294241511488,29374.946516538817,1.1155084140000326,0.6180142660005004,1,1,0,0,1.0,0.0,0.0,0.002457923897600267,0.05740958774113096,0.008156656702340115,-3.984495609998703,0.013464562437366111,0.06418859958648682,0.05884944275021553,0.06861330568790436,1.0
83,2719744,56.6900111083295,29025.285687464704,1.128946683000322,0.6322330360007982,2,2,0,0,1.0,0.0,0.0,0.0037564080404990817,0.10951661618892103,0.005518497570301406,-3.9916983783245086,0.020660620178023236,0.06409870088100433,0.05874739959836006,0.06921418756246567,1.0
84,2752512,55.852420722879636,28596.439410114373,1.1458769229993777,0.6197191239998574,4,4,0,0,1.0,0.0,0.0,0.004816315690550255,0.15004651391936932,0.0011476523857709253,-3.9697711363434793,0.049969804460488376,0.06488307565450668,0.05882703885436058,0.07036247849464417,1.0
85,2785280,56.81501452235458,29089.287435445545,1.1264627939999627,0.6340693720003401,2,2,0,0,1.0,0.0,0.0,0.0033239345233596397,0.09370472459158918,0.0006584267575817648,-3.9395878329873084,0.02707259870512644,0.06559067219495773,0.059836454689502716,0.07154654711484909,1.0
86,2818048,55.81651822491069,28578.057331154272,1.1466139780004596,0.6488680310003474,503,2,0,501,0.003976143141153081,0.0,0.9960238568588469,0.004537480493308976,0.18766437137383035,0.018188653988181612,-3.9375989884138107,0.03193009262322448,0.06504923850297928,0.05967020243406296,0.07067834585905075,1.0
87,2850816,56.501396685415266,28928.715102932616,1.1327153619995443,0.5637101579995942,0,0,0,0,0.0,0.0,0.0,0.0027463634047308005,0.02389421217958443,0.029292751086177304,-3.946369729936123,0.010834334175888216,0.06511333584785461,0.05971428006887436,0.06995499134063721,1.0
88,2883584,57.27130409872454,29322.907698546966,1.1174880859998666,0.5381149550003101,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0.0023222798634378707,0.061580770346336064,0.006345545960357413,-3.951973909139633,0.009924028639215977,0.06492669880390167,0.059898678213357925,0.0694744884967804,1.0
89,2916352,56.72160799309767,29041.463292466007,1.128317801000776,0.635108126999512,5,3,0,2,0.6,0.0,0.4,0.0033317365872790107,0.11921263807598734,0.0044693666823150124,-3.9521912306547167,0.017502217768196715,0.06495578587055206,0.0596732459962368,0.06924809515476227,1.0
90,2949120,56.73076456514364,29046.151457353542,1.1281356859999505,0.6169230380000954,4,1,0,3,0.25,0.0,0.75,0.0034244080059579575,0.1986084852134809,0.006579586140287574,-3.942957416176796,0.019275716751872098,0.06528302282094955,0.05996467545628548,0.06988362222909927,1.0
91,2981888,55.16538500971782,28244.677124975526,1.1601477989997875,0.6463102990001062,9,7,0,2,0.7777777777777778,0.0,0.2222222222222222,0.002324709467939101,0.288139246951323,0.0037545857885561418,-3.866635110974312,0.032733664046463676,0.0679716169834137,0.062173668295145035,0.07321330904960632,1.0
92,3014656,53.97007957314036,27632.680741447864,1.1858422389996122,0.6002702660007344,491,1,0,490,0.002036659877800407,0.0,0.9979633401221996,0.003201803509000456,0.1361389221769059,0.02259458107291721,-3.83415225148201,0.014098462675974588,0.06729232519865036,0.061899952590465546,0.07231420278549194,1.0
93,3047424,56.80510529708292,29084.213912106454,1.1266592969996054,0.6327168690004328,1,1,0,0,1.0,0.0,0.0,0.002458995245251572,0.05580202364362776,0.017565043194917963,-3.8330521538853644,0.008996474407467758,0.06776582449674606,0.061864010989665985,0.07318738102912903,1.0
94,3080192,56.04737565563692,28696.256335686103,1.1418911099999605,0.6404366300002948,6,2,0,4,0.3333333333333333,0.0,0.6666666666666666,0.0029198491771239786,0.09907217559957644,0.005305603329907172,-3.8202161729335784,0.013147702012793161,0.06794764846563339,0.06195179000496864,0.07367274910211563,1.0
95,3112960,55.97877712311576,28661.13388703527,1.143290426999556,0.6390613129997291,9,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.004169616520812269,0.19129735873284517,0.004312716150889173,-3.809377688169479,0.015316015364442137,0.06827257573604584,0.06206516921520233,0.07430258393287659,1.0
96,3145728,55.38048562985718,28354.808642486878,1.1556417259998852,0.6646594979993097,7,2,0,5,0.2857142857142857,0.0,0.7142857142857143,0.0032225288123299833,0.2589620160870254,0.007436476810835302,-3.812189720571041,0.014209638890315545,0.0679943859577179,0.06192325800657272,0.074709951877594,1.0
97,3178496,49.02268159829771,25099.612978328427,1.3055181380004797,0.6481336560000273,12,3,0,9,0.25,0.0,0.75,0.002320296281686751,0.1309796349996759,0.003148571380734211,-3.805868408083916,0.02566584696796781,0.06848159432411194,0.06190430372953415,0.07550368458032608,1.0
98,3211264,55.578618269894235,28456.25255418585,1.1515219699995214,0.6404870690003008,477,0,0,477,0.0,0.0,1.0,0.0035284192068502306,0.19078323745634407,0.021965017577167602,-3.8129159182310106,0.014783188612273079,0.06778969615697861,0.06112291291356087,0.07503382116556168,1.0
99,3244032,54.828282236279655,28072.080504975183,1.167280779000066,0.6094210210003439,2,0,0,2,0.0,0.0,1.0,0.0022257470358454158,0.010037007802748122,0.010611907203565352,-3.8385778427124024,0.008134990255348385,0.06754225492477417,0.06084681302309036,0.07484978437423706,1.0
100,3276800,50.46941516297364,25840.340563442503,1.2680947420003577,0.6389237490002415,7,1,0,6,0.14285714285714285,0.0,0.8571428571428571,0.0022211019197129643,0.08421978292317363,0.0037068333171191626,-3.8488129273056986,0.013579587780259316,0.06720008701086044,0.060372740030288696,0.07369516044855118,1.0
