episode,t,update,step,px_x,dist,end_d,end_x,raw_a_x,raw_a_y,raw_a_w,move_a_x,move_a_y,move_a_w,teacher_a_x,teacher_a_y,teacher_a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
3,93,890,3645440,108.8696,1.9030,1.5000,0.0000,0.3338,-0.0469,-0.0219,0.3338,-0.0469,-0.0219,0.4229,0.0072,0.0583,-0.0028,0,0,0,0,3.2411,-0.7417,-0.2562,5.0932,-1.1808
3,94,890,3645440,108.8555,1.8905,1.5000,0.0000,0.3125,-0.0324,0.0117,0.3125,-0.0324,0.0117,0.4100,0.0094,0.0628,-0.0015,0,0,0,0,3.2528,-0.7461,-0.2555,5.0932,-1.1808
3,95,890,3645440,108.8895,1.8782,1.5000,0.0000,0.3071,-0.0301,0.0167,0.3071,-0.0301,0.0167,0.3982,0.0097,0.0626,-0.0013,0,0,0,0,3.2644,-0.7504,-0.2544,5.0932,-1.1808
3,96,890,3645440,108.9060,1.8676,1.5000,0.0000,0.2669,-0.0298,0.0142,0.2669,-0.0298,0.0142,0.3866,0.0097,0.0616,-0.0016,0,0,0,0,3.2744,-0.7542,-0.2536,5.0932,-1.1808
3,97,890,3645440,109.0571,1.8560,1.5000,0.0000,0.2924,-0.0248,0.0288,0.2924,-0.0248,0.0288,0.3765,0.0097,0.0610,-0.0009,0,0,0,0,3.2855,-0.7581,-0.2517,5.0932,-1.1808
3,98,890,3645440,108.9826,1.8455,1.5000,0.0000,0.2617,-0.0338,0.0048,0.2617,-0.0338,0.0048,0.3654,0.0090,0.0583,-0.0020,0,0,0,0,3.2953,-0.7620,-0.2514,5.0932,-1.1808
3,99,890,3645440,108.8686,1.8344,1.5000,0.0000,0.2777,-0.0359,0.0010,0.2777,-0.0359,0.0010,0.3555,0.0096,0.0591,-0.0021,0,0,0,0,3.3057,-0.7662,-0.2514,5.0932,-1.1808
3,100,890,3645440,108.9720,1.8244,1.5000,0.0000,0.2532,-0.0259,0.0234,0.2532,-0.0259,0.0234,0.3448,0.0104,0.0604,-0.0013,0,0,0,0,3.3153,-0.7697,-0.2499,5.0932,-1.1808
3,101,890,3645440,108.9026,1.8131,1.5000,0.0000,0.2810,-0.0340,0.0059,0.2810,-0.0340,0.0059,0.3352,0.0100,0.0584,-0.0019,0,0,0,0,3.3258,-0.7738,-0.2495,5.0932,-1.1808
3,102,890,3645440,108.7925,1.7990,1.5000,0.0000,0.3527,-0.0374,0.0030,0.3527,-0.0374,0.0030,0.3245,0.0106,0.0591,-0.0017,0,0,0,0,3.3391,-0.7787,-0.2493,5.0932,-1.1808
3,103,890,3645440,108.7858,1.7905,1.5000,0.0000,0.2138,-0.0294,0.0115,0.2138,-0.0294,0.0115,0.3110,0.0114,0.0602,-0.0020,0,0,0,0,3.3471,-0.7820,-0.2486,5.0932,-1.1808
3,104,890,3645440,108.8201,1.7828,1.5000,0.0000,0.1932,-0.0270,0.0154,0.1932,-0.0270,0.0154,0.3028,0.0116,0.0600,-0.0019,0,0,0,0,3.3543,-0.7849,-0.2477,5.0932,-1.1808
3,105,890,3645440,108.8375,1.7733,1.5000,0.0000,0.2393,-0.0290,0.0145,0.2393,-0.0290,0.0145,0.2955,0.0115,0.0592,-0.0017,0,0,0,0,3.3633,-0.7884,-0.2467,5.0932,-1.1808
3,106,890,3645440,109.0025,1.7652,1.5000,0.0000,0.2054,-0.0216,0.0292,0.2054,-0.0216,0.0292,0.2864,0.0115,0.0585,-0.0012,0,0,0,0,3.3711,-0.7912,-0.2449,5.0932,-1.1808
3,107,890,3645440,109.1447,1.7563,1.5000,0.0000,0.2224,-0.0229,0.0270,0.2224,-0.0229,0.0270,0.2786,0.0107,0.0558,-0.0013,0,0,0,0,3.3795,-0.7943,-0.2432,5.0932,-1.1808
3,108,890,3645440,109.2816,1.7487,1.5000,0.0000,0.1914,-0.0223,0.0259,0.1914,-0.0223,0.0259,0.2702,0.0100,0.0533,-0.0014,0,0,0,0,3.3867,-0.7970,-0.2416,5.0932,-1.1808
3,109,890,3645440,109.3008,1.7408,1.5000,0.0000,0.2002,-0.0277,0.0139,0.2002,-0.0277,0.0139,0.2629,0.0093,0.0510,-0.0019,0,0,0,0,3.3942,-0.8000,-0.2407,5.0932,-1.1808
3,110,890,3645440,109.1735,1.7325,1.5000,0.0000,0.2056,-0.0340,-0.0012,0.2056,-0.0340,-0.0012,0.2553,0.0093,0.0504,-0.0025,0,0,0,0,3.4019,-0.8033,-0.2408,5.0932,-1.1808
3,111,890,3645440,109.1768,1.7239,1.5000,0.0000,0.2167,-0.0286,0.0126,0.2167,-0.0286,0.0126,0.2473,0.0102,0.0520,-0.0019,0,0,0,0,3.4100,-0.8064,-0.2400,5.0932,-1.1808
3,112,890,3645440,109.3339,1.7131,1.5000,0.0000,0.2717,-0.0235,0.0296,0.2717,-0.0235,0.0296,0.2390,0.0103,0.0516,-0.0009,0,0,0,0,3.4204,-0.8099,-0.2381,5.0932,-1.1808
3,113,890,3645440,109.4096,1.7048,1.5000,0.0000,0.2087,-0.0254,0.0201,0.2087,-0.0254,0.0201,0.2287,0.0095,0.0488,-0.0016,0,0,0,0,3.4282,-0.8129,-0.2369,5.0932,-1.1808
3,114,890,3645440,109.4186,1.6969,1.5000,0.0000,0.1971,-0.0277,0.0129,0.1971,-0.0277,0.0129,0.2207,0.0092,0.0474,0.9970,0,0,0,0,3.4356,-0.8158,-0.2361,5.0932,-1.1808
3,115,890,3645440,109.3303,1.6882,1.5000,0.0000,0.2187,-0.0325,0.0033,0.2187,-0.0325,0.0033,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4438,-0.8191,-0.2358,5.0932,-1.1808
3,116,890,3645440,109.3939,1.6803,1.5000,0.0000,0.1983,-0.0255,0.0187,0.1983,-0.0255,0.0187,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4513,-0.8220,-0.2347,5.0932,-1.1808
3,117,890,3645440,109.4847,1.6727,1.5000,0.0000,0.1909,-0.0240,0.0214,0.1909,-0.0240,0.0214,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4585,-0.8247,-0.2333,5.0932,-1.1808
3,118,890,3645440,109.5559,1.6630,1.5000,0.0000,0.2442,-0.0262,0.0203,0.2442,-0.0262,0.0203,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4678,-0.8280,-0.2321,5.0932,-1.1808
3,119,890,3645440,110.0419,1.6550,1.5000,0.0000,0.2022,-0.0075,0.0623,0.2022,-0.0075,0.0623,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4756,-0.8301,-0.2281,5.0932,-1.1808
3,120,890,3645440,110.4934,1.6490,1.5000,0.0000,0.1519,-0.0077,0.0577,0.1519,-0.0077,0.0577,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4814,-0.8318,-0.2245,5.0932,-1.1808
3,121,890,3645440,110.7268,1.6439,1.5000,0.0000,0.1286,-0.0162,0.0346,0.1286,-0.0162,0.0346,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4863,-0.8336,-0.2223,5.0932,-1.1808
3,122,890,3645440,111.0623,1.6390,1.5000,0.0000,0.1232,-0.0118,0.0450,0.1232,-0.0118,0.0450,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4910,-0.8351,-0.2195,5.0932,-1.1808
3,123,890,3645440,111.2819,1.6338,1.5000,0.0000,0.1299,-0.0169,0.0331,0.1299,-0.0169,0.0331,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.4959,-0.8369,-0.2174,5.0932,-1.1808
3,124,890,3645440,111.3112,1.6291,1.5000,0.0000,0.1188,-0.0246,0.0134,0.1188,-0.0246,0.0134,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5003,-0.8389,-0.2166,5.0932,-1.1808
3,125,890,3645440,111.3582,1.6234,1.5000,0.0000,0.1416,-0.0245,0.0155,0.1416,-0.0245,0.0155,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5057,-0.8411,-0.2156,5.0932,-1.1808
3,126,890,3645440,111.3031,1.6192,1.5000,0.0000,0.1071,-0.0276,0.0045,0.1071,-0.0276,0.0045,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5096,-0.8431,-0.2153,5.0932,-1.1808
3,127,890,3645440,111.2118,1.6144,1.5000,0.0000,0.1195,-0.0295,0.0010,0.1195,-0.0295,0.0010,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5140,-0.8452,-0.2153,5.0932,-1.1808
3,128,890,3645440,111.2565,1.6099,1.5000,0.0000,0.1114,-0.0235,0.0149,0.1114,-0.0235,0.0149,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5182,-0.8471,-0.2143,5.0932,-1.1808
3,129,890,3645440,111.3410,1.6058,1.5000,0.0000,0.1031,-0.0216,0.0189,0.1031,-0.0216,0.0189,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5220,-0.8488,-0.2131,5.0932,-1.1808
3,130,890,3645440,111.4213,1.6019,1.5000,0.0000,0.0973,-0.0216,0.0183,0.0973,-0.0216,0.0183,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5256,-0.8505,-0.2120,5.0932,-1.1808
3,131,890,3645440,111.6010,1.5985,1.5000,0.0000,0.0856,-0.0170,0.0284,0.0856,-0.0170,0.0284,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5288,-0.8519,-0.2102,5.0932,-1.1808
3,132,890,3645440,111.6440,1.5951,1.5000,0.0000,0.0868,-0.0228,0.0143,0.0868,-0.0228,0.0143,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5321,-0.8535,-0.2093,5.0932,-1.1808
3,133,890,3645440,111.7282,1.5920,1.5000,0.0000,0.0772,-0.0207,0.0184,0.0772,-0.0207,0.0184,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5349,-0.8550,-0.2082,5.0932,-1.1808
3,134,890,3645440,111.6858,1.5898,1.5000,0.0000,0.0553,-0.0252,0.0051,0.0553,-0.0252,0.0051,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5369,-0.8564,-0.2078,5.0932,-1.1808
3,135,890,3645440,111.7507,1.5874,1.5000,0.0000,0.0584,-0.0209,0.0162,0.0584,-0.0209,0.0162,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5390,-0.8577,-0.2068,5.0932,-1.1808
3,136,890,3645440,111.7359,1.5847,1.5000,0.0000,0.0678,-0.0246,0.0082,0.0678,-0.0246,0.0082,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5414,-0.8592,-0.2063,5.0932,-1.1808
3,137,890,3645440,111.7450,1.5819,1.5000,0.0000,0.0712,-0.0237,0.0107,0.0712,-0.0237,0.0107,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5440,-0.8607,-0.2056,5.0932,-1.1808
3,138,890,3645440,111.8333,1.5785,1.5000,0.0000,0.0850,-0.0208,0.0190,0.0850,-0.0208,0.0190,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5472,-0.8622,-0.2044,5.0932,-1.1808
3,139,890,3645440,111.7182,1.5750,1.5000,0.0000,0.0870,-0.0293,-0.0018,0.0870,-0.0293,-0.0018,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5503,-0.8641,-0.2046,5.0932,-1.1808
3,140,890,3645440,111.6515,1.5718,1.5000,0.0000,0.0812,-0.0271,0.0031,0.0812,-0.0271,0.0031,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5533,-0.8658,-0.2044,5.0932,-1.1808
3,141,890,3645440,111.5346,1.5688,1.5000,0.0000,0.0744,-0.0290,-0.0021,0.0744,-0.0290,-0.0021,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5560,-0.8676,-0.2045,5.0932,-1.1808
3,142,890,3645440,111.4794,1.5660,1.5000,0.0000,0.0694,-0.0262,0.0042,0.0694,-0.0262,0.0042,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5585,-0.8691,-0.2042,5.0932,-1.1808
3,143,890,3645440,111.4794,1.5660,1.5000,0.0000,0.0453,-0.0209,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5585,-0.8691,-0.2042,5.0932,-1.1808
3,144,890,3645440,111.4794,1.5660,1.5000,0.0000,0.0480,-0.0223,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5585,-0.8691,-0.2042,5.0932,-1.1808
3,145,890,3645440,111.4775,1.5640,1.5000,0.0000,0.0515,-0.0233,0.0094,0.0515,-0.0233,0.0094,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5603,-0.8705,-0.2036,5.0932,-1.1808
3,146,890,3645440,111.4501,1.5610,1.5000,0.0000,0.0742,-0.0252,0.0071,0.0742,-0.0252,0.0071,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5630,-0.8721,-0.2032,5.0932,-1.1808
3,147,890,3645440,111.3352,1.5580,1.5000,0.0000,0.0753,-0.0288,-0.0018,0.0753,-0.0288,-0.0018,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5657,-0.8738,-0.2033,5.0932,-1.1808
3,148,890,3645440,111.2631,1.5555,1.5000,0.0000,0.0609,-0.0265,0.0024,0.0609,-0.0265,0.0024,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5679,-0.8753,-0.2032,5.0932,-1.1808
3,149,890,3645440,111.1598,1.5535,1.5000,0.0000,0.0513,-0.0275,-0.0009,0.0513,-0.0275,-0.0009,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5697,-0.8768,-0.2032,5.0932,-1.1808
3,150,890,3645440,111.1598,1.5535,1.5000,0.0000,0.0340,-0.0139,0.0306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5697,-0.8768,-0.2032,5.0932,-1.1808
3,151,890,3645440,111.1598,1.5535,1.5000,0.0000,0.0414,-0.0144,0.0303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,3.5697,-0.8768,-0.2032,5.0932,-1.1808
3,152,890,3645440,111.1598,1.5535,1.5000,0.0000,0.0319,-0.0123,0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5423,1,1,0,0,3.5697,-0.8768,-0.2032,5.0932,-1.1808
4,0,890,3645440,129.1223,4.8378,1.5000,0.0000,2.3191,-0.0924,-0.0103,1.0000,-0.0924,-0.0103,2.4933,-0.1254,-0.0979,0.9970,0,0,0,0,0.0400,-0.0037,-0.0006,4.8774,-0.6274
4,1,890,3645440,128.9652,4.7987,1.5000,0.0000,2.3693,-0.0988,-0.0223,1.0000,-0.0988,-0.0223,2.4745,-0.1249,-0.0984,0.0026,0,0,0,0,0.0800,-0.0077,-0.0020,4.8774,-0.6274
4,2,890,3645440,128.9607,4.7589,1.5000,0.0000,2.3710,-0.0919,-0.0052,1.0000,-0.0919,-0.0052,2.4565,-0.1242,-0.0982,0.0020,0,0,0,0,0.1200,-0.0114,-0.0024,4.8774,-0.6274
4,3,890,3645440,128.9432,4.7191,1.5000,0.0000,2.2681,-0.0899,-0.0070,1.0000,-0.0899,-0.0070,2.4369,-0.1239,-0.0990,0.0020,0,0,0,0,0.1600,-0.0151,-0.0028,4.8774,-0.6274
4,4,890,3645440,128.8158,4.6799,1.5000,0.0000,2.1676,-0.0924,-0.0196,1.0000,-0.0924,-0.0196,2.4172,-0.1236,-0.0998,0.0025,0,0,0,0,0.2000,-0.0189,-0.0040,4.8774,-0.6274
4,5,890,3645440,128.6971,4.6405,1.5000,0.0000,2.2108,-0.0931,-0.0184,1.0000,-0.0931,-0.0184,2.3983,-0.1229,-0.0998,0.0024,0,0,0,0,0.2400,-0.0228,-0.0052,4.8774,-0.6274
