phase,step,update,t,env_id,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,19255552,600,0,29,132.7378,2.4591,1.5000,0.0000,-0.1241,0.0028,-0.0909,0.9970,0,0,0,0,-0.0050,0.0001,-0.0057,2.4519,-0.3960
offline_val,19255552,600,0,30,27.3189,2.0370,1.5000,0.0000,-0.0312,-0.0153,0.1421,0.9970,0,0,0,0,-0.0012,-0.0006,0.0089,2.0242,1.3099
offline_val,19255552,600,0,31,66.0554,5.3643,1.5000,0.0000,0.0000,0.0000,0.0000,0.9970,0,0,0,0,0.0000,0.0000,0.0000,5.3643,1.8465
offline_val,19255552,600,1,0,205.1192,5.1183,1.5000,0.0000,0.0320,-0.0069,-0.1622,0.0016,0,0,0,0,0.0028,-0.0006,-0.0208,5.0457,-3.6771
offline_val,19255552,600,1,1,-1.0000,0.0000,1.5000,0.0000,-0.0028,-0.0133,-0.1007,0.0010,0,0,0,0,0.0004,-0.0007,-0.0142,2.8622,2.7699
offline_val,19255552,600,1,2,156.8279,5.3732,1.5000,0.0000,0.1088,-0.0095,-0.0879,-0.0002,0,0,0,0,0.0087,-0.0008,-0.0112,5.3614,-1.8656
offline_val,19255552,600,1,3,69.0038,1.9350,1.5000,0.0000,0.1071,-0.0043,0.0965,0.0006,0,0,0,0,0.0069,-0.0004,0.0099,1.9356,0.6421
offline_val,19255552,600,1,4,5.4805,4.9616,1.5000,0.0000,-0.0034,-0.0152,-0.1004,-0.0061,0,0,0,0,0.0000,-0.0012,-0.0134,5.0141,3.8918
offline_val,19255552,600,1,5,188.9468,3.5790,1.5000,0.0000,-0.0580,-0.0170,-0.1109,0.0008,0,0,0,0,-0.0049,-0.0013,-0.0141,3.5448,-2.1148
offline_val,19255552,600,1,6,1.5618,2.5993,1.5000,0.0000,0.0249,-0.0135,0.1668,0.9970,0,0,0,0,0.0020,-0.0011,0.0198,2.5583,2.2007
offline_val,19255552,600,1,7,203.7404,5.3901,1.5000,0.0000,0.0456,-0.0079,-0.2208,0.0029,0,0,0,0,0.0031,-0.0006,-0.0284,5.2858,-3.8570
offline_val,19255552,600,1,8,98.5565,5.6192,1.5000,0.0000,0.1568,-0.0054,-0.0941,-0.0055,0,0,0,0,0.0124,-0.0005,-0.0124,5.6382,0.4957
offline_val,19255552,600,1,9,145.8461,6.0404,1.5000,0.0000,0.0430,-0.0026,-0.1073,0.0002,0,0,0,0,0.0034,-0.0002,-0.0130,6.0234,-1.6103
offline_val,19255552,600,1,10,67.2144,2.0971,1.5000,0.0000,0.1309,0.0030,0.1795,0.0037,0,0,0,0,0.0103,0.0003,0.0225,2.0910,0.7508
offline_val,19255552,600,1,11,12.2178,2.4071,1.5000,0.0000,0.0192,-0.0089,0.2401,0.0076,0,0,0,0,0.0014,-0.0007,0.0294,2.3546,1.8688
offline_val,19255552,600,1,12,55.7554,4.1964,1.5000,0.0000,0.0772,-0.0058,0.0773,-0.0005,0,0,0,0,0.0062,-0.0004,0.0099,4.1848,1.8095
offline_val,19255552,600,1,13,145.1189,3.4381,1.5000,0.0000,0.2554,-0.0189,-0.2033,0.0047,0,0,0,0,0.0193,-0.0016,-0.0258,3.4343,-0.9429
offline_val,19255552,600,1,14,151.4767,2.0730,1.5000,0.0000,0.2033,-0.0266,-0.1249,0.0021,0,0,0,0,0.0154,-0.0021,-0.0154,2.0787,-0.6470
offline_val,19255552,600,1,15,135.0679,6.0455,1.5000,0.0000,-0.1162,0.0023,-0.0879,-0.0008,0,0,0,0,-0.0093,0.0002,-0.0112,6.0240,-1.1124
offline_val,19255552,600,1,16,42.6793,5.2821,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.2821,2.7432
offline_val,19255552,600,1,17,-1.0000,0.0000,1.5000,0.0000,-0.0676,-0.0252,-0.0030,-0.0002,0,0,0,0,-0.0055,-0.0020,-0.0005,4.2430,-3.9391
offline_val,19255552,600,1,18,68.8271,3.0423,1.5000,0.0000,0.0763,-0.0038,0.1069,0.0007,0,0,0,0,0.0065,-0.0002,0.0134,3.0354,1.0244
offline_val,19255552,600,1,19,170.5099,2.2196,1.5000,0.0000,-0.1342,0.0068,-0.0462,-0.0014,0,0,0,0,-0.0104,0.0006,-0.0066,2.2028,-0.9869
offline_val,19255552,600,1,20,-1.0000,0.0000,1.5000,0.0000,-0.0771,-0.0260,-0.0082,-0.0002,0,0,0,0,-0.0061,-0.0021,-0.0009,4.3867,-4.2598
offline_val,19255552,600,1,21,114.9986,4.0749,1.5000,0.0000,0.1471,-0.0056,-0.0795,0.0007,0,0,0,0,0.0123,-0.0005,-0.0112,4.0860,-0.1378
offline_val,19255552,600,1,22,137.4510,3.2121,1.5000,0.0000,0.3748,-0.0269,-0.1611,0.0040,0,0,0,0,0.0288,-0.0023,-0.0207,3.2275,-0.6812
offline_val,19255552,600,1,23,-1.0000,0.0000,1.5000,0.0000,0.1289,-0.0082,-0.1356,0.0005,0,0,0,0,0.0092,-0.0007,-0.0135,3.7125,-3.2878
offline_val,19255552,600,1,24,90.4694,3.0418,1.5000,0.0000,-0.0895,0.0111,-0.0096,-0.0036,0,0,0,0,-0.0072,0.0009,-0.0013,3.0352,0.4877
offline_val,19255552,600,1,25,201.6569,5.1266,1.5000,0.0000,-0.0221,-0.0180,-0.1312,0.0006,0,0,0,0,-0.0016,-0.0015,-0.0164,5.0680,-3.5284
offline_val,19255552,600,1,26,48.8598,4.5352,1.5000,0.0000,0.0122,-0.0072,0.1799,0.0022,0,0,0,0,0.0011,-0.0006,0.0221,4.4878,2.2444
offline_val,19255552,600,1,27,165.4431,2.6312,1.5000,0.0000,-0.0422,-0.0090,0.1652,-0.0088,0,0,0,0,-0.0033,-0.0007,0.0206,2.6490,-0.9999
offline_val,19255552,600,1,28,27.4316,2.5626,1.5000,0.0000,0.0475,-0.0093,0.1244,0.0018,0,0,0,0,0.0036,-0.0008,0.0155,2.5407,1.6624
offline_val,19255552,600,1,29,131.8889,2.4661,1.5000,0.0000,-0.1206,0.0029,-0.0949,-0.0001,0,0,0,0,-0.0098,0.0003,-0.0117,2.4519,-0.3960
offline_val,19255552,600,1,30,28.8909,2.0492,1.5000,0.0000,-0.0361,-0.0152,0.1327,0.0025,0,0,0,0,-0.0027,-0.0012,0.0173,2.0242,1.3099
offline_val,19255552,600,1,31,66.0554,5.3643,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.3643,1.8465
offline_val,19255552,600,2,0,203.2717,5.1509,1.5000,0.0000,0.0201,-0.0069,-0.1497,0.0012,0,0,0,0,0.0036,-0.0009,-0.0302,5.0457,-3.6771
