phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,4669440,570,237,7,100.2358,1.6893,0.0311,-0.0509,0.0204,-0.0098,0,0,0,0,0.9752,-1.0209,-0.4755,2.5452,-1.6619
offline_val,4669440,570,237,10,104.2702,1.7314,0.0672,-0.0451,0.0359,-0.0089,0,0,0,0,3.0290,2.8482,0.7131,4.2729,4.0568
offline_val,4669440,570,237,11,92.4773,1.5173,0.1105,-0.0427,0.0303,-0.0091,0,0,0,0,5.0913,-1.9144,-0.5052,6.5265,-2.4545
offline_val,4669440,570,237,14,97.1290,1.5194,0.0692,-0.0444,0.0388,-0.0090,0,0,0,0,3.8384,-1.2258,-0.3228,5.3330,-1.5473
offline_val,4669440,570,237,15,114.4928,1.7483,0.0212,-0.0528,0.0146,-0.0097,0,0,0,0,1.4703,0.7913,0.7514,2.7701,1.9609
offline_val,4669440,570,237,17,89.6575,1.4625,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.8777,0.5755,0.0333,6.3312,0.8688
offline_val,4669440,570,237,19,95.5483,1.4994,0.0515,-0.0503,0.0152,-0.0102,0,0,0,0,4.2771,-1.5047,-0.3872,5.7353,-1.8997
offline_val,4669440,570,237,23,87.8662,1.6047,0.0797,-0.0470,0.0208,-0.0096,0,0,0,0,4.2162,-2.8014,-0.6708,5.6536,-3.5717
offline_val,4669440,570,237,24,102.4016,1.6138,0.0513,-0.0475,0.0299,-0.0057,0,0,0,0,2.4676,0.1972,0.2500,4.0024,0.7088
offline_val,4669440,570,237,30,94.7119,1.5238,0.0473,-0.0523,0.0061,-0.0104,0,0,0,0,4.7335,1.5387,0.1955,6.1899,2.0283
offline_val,4669440,570,237,31,101.0683,1.8050,0.0731,-0.0497,0.0090,-0.0099,0,0,0,0,1.5239,-1.6482,-0.7182,2.9803,-2.7246
offline_val,4669440,570,238,0,89.0584,1.4871,0.0568,-0.0573,-0.0241,-0.0124,0,0,0,0,4.9423,0.0359,-0.1291,6.4500,0.0978
offline_val,4669440,570,238,1,110.8380,1.7020,0.0058,-0.0539,0.0153,-0.0101,0,0,0,0,2.4265,1.2666,0.6087,3.8143,2.2520
offline_val,4669440,570,238,2,96.4862,1.5302,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3687,1.7922,0.2656,5.7985,2.3655
offline_val,4669440,570,238,3,114.9478,1.7276,0.0172,-0.0513,0.0242,-0.0101,0,0,0,0,1.2782,0.4165,0.6344,2.6923,1.4098
offline_val,4669440,570,238,6,93.6972,1.5032,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.4069,1.5467,0.2314,5.8227,2.0921
offline_val,4669440,570,238,7,100.2358,1.6893,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,0.9752,-1.0209,-0.4755,2.5452,-1.6619
offline_val,4669440,570,238,10,104.2810,1.7292,0.0585,-0.0487,0.0204,-0.0096,0,0,0,0,3.0321,2.8483,0.7144,4.2729,4.0568
offline_val,4669440,570,238,11,92.3803,1.5131,0.1104,-0.0458,0.0142,-0.0097,0,0,0,0,5.0943,-1.9181,-0.5043,6.5265,-2.4545
offline_val,4669440,570,238,14,96.9734,1.5171,0.0583,-0.0515,0.0057,-0.0103,0,0,0,0,3.8400,-1.2285,-0.3225,5.3330,-1.5473
offline_val,4669440,570,238,15,114.3768,1.7475,0.0202,-0.0545,0.0059,-0.0093,0,0,0,0,1.4723,0.7902,0.7518,2.7701,1.9609
offline_val,4669440,570,238,17,89.6575,1.4625,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.8777,0.5755,0.0333,6.3312,0.8688
offline_val,4669440,570,238,19,95.5838,1.4976,0.0544,-0.0478,0.0270,-0.0102,0,0,0,0,4.2784,-1.5073,-0.3855,5.7353,-1.8997
offline_val,4669440,570,238,23,87.9341,1.6021,0.0803,-0.0451,0.0308,-0.0093,0,0,0,0,4.2176,-2.8048,-0.6689,5.6536,-3.5717
offline_val,4669440,570,238,24,102.3994,1.6118,0.0521,-0.0492,0.0206,-0.0108,0,0,0,0,2.4701,0.1958,0.2513,4.0024,0.7088
offline_val,4669440,570,238,30,94.4756,1.5219,0.0464,-0.0541,-0.0030,-0.0107,0,0,0,0,4.7358,1.5369,0.1953,6.1899,2.0283
offline_val,4669440,570,238,31,100.9002,1.8022,0.0695,-0.0517,0.0002,-0.0103,0,0,0,0,1.5246,-1.6516,-0.7182,2.9803,-2.7246
offline_val,4669440,570,239,0,89.2458,1.4851,0.0695,-0.0433,0.0447,-0.0095,0,0,0,0,4.9449,0.0338,-0.1263,6.4500,0.0978
