tick,frame,fps,collect_s,learn_s,episodes,success_rate,fail_rate,timeout_rate,critic_loss,actor_loss,q1,target_q,stddev,replay_size,updates
10550,337600,24.8,0.713,31.578,2,0.0000,0.0000,1.0000,0.195017,-0.768033,0.72700,0.72768,0.23698,131072,400
10575,338400,24.7,0.715,31.624,1,0.0000,0.0000,1.0000,0.200770,-0.765442,0.72193,0.72238,0.23683,131072,400
10600,339200,24.9,0.744,31.346,3,0.0000,0.0000,1.0000,0.208033,-0.776588,0.73418,0.73415,0.23668,131072,400
10625,340000,24.9,0.700,31.428,2,0.5000,0.0000,0.5000,0.202037,-0.764967,0.72473,0.72537,0.23653,131072,400
10650,340800,24.8,0.760,31.557,4,0.5000,0.0000,0.5000,0.213165,-0.755566,0.71755,0.71766,0.23638,131072,400
10675,341600,24.9,0.733,31.405,4,0.5000,0.0000,0.5000,0.216825,-0.744127,0.70603,0.70590,0.23623,131072,400
10700,342400,24.9,0.716,31.389,2,0.0000,0.0000,1.0000,0.206445,-0.718448,0.68379,0.68383,0.23609,131072,400
10725,343200,24.9,0.724,31.401,2,0.5000,0.0000,0.5000,0.231074,-0.718703,0.67928,0.67957,0.23594,131072,400
10750,344000,24.9,0.738,31.332,4,0.0000,0.0000,1.0000,0.197635,-0.705390,0.66594,0.66634,0.23579,131072,400
10775,344800,24.9,0.727,31.434,3,0.3333,0.0000,0.6667,0.212047,-0.706058,0.67058,0.67058,0.23564,131072,400
10800,345600,24.9,0.692,31.478,1,0.0000,0.0000,1.0000,0.203022,-0.691710,0.65411,0.65431,0.23549,131072,400
10825,346400,25.0,0.699,31.323,1,0.0000,0.0000,1.0000,0.193512,-0.689278,0.65210,0.65232,0.23534,131072,400
10850,347200,24.8,0.734,31.550,3,0.3333,0.0000,0.6667,0.195296,-0.684857,0.64558,0.64574,0.23519,131072,400
10875,348000,24.9,0.714,31.466,1,0.0000,0.0000,1.0000,0.205129,-0.674830,0.63657,0.63703,0.23504,131072,400
10900,348800,25.0,0.702,31.340,1,0.0000,0.0000,1.0000,0.196265,-0.668022,0.63075,0.63062,0.23489,131072,400
10925,349600,24.9,0.721,31.353,1,0.0000,0.0000,1.0000,0.210167,-0.664770,0.62633,0.62590,0.23474,131072,400
10950,350400,25.0,0.723,31.324,2,0.5000,0.0000,0.5000,0.198663,-0.657017,0.61868,0.61924,0.23459,131072,400
10975,351200,24.8,0.802,31.474,5,0.4000,0.0000,0.6000,0.201569,-0.651129,0.61508,0.61464,0.23444,131072,400
11000,352000,25.1,0.679,31.214,0,0.0000,0.0000,0.0000,0.216626,-0.640183,0.60374,0.60389,0.23429,131072,400
11025,352800,24.8,0.759,31.457,4,0.2500,0.0000,0.7500,0.201957,-0.636229,0.59948,0.59990,0.23414,131072,400
11050,353600,24.9,0.794,31.341,6,0.3333,0.0000,0.6667,0.190897,-0.627792,0.59221,0.59151,0.23399,131072,400
11075,354400,24.8,0.707,31.494,2,0.0000,0.0000,1.0000,0.229166,-0.626363,0.58950,0.58965,0.23385,131072,400
11100,355200,24.9,0.709,31.418,2,0.0000,0.0000,1.0000,0.200523,-0.635842,0.59833,0.59869,0.23370,131072,400
11125,356000,24.8,0.756,31.446,4,0.0000,0.0000,1.0000,0.229604,-0.634981,0.59683,0.59726,0.23355,131072,400
11150,356800,24.9,0.720,31.380,1,0.0000,0.0000,1.0000,0.203943,-0.645102,0.60726,0.60706,0.23340,131072,400
11175,357600,24.9,0.670,31.439,0,0.0000,0.0000,0.0000,0.213561,-0.646799,0.61263,0.61286,0.23325,131072,400
11200,358400,25.0,0.677,31.360,1,0.0000,0.0000,1.0000,0.186621,-0.635654,0.59936,0.59904,0.23310,131072,400
11225,359200,24.9,0.732,31.407,4,0.2500,0.0000,0.7500,0.192408,-0.626014,0.58896,0.58903,0.23295,131072,400
11250,360000,24.8,0.730,31.528,2,0.0000,0.0000,1.0000,0.192822,-0.626805,0.58882,0.58921,0.23280,131072,400
11275,360800,24.8,0.687,31.539,0,0.0000,0.0000,0.0000,0.179973,-0.626510,0.58952,0.58975,0.23265,131072,400
11300,361600,24.9,0.694,31.407,2,1.0000,0.0000,0.0000,0.197683,-0.612881,0.57560,0.57570,0.23250,131072,400
11325,362400,25.0,0.702,31.237,3,0.6667,0.0000,0.3333,0.214808,-0.612612,0.57628,0.57625,0.23235,131072,400
11350,363200,24.9,0.753,31.391,4,0.0000,0.0000,1.0000,0.209021,-0.604581,0.56996,0.56978,0.23220,131072,400
11375,364000,25.0,0.706,31.350,2,1.0000,0.0000,0.0000,0.198240,-0.596906,0.56258,0.56306,0.23205,131072,400
11400,364800,24.8,0.754,31.535,4,0.0000,0.0000,1.0000,0.198962,-0.593922,0.56212,0.56226,0.23190,131072,400
11425,365600,24.7,0.756,31.570,3,0.3333,0.0000,0.6667,0.198760,-0.578296,0.54402,0.54398,0.23175,131072,400
11450,366400,24.9,0.706,31.479,2,0.0000,0.0000,1.0000,0.209386,-0.582312,0.54791,0.54751,0.23161,131072,400
11475,367200,24.9,0.707,31.441,3,0.3333,0.0000,0.6667,0.202198,-0.595325,0.55806,0.55875,0.23146,131072,400
11500,368000,24.8,0.732,31.586,3,0.0000,0.0000,1.0000,0.219370,-0.589956,0.55695,0.55727,0.23131,131072,400
11525,368800,24.9,0.729,31.405,2,0.5000,0.0000,0.5000,0.186374,-0.589347,0.55556,0.55571,0.23116,131072,400
11550,369600,24.9,0.688,31.430,1,1.0000,0.0000,0.0000,0.204024,-0.590407,0.55678,0.55666,0.23101,131072,400
11575,370400,24.9,0.682,31.475,0,0.0000,0.0000,0.0000,0.218715,-0.593199,0.55741,0.55784,0.23086,131072,400
11600,371200,24.9,0.708,31.419,2,0.5000,0.0000,0.5000,0.219769,-0.603724,0.57009,0.57059,0.23071,131072,400
11625,372000,24.8,0.730,31.505,2,0.0000,0.0000,1.0000,0.210618,-0.599875,0.56456,0.56476,0.23056,131072,400
11650,372800,25.0,0.665,31.323,0,0.0000,0.0000,0.0000,0.199673,-0.595370,0.56184,0.56207,0.23041,131072,400
11675,373600,24.9,0.756,31.395,4,0.5000,0.0000,0.5000,0.195222,-0.596833,0.56013,0.56029,0.23026,131072,400
11700,374400,24.9,0.772,31.310,5,0.4000,0.0000,0.6000,0.225980,-0.602851,0.56830,0.56807,0.23011,131072,400
11725,375200,24.8,0.744,31.550,4,0.0000,0.0000,1.0000,0.205327,-0.598878,0.56291,0.56293,0.22996,131072,400
11750,376000,24.9,0.720,31.403,3,0.3333,0.0000,0.6667,0.214308,-0.604961,0.57228,0.57282,0.22981,131072,400
11775,376800,24.9,0.689,31.395,1,0.0000,0.0000,1.0000,0.224342,-0.618067,0.58364,0.58372,0.22966,131072,400
11800,377600,24.9,0.738,31.389,3,0.0000,0.0000,1.0000,0.207001,-0.627156,0.58990,0.59018,0.22951,131072,400
11825,378400,25.0,0.693,31.320,2,0.5000,0.0000,0.5000,0.220628,-0.617883,0.58338,0.58316,0.22937,131072,400
11850,379200,24.8,0.746,31.503,5,0.2000,0.2000,0.6000,0.227088,-0.633717,0.59811,0.59885,0.22922,131072,400
11875,380000,24.9,0.698,31.388,2,0.0000,0.0000,1.0000,0.257276,-0.643203,0.60777,0.60791,0.22907,131072,400
11900,380800,24.9,0.749,31.419,3,0.3333,0.0000,0.6667,0.231605,-0.655031,0.61746,0.61891,0.22892,131072,400
11925,381600,24.8,0.664,31.548,0,0.0000,0.0000,0.0000,0.229480,-0.663961,0.62977,0.62964,0.22877,131072,400
11950,382400,24.9,0.667,31.438,0,0.0000,0.0000,0.0000,0.224295,-0.660667,0.62571,0.62567,0.22862,131072,400
11975,383200,25.1,0.705,31.219,2,0.0000,0.0000,1.0000,0.217720,-0.660873,0.62502,0.62594,0.22847,131072,400
12000,384000,24.8,0.746,31.515,2,0.5000,0.0000,0.5000,0.209239,-0.672193,0.63513,0.63522,0.22832,131072,400
12025,384800,24.9,0.690,31.430,1,1.0000,0.0000,0.0000,0.219089,-0.665612,0.62929,0.62991,0.22817,131072,400
12050,385600,24.9,0.746,31.446,4,0.0000,0.0000,1.0000,0.204852,-0.671036,0.63570,0.63537,0.22802,131072,400
12075,386400,24.9,0.702,31.465,1,0.0000,0.0000,1.0000,0.225519,-0.668622,0.63329,0.63394,0.22787,131072,400
12100,387200,24.9,0.751,31.325,4,0.2500,0.0000,0.7500,0.188341,-0.668415,0.63447,0.63435,0.22772,131072,400
12125,388000,24.8,0.714,31.479,3,0.0000,0.0000,1.0000,0.214486,-0.665755,0.63184,0.63276,0.22757,131072,400
12150,388800,25.1,0.698,31.212,1,0.0000,0.0000,1.0000,0.219465,-0.642187,0.60699,0.60718,0.22742,131072,400
12175,389600,25.0,0.724,31.330,3,0.0000,0.0000,1.0000,0.184778,-0.641577,0.60384,0.60413,0.22727,131072,400
12200,390400,24.9,0.728,31.462,2,0.0000,0.0000,1.0000,0.190322,-0.634994,0.59736,0.59791,0.22713,131072,400
12225,391200,25.0,0.759,31.267,5,0.0000,0.0000,1.0000,0.183328,-0.627853,0.59445,0.59447,0.22698,131072,400
12250,392000,24.8,0.724,31.488,1,0.0000,0.0000,1.0000,0.210213,-0.626118,0.59063,0.59098,0.22683,131072,400
12275,392800,25.0,0.761,31.261,4,0.2500,0.0000,0.7500,0.217080,-0.622390,0.58800,0.58805,0.22668,131072,400
12300,393600,24.9,0.715,31.420,1,1.0000,0.0000,0.0000,0.193797,-0.628661,0.59239,0.59294,0.22653,131072,400
12325,394400,24.9,0.711,31.405,2,0.5000,0.0000,0.5000,0.215002,-0.628612,0.59211,0.59242,0.22638,131072,400
12350,395200,24.9,0.700,31.370,1,0.0000,0.0000,1.0000,0.200504,-0.630794,0.59341,0.59380,0.22623,131072,400
12375,396000,24.9,0.723,31.379,2,0.0000,0.0000,1.0000,0.207087,-0.624901,0.58985,0.59037,0.22608,131072,400
12400,396800,24.9,0.699,31.453,3,0.6667,0.0000,0.3333,0.206273,-0.625166,0.58989,0.58998,0.22593,131072,400
12425,397600,24.9,0.736,31.359,3,0.3333,0.0000,0.6667,0.213277,-0.644077,0.60487,0.60531,0.22578,131072,400
12450,398400,25.0,0.721,31.343,2,1.0000,0.0000,0.0000,0.199107,-0.639154,0.60374,0.60388,0.22563,131072,400
12475,399200,24.9,0.756,31.358,4,0.2500,0.0000,0.7500,0.207617,-0.654635,0.61806,0.61851,0.22548,131072,400
12500,400000,25.0,0.709,31.271,2,0.0000,0.0000,1.0000,0.214801,-0.657919,0.62094,0.62085,0.22533,131072,400
12525,400800,24.9,0.713,31.363,2,0.5000,0.0000,0.5000,0.226566,-0.667689,0.63114,0.63188,0.22518,131072,400
12550,401600,24.9,0.717,31.439,1,0.0000,0.0000,1.0000,0.205189,-0.658915,0.62369,0.62390,0.22503,131072,400
12575,402400,24.9,0.723,31.429,2,0.0000,0.0000,1.0000,0.196399,-0.654387,0.61806,0.61821,0.22489,131072,400
12600,403200,24.8,0.758,31.454,4,0.0000,0.0000,1.0000,0.213291,-0.666930,0.63055,0.63153,0.22474,131072,400
12625,404000,24.9,0.710,31.447,2,0.5000,0.0000,0.5000,0.215808,-0.678112,0.64184,0.64206,0.22459,131072,400
12650,404800,25.1,0.746,31.168,4,0.0000,0.2500,0.7500,0.237100,-0.676366,0.64314,0.64325,0.22444,131072,400
12675,405600,25.0,0.725,31.304,2,0.5000,0.0000,0.5000,0.220189,-0.676291,0.64159,0.64153,0.22429,131072,400
12700,406400,24.9,0.748,31.359,5,0.6000,0.0000,0.4000,0.222371,-0.681693,0.64755,0.64819,0.22414,131072,400
12725,407200,24.9,0.737,31.446,2,1.0000,0.0000,0.0000,0.216715,-0.700505,0.66132,0.66182,0.22399,131072,400
12750,408000,25.0,0.717,31.291,2,0.5000,0.0000,0.5000,0.206914,-0.710048,0.67046,0.67071,0.22384,131072,400
12775,408800,24.9,0.689,31.445,2,0.0000,0.0000,1.0000,0.211508,-0.716809,0.67936,0.67976,0.22369,131072,400
12800,409600,25.0,0.721,31.339,4,0.2500,0.0000,0.7500,0.199376,-0.722314,0.68759,0.68788,0.22354,131072,400
12825,410400,25.0,0.686,31.350,1,0.0000,0.0000,1.0000,0.240634,-0.720753,0.68599,0.68589,0.22339,131072,400
12850,411200,24.8,0.774,31.438,5,0.4000,0.0000,0.6000,0.222988,-0.727006,0.69091,0.69155,0.22324,131072,400
12875,412000,25.0,0.693,31.339,2,0.0000,0.0000,1.0000,0.217637,-0.726489,0.69099,0.69122,0.22309,131072,400
12900,412800,24.9,0.731,31.356,3,0.6667,0.0000,0.3333,0.218888,-0.723822,0.68735,0.68795,0.22294,131072,400
12925,413600,25.0,0.705,31.332,1,0.0000,0.0000,1.0000,0.197364,-0.740750,0.70363,0.70355,0.22279,131072,400
12950,414400,25.0,0.727,31.217,3,0.0000,0.0000,1.0000,0.210099,-0.743771,0.70606,0.70657,0.22265,131072,400
12975,415200,25.0,0.684,31.373,0,0.0000,0.0000,0.0000,0.220904,-0.736900,0.70276,0.70277,0.22250,131072,400
13000,416000,24.8,0.687,31.531,0,0.0000,0.0000,0.0000,0.224414,-0.741190,0.70328,0.70380,0.22235,131072,400
13025,416800,24.9,0.735,31.405,3,0.6667,0.0000,0.3333,0.219181,-0.763138,0.72326,0.72354,0.22220,131072,400
13050,417600,25.0,0.743,31.290,3,0.3333,0.0000,0.6667,0.217068,-0.776543,0.73462,0.73540,0.22205,131072,400
13075,418400,24.8,0.798,31.412,6,0.3333,0.0000,0.6667,0.202036,-0.805114,0.76452,0.76525,0.22190,131072,400
13100,419200,24.8,0.764,31.511,4,0.5000,0.0000,0.5000,0.221601,-0.811737,0.77413,0.77426,0.22175,131072,400
13125,420000,24.9,0.722,31.403,3,0.3333,0.0000,0.6667,0.214204,-0.832600,0.79123,0.79220,0.22160,131072,400
13150,420800,24.9,0.698,31.436,2,0.0000,0.0000,1.0000,0.219228,-0.848953,0.80909,0.80972,0.22145,131072,400
13175,421600,24.9,0.719,31.382,4,0.2500,0.0000,0.7500,0.216994,-0.847615,0.80920,0.80985,0.22130,131072,400
13200,422400,25.0,0.685,31.306,1,0.0000,0.0000,1.0000,0.217438,-0.853911,0.81315,0.81338,0.22115,131072,400
13225,423200,25.0,0.714,31.223,2,0.0000,0.0000,1.0000,0.206899,-0.863070,0.82374,0.82376,0.22100,131072,400
13250,424000,24.8,0.731,31.545,3,0.3333,0.0000,0.6667,0.222399,-0.860545,0.82100,0.82149,0.22085,131072,400
13275,424800,25.0,0.660,31.361,0,0.0000,0.0000,0.0000,0.217092,-0.854125,0.81674,0.81700,0.22070,131072,400
13300,425600,24.9,0.679,31.477,0,0.0000,0.0000,0.0000,0.222850,-0.860907,0.82231,0.82279,0.22055,131072,400
13325,426400,25.0,0.756,31.263,5,0.4000,0.0000,0.6000,0.206407,-0.857749,0.82076,0.82098,0.22041,131072,400
13350,427200,24.9,0.697,31.442,0,0.0000,0.0000,0.0000,0.199694,-0.842906,0.80491,0.80483,0.22026,131072,400
13375,428000,25.0,0.683,31.378,1,1.0000,0.0000,0.0000,0.219701,-0.835512,0.79907,0.79951,0.22011,131072,400
13400,428800,24.8,0.770,31.449,3,0.0000,0.3333,0.6667,0.216413,-0.809406,0.77490,0.77457,0.21996,131072,400
13425,429600,25.0,0.691,31.274,2,0.0000,0.0000,1.0000,0.230890,-0.805374,0.77060,0.76990,0.21981,131072,400
13450,430400,24.8,0.778,31.437,5,0.2000,0.0000,0.8000,0.221765,-0.789561,0.75405,0.75425,0.21966,131072,400
13475,431200,24.7,0.772,31.562,4,0.0000,0.0000,1.0000,0.206837,-0.777048,0.74154,0.74119,0.21951,131072,400
13500,432000,24.9,0.729,31.442,3,0.3333,0.0000,0.6667,0.229595,-0.773165,0.73610,0.73671,0.21936,131072,400
13525,432800,24.8,0.691,31.506,1,0.0000,0.0000,1.0000,0.214716,-0.782643,0.74327,0.74331,0.21921,131072,400
13550,433600,24.9,0.736,31.422,4,0.0000,0.0000,1.0000,0.233137,-0.787339,0.74903,0.74917,0.21906,131072,400
13575,434400,24.9,0.733,31.425,3,0.6667,0.0000,0.3333,0.223278,-0.769594,0.73140,0.73081,0.21891,131072,400
13600,435200,24.9,0.688,31.379,1,0.0000,0.0000,1.0000,0.218782,-0.774498,0.73754,0.73808,0.21876,131072,400
13625,436000,24.9,0.714,31.361,2,0.0000,0.0000,1.0000,0.224205,-0.774081,0.73654,0.73679,0.21861,131072,400
13650,436800,25.0,0.705,31.342,1,1.0000,0.0000,0.0000,0.221970,-0.755874,0.72182,0.72185,0.21846,131072,400
13675,437600,24.9,0.734,31.388,3,1.0000,0.0000,0.0000,0.240809,-0.748222,0.71416,0.71377,0.21831,131072,400
13700,438400,24.9,0.781,31.326,6,0.3333,0.0000,0.6667,0.243161,-0.745571,0.70777,0.70849,0.21817,131072,400
13725,439200,24.9,0.711,31.408,1,1.0000,0.0000,0.0000,0.241823,-0.770253,0.73171,0.73160,0.21802,131072,400
13750,440000,25.0,0.732,31.242,2,0.5000,0.0000,0.5000,0.237117,-0.757822,0.71996,0.71960,0.21787,131072,400
13775,440800,24.9,0.722,31.434,2,0.0000,0.0000,1.0000,0.231727,-0.769288,0.73086,0.73075,0.21772,131072,400
13800,441600,25.0,0.711,31.329,2,0.5000,0.0000,0.5000,0.222427,-0.771422,0.73640,0.73650,0.21757,131072,400
13825,442400,24.8,0.740,31.543,3,0.0000,0.0000,1.0000,0.223359,-0.759640,0.72313,0.72366,0.21742,131072,400
13850,443200,24.9,0.728,31.385,3,0.6667,0.0000,0.3333,0.235249,-0.758761,0.72145,0.72121,0.21727,131072,400
13875,444000,24.8,0.732,31.490,4,0.2500,0.0000,0.7500,0.222724,-0.745151,0.70957,0.70934,0.21712,131072,400
13900,444800,25.0,0.688,31.354,2,0.5000,0.0000,0.5000,0.235574,-0.753357,0.71614,0.71611,0.21697,131072,400
13925,445600,24.9,0.779,31.381,5,0.4000,0.2000,0.4000,0.249832,-0.749258,0.70812,0.70886,0.21682,131072,400
13950,446400,24.9,0.742,31.440,2,0.0000,0.0000,1.0000,0.241606,-0.759600,0.71993,0.72031,0.21667,131072,400
13975,447200,24.9,0.743,31.400,3,0.6667,0.0000,0.3333,0.239316,-0.761085,0.72217,0.72247,0.21652,131072,400
14000,448000,24.9,0.706,31.379,1,1.0000,0.0000,0.0000,0.256334,-0.772766,0.73365,0.73350,0.21637,131072,400
14025,448800,24.9,0.692,31.391,1,1.0000,0.0000,0.0000,0.248329,-0.792323,0.75112,0.75220,0.21622,131072,400
14050,449600,24.8,0.712,31.501,2,0.0000,0.0000,1.0000,0.252306,-0.806357,0.76445,0.76454,0.21607,131072,400
14075,450400,24.9,0.728,31.362,4,0.2500,0.0000,0.7500,0.235213,-0.819123,0.77928,0.77955,0.21593,131072,400
14100,451200,24.9,0.700,31.439,2,1.0000,0.0000,0.0000,0.248410,-0.821751,0.78252,0.78261,0.21578,131072,400
14125,452000,24.8,0.712,31.482,2,0.5000,0.0000,0.5000,0.241185,-0.816830,0.77764,0.77844,0.21563,131072,400
14150,452800,25.1,0.705,31.225,2,0.0000,0.0000,1.0000,0.244319,-0.827247,0.78868,0.78884,0.21548,131072,400
14175,453600,24.8,0.708,31.492,1,0.0000,0.0000,1.0000,0.243420,-0.836972,0.79782,0.79841,0.21533,131072,400
14200,454400,25.0,0.710,31.258,1,0.0000,0.0000,1.0000,0.248966,-0.825624,0.78599,0.78623,0.21518,131072,400
14225,455200,24.9,0.713,31.364,2,0.0000,0.0000,1.0000,0.230574,-0.841040,0.79894,0.79934,0.21503,131072,400
14250,456000,25.0,0.725,31.305,3,0.0000,0.0000,1.0000,0.245272,-0.855478,0.81389,0.81440,0.21488,131072,400
14275,456800,24.8,0.743,31.493,3,0.3333,0.0000,0.6667,0.235391,-0.865346,0.82300,0.82367,0.21473,131072,400
14300,457600,24.8,0.769,31.483,6,0.1667,0.0000,0.8333,0.244359,-0.878094,0.83561,0.83620,0.21458,131072,400
14325,458400,24.9,0.721,31.435,3,0.3333,0.0000,0.6667,0.243568,-0.902677,0.86179,0.86236,0.21443,131072,400
14350,459200,25.0,0.723,31.336,3,0.3333,0.0000,0.6667,0.237041,-0.894954,0.85334,0.85409,0.21428,131072,400
14375,460000,24.8,0.705,31.549,0,0.0000,0.0000,0.0000,0.225666,-0.892158,0.85038,0.85057,0.21413,131072,400
14400,460800,25.0,0.680,31.362,1,0.0000,0.0000,1.0000,0.230075,-0.902801,0.85865,0.85942,0.21398,131072,400
14425,461600,24.8,0.725,31.561,2,0.0000,0.0000,1.0000,0.231020,-0.915846,0.87304,0.87328,0.21383,131072,400
14450,462400,24.9,0.758,31.372,4,0.0000,0.0000,1.0000,0.225413,-0.905796,0.86233,0.86265,0.21369,131072,400
14475,463200,25.0,0.712,31.313,3,0.3333,0.0000,0.6667,0.234659,-0.926355,0.88323,0.88349,0.21354,131072,400
14500,464000,24.8,0.713,31.576,2,0.5000,0.0000,0.5000,0.242582,-0.933806,0.88938,0.88935,0.21339,131072,400
14525,464800,25.0,0.692,31.282,1,0.0000,0.0000,1.0000,0.231079,-0.930841,0.88920,0.89005,0.21324,131072,400
14550,465600,24.9,0.688,31.460,1,1.0000,0.0000,0.0000,0.252532,-0.934243,0.89424,0.89414,0.21309,131072,400
14575,466400,24.9,0.745,31.329,3,0.6667,0.0000,0.3333,0.223673,-0.924655,0.88310,0.88343,0.21294,131072,400
14600,467200,24.8,0.703,31.542,1,0.0000,0.0000,1.0000,0.239690,-0.938453,0.89527,0.89583,0.21279,131072,400
14625,468000,24.8,0.755,31.455,4,0.2500,0.0000,0.7500,0.244001,-0.932857,0.89065,0.89116,0.21264,131072,400
14650,468800,24.8,0.744,31.479,4,0.0000,0.0000,1.0000,0.242706,-0.932450,0.88929,0.88926,0.21249,131072,400
14675,469600,25.0,0.719,31.251,4,0.0000,0.0000,1.0000,0.245911,-0.939771,0.89613,0.89681,0.21234,131072,400
14700,470400,24.8,0.777,31.427,4,0.2500,0.0000,0.7500,0.233692,-0.930881,0.88846,0.88853,0.21219,131072,400
14725,471200,24.8,0.725,31.478,3,0.3333,0.0000,0.6667,0.225390,-0.939212,0.89754,0.89821,0.21204,131072,400
14750,472000,24.9,0.676,31.396,0,0.0000,0.0000,0.0000,0.231769,-0.930809,0.89172,0.89173,0.21189,131072,400
14775,472800,25.0,0.728,31.297,2,1.0000,0.0000,0.0000,0.235451,-0.940904,0.90091,0.90094,0.21174,131072,400
14800,473600,24.8,0.720,31.490,2,0.0000,0.0000,1.0000,0.243895,-0.938956,0.89584,0.89642,0.21159,131072,400
14825,474400,24.8,0.721,31.558,3,0.6667,0.0000,0.3333,0.232247,-0.943198,0.89764,0.89846,0.21145,131072,400
14850,475200,24.8,0.750,31.451,2,0.0000,0.0000,1.0000,0.228838,-0.956686,0.91160,0.91151,0.21130,131072,400
14875,476000,25.0,0.717,31.306,2,0.0000,0.0000,1.0000,0.246028,-0.964953,0.92141,0.92239,0.21115,131072,400
14900,476800,24.9,0.743,31.343,3,0.6667,0.0000,0.3333,0.247627,-0.960257,0.91854,0.91857,0.21100,131072,400
14925,477600,25.0,0.677,31.351,1,1.0000,0.0000,0.0000,0.232657,-0.961464,0.91783,0.91816,0.21085,131072,400
14950,478400,24.9,0.711,31.421,2,0.0000,0.5000,0.5000,0.233854,-0.970106,0.92645,0.92693,0.21070,131072,400
14975,479200,24.9,0.751,31.324,3,0.6667,0.0000,0.3333,0.257980,-0.991285,0.94349,0.94461,0.21055,131072,400
15000,480000,25.0,0.735,31.308,3,0.6667,0.0000,0.3333,0.239526,-1.020175,0.97193,0.97224,0.21040,131072,400
15025,480800,24.9,0.724,31.412,4,0.2500,0.0000,0.7500,0.231204,-1.018795,0.97387,0.97423,0.21025,131072,400
15050,481600,24.9,0.688,31.403,2,0.0000,0.0000,1.0000,0.243818,-1.021606,0.97701,0.97745,0.21010,131072,400
15075,482400,24.9,0.736,31.388,2,0.0000,0.0000,1.0000,0.246933,-1.033030,0.98910,0.98917,0.20995,131072,400
15100,483200,24.9,0.716,31.407,3,0.3333,0.0000,0.6667,0.239875,-1.037343,0.99111,0.99159,0.20980,131072,400
15125,484000,25.0,0.691,31.337,0,0.0000,0.0000,0.0000,0.236227,-1.042181,0.99876,0.99931,0.20965,131072,400
15150,484800,25.0,0.697,31.356,2,0.0000,0.0000,1.0000,0.236593,-1.032024,0.98845,0.98814,0.20950,131072,400
15175,485600,24.9,0.690,31.498,1,0.0000,0.0000,1.0000,0.223704,-1.031076,0.98565,0.98621,0.20935,131072,400
15200,486400,25.0,0.727,31.282,3,0.0000,0.0000,1.0000,0.235698,-1.033693,0.98874,0.98869,0.20921,131072,400
15225,487200,24.9,0.737,31.444,3,0.3333,0.0000,0.6667,0.241445,-1.041503,0.99861,0.99880,0.20906,131072,400
15250,488000,25.0,0.680,31.357,1,0.0000,0.0000,1.0000,0.228696,-1.031318,0.98571,0.98627,0.20891,131072,400
15275,488800,25.0,0.710,31.353,3,0.3333,0.0000,0.6667,0.242951,-1.046047,1.00009,1.00009,0.20876,131072,400
15300,489600,24.8,0.696,31.516,2,0.5000,0.0000,0.5000,0.252077,-1.054247,1.01013,1.01044,0.20861,131072,400
15325,490400,24.9,0.734,31.337,2,0.5000,0.0000,0.5000,0.245561,-1.046393,1.00738,1.00721,0.20846,131072,400
15350,491200,25.0,0.722,31.279,4,0.2500,0.0000,0.7500,0.239779,-1.018700,0.97470,0.97476,0.20831,131072,400
15375,492000,25.0,0.746,31.301,3,0.0000,0.0000,1.0000,0.250663,-1.015363,0.97313,0.97356,0.20816,131072,400
15400,492800,24.9,0.723,31.426,4,0.0000,0.0000,1.0000,0.245601,-1.024787,0.98021,0.98058,0.20801,131072,400
15425,493600,24.8,0.752,31.534,2,0.5000,0.0000,0.5000,0.234265,-1.025195,0.98195,0.98187,0.20786,131072,400
15450,494400,25.0,0.700,31.353,2,0.5000,0.0000,0.5000,0.236852,-1.016800,0.97457,0.97495,0.20771,131072,400
15475,495200,25.0,0.723,31.340,3,0.0000,0.0000,1.0000,0.241143,-1.009398,0.96671,0.96675,0.20756,131072,400
15500,496000,24.9,0.711,31.412,1,1.0000,0.0000,0.0000,0.235974,-1.005230,0.96108,0.96111,0.20741,131072,400
15525,496800,24.9,0.750,31.385,4,0.5000,0.0000,0.5000,0.235716,-1.000041,0.95795,0.95740,0.20726,131072,400
15550,497600,24.9,0.697,31.495,1,0.0000,0.0000,1.0000,0.231600,-0.990196,0.94837,0.94874,0.20711,131072,400
15575,498400,25.0,0.675,31.383,1,0.0000,0.0000,1.0000,0.235962,-0.982909,0.93995,0.93960,0.20697,131072,400
15600,499200,24.9,0.754,31.369,3,0.6667,0.0000,0.3333,0.258479,-0.977591,0.93780,0.93840,0.20682,131072,400
15625,500000,24.8,0.713,31.509,2,0.5000,0.0000,0.5000,0.229560,-0.970247,0.92962,0.92960,0.20667,131072,400
15650,500800,25.0,0.726,31.324,4,0.5000,0.0000,0.5000,0.234220,-0.953367,0.91115,0.91091,0.20652,131072,400
15675,501600,24.9,0.703,31.397,2,0.5000,0.0000,0.5000,0.237504,-0.951347,0.90604,0.90618,0.20637,131072,400
15700,502400,25.0,0.731,31.318,2,0.0000,0.0000,1.0000,0.225687,-0.954817,0.91221,0.91278,0.20622,131072,400
15725,503200,24.8,0.773,31.544,3,0.3333,0.0000,0.6667,0.226524,-0.942219,0.89914,0.89910,0.20607,131072,400
15750,504000,24.9,0.730,31.376,4,0.0000,0.2500,0.7500,0.233234,-0.916467,0.87605,0.87590,0.20592,131072,400
15775,504800,24.9,0.740,31.410,3,0.0000,0.0000,1.0000,0.236724,-0.918963,0.87911,0.87876,0.20577,131072,400
15800,505600,25.0,0.705,31.348,2,0.0000,0.0000,1.0000,0.224109,-0.908474,0.86735,0.86732,0.20562,131072,400
