frame,tick,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout
165760,5180,111.5769,1.5884,1.5000,0.0000,-0.3648,-0.5152,0.4592,-0.0030,0,0,0,0
165792,5181,113.8374,1.5623,1.5000,0.0000,0.6505,0.4706,0.0786,-0.0030,0,0,0,0
165824,5182,108.7607,1.5362,1.5000,0.0000,0.6464,0.0772,-0.6409,-0.0030,0,0,0,0
165856,5183,115.2140,1.5759,1.5000,0.0000,-1.0000,0.2522,0.6577,-0.0030,0,0,0,0
165888,5184,114.0759,1.5878,1.5000,0.0000,-0.2827,0.2420,-0.2299,-0.0030,0,0,0,0
165920,5185,113.6378,1.5816,1.5000,0.0000,0.1545,-0.0546,-0.0312,-0.0030,0,0,0,0
165952,5186,114.7501,1.5895,1.5000,0.0000,-0.1947,0.4224,-0.0356,-0.0030,0,0,0,0
165984,5187,114.4736,1.5953,1.5000,0.0000,-0.1310,0.4901,-0.2274,-0.0030,0,0,0,0
166016,5188,114.9994,1.6089,1.5000,0.0000,-0.3340,0.3701,-0.0813,-0.0030,0,0,0,0
166048,5189,115.6193,1.5927,1.5000,0.0000,0.4011,0.0127,0.0652,-0.0030,0,0,0,0
166080,5190,118.4869,1.5678,1.5000,0.0000,0.6005,0.3356,0.1987,-0.0030,0,0,0,0
166112,5191,115.9619,1.5327,1.5000,0.0000,0.9108,0.0248,-0.3293,-0.0030,0,0,0,0
166144,5192,115.0644,1.5726,1.5000,0.0000,-1.0000,-0.2724,0.0153,-0.0030,0,0,0,0
166176,5193,113.3826,1.5759,1.5000,0.0000,-0.0820,-0.4940,-0.0002,-0.0030,0,0,0,0
166208,5194,109.9941,1.5790,1.5000,0.0000,-0.0767,0.2524,-0.5054,-0.0030,0,0,0,0
166240,5195,106.2051,1.5879,1.5000,0.0000,-0.2567,0.1715,-0.5216,-0.0030,0,0,0,0
166272,5196,110.8565,1.5694,1.5000,0.0000,0.5024,-0.0765,0.5941,-0.0030,0,0,0,0
166304,5197,113.8580,1.5898,1.5000,0.0000,-0.5122,-0.0646,0.3820,-0.0030,0,0,0,0
166336,5198,110.3180,1.5903,1.5000,0.0000,-0.0105,0.1204,-0.4702,-0.0030,0,0,0,0
166368,5199,110.3683,1.5961,1.5000,0.0000,-0.1370,-0.3965,0.1634,-0.0030,0,0,0,0
166400,5200,113.9213,1.5910,1.5000,0.0000,0.1338,-0.4639,0.6099,-0.0030,0,0,0,0
166432,5201,111.6937,1.5713,1.5000,0.0000,0.4937,-0.2130,-0.1822,-0.0030,0,0,0,0
166464,5202,116.0964,1.5718,1.5000,0.0000,-0.0284,-0.1562,0.5880,-0.0030,0,0,0,0
166496,5203,114.1166,1.5727,1.5000,0.0000,-0.0088,0.0115,-0.2405,-0.0030,0,0,0,0
166528,5204,109.7941,1.5743,1.5000,0.0000,-0.0441,-0.1390,-0.4589,-0.0030,0,0,0,0
166560,5205,117.7932,1.5750,1.5000,0.0000,-0.0467,-0.0253,0.9633,-0.0030,0,0,0,0
166592,5206,117.5183,1.5487,1.5000,0.0000,0.6740,0.2613,-0.1520,-0.0030,0,0,0,0
166624,5207,114.7474,1.5878,1.5000,0.0000,-0.9793,-0.7990,0.0062,-0.0030,0,0,0,0
166656,5208,112.5950,1.5991,1.5000,0.0000,-0.2714,0.1007,-0.2945,-0.0030,0,0,0,0
166688,5209,111.1519,1.6119,1.5000,0.0000,-0.3203,0.0722,-0.2000,-0.0030,0,0,0,0
166720,5210,111.9271,1.5809,1.5000,0.0000,0.7814,-0.4079,0.2587,-0.0030,0,0,0,0
166752,5211,110.2564,1.5862,1.5000,0.0000,-0.1365,-0.2287,-0.1075,-0.0030,0,0,0,0
166784,5212,110.2272,1.5676,1.5000,0.0000,0.4788,-0.6162,0.2493,-0.0030,0,0,0,0
166816,5213,108.4099,1.5772,1.5000,0.0000,-0.2498,-0.0333,-0.2045,-0.0030,0,0,0,0
166848,5214,113.7226,1.5935,1.5000,0.0000,-0.3935,-0.1011,0.6695,-0.0030,0,0,0,0
166880,5215,110.5143,1.5860,1.5000,0.0000,0.1886,0.0953,-0.4218,-0.0030,0,0,0,0
166912,5216,107.0759,1.5827,1.5000,0.0000,0.0742,-0.7789,-0.0963,-0.0030,0,0,0,0
166944,5217,113.0229,1.5784,1.5000,0.0000,0.1628,-0.6664,0.9798,-0.0030,0,0,0,0
166976,5218,109.5384,1.5780,1.5000,0.0000,0.0058,0.0316,-0.4282,-0.0030,0,0,0,0
167008,5219,106.6185,1.5702,1.5000,0.0000,0.1857,-0.6386,-0.0878,-0.0030,0,0,0,0
167040,5220,112.5494,1.5898,1.5000,0.0000,-0.4275,-0.6074,0.9430,-0.0030,0,0,0,0
167072,5221,109.5864,1.5888,1.5000,0.0000,0.0182,-0.4924,-0.1560,-0.0030,0,0,0,0
167104,5222,108.2581,1.5655,1.5000,0.0000,0.5731,-0.0008,-0.1538,-0.0030,0,0,0,0
167136,5223,109.6173,1.5676,1.5000,0.0000,-0.0429,0.0168,0.1547,-0.0030,0,0,0,0
167168,5224,110.6353,1.5577,1.5000,0.0000,0.2482,0.2424,0.0241,-0.0030,0,0,0,0
167200,5225,113.6147,1.5455,1.5000,0.0000,0.3022,0.1694,0.2867,-0.0030,0,0,0,0
167232,5226,112.5384,1.5421,1.5000,0.0000,0.0912,0.1766,-0.2017,-0.0030,0,0,0,0
167264,5227,112.7939,1.5463,1.5000,0.0000,-0.1069,-0.1110,0.0764,-0.0030,0,0,0,0
167296,5228,114.8895,1.5328,1.5000,0.0000,0.3308,0.1700,0.1784,-0.0030,0,0,0,0
167328,5229,114.5874,1.5188,1.5000,0.0000,0.3557,0.1542,-0.1039,-0.0030,0,0,0,0
167360,5230,116.9229,1.5153,1.5000,0.0000,0.0696,0.0400,0.2609,-0.0030,0,0,0,0
167392,5231,117.1826,1.5150,1.5000,0.0000,0.0179,0.3065,-0.0980,-0.0030,0,0,0,0
167424,5232,114.7456,1.5063,1.5000,0.0000,0.2346,-0.0953,-0.2539,-0.0030,0,0,0,0
167456,5233,114.3148,1.5244,1.5000,0.0000,-0.4500,0.0058,-0.0499,-0.0030,0,0,0,0
167488,5234,110.3381,1.5203,1.5000,0.0000,0.1015,-0.1960,-0.3928,-0.0030,0,0,0,0
167520,5235,106.8831,1.5210,1.5000,0.0000,-0.0383,-0.1626,-0.3439,-0.0030,0,0,0,0
167552,5236,117.1858,1.5602,1.5000,0.0000,-1.0000,0.5209,1.0000,-0.0030,0,0,0,0
167584,5237,116.5890,1.5515,1.5000,0.0000,0.2307,0.1634,-0.1417,-0.0030,0,0,0,0
167616,5238,113.5861,1.5562,1.5000,0.0000,-0.0906,0.1501,-0.4179,-0.0030,0,0,0,0
167648,5239,110.3126,1.5858,1.5000,0.0000,-0.7432,-0.1090,-0.3430,-0.0030,0,0,0,0
167680,5240,106.7894,1.5901,1.5000,0.0000,-0.1228,-0.5263,-0.2099,-0.0030,0,0,0,0
167712,5241,104.6486,1.5503,1.5000,0.0000,0.9634,0.0776,-0.2711,-0.0030,0,0,0,0
167744,5242,114.5792,1.5575,1.5000,0.0000,-0.1503,0.4407,1.0000,-0.0030,0,0,0,0
167776,5243,113.0201,1.5395,1.5000,0.0000,0.4572,0.0187,-0.1973,-0.0030,0,0,0,0
167808,5244,107.1884,1.5324,1.5000,0.0000,0.1543,0.0701,-0.7247,-0.0030,0,0,0,0
167840,5245,111.0540,1.5578,1.5000,0.0000,-0.6244,0.3948,0.2902,-0.0030,0,0,0,0
167872,5246,111.4313,1.5450,1.5000,0.0000,0.3225,0.5708,-0.1893,-0.0030,0,0,0,0
167904,5247,111.9943,1.5465,1.5000,0.0000,-0.0399,0.2461,-0.0342,-0.0030,0,0,0,0
167936,5248,112.0768,1.5596,1.5000,0.0000,-0.3259,-0.2453,0.1100,-0.0030,0,0,0,0
167968,5249,108.2918,1.5457,1.5000,0.0000,0.3328,-0.0569,-0.4278,-0.0030,0,0,0,0
168000,5250,109.2183,1.5859,1.5000,0.0000,-1.0000,0.0376,0.0842,-0.0030,0,0,0,0
168032,5251,108.0849,1.5665,1.5000,0.0000,0.4876,-0.4149,0.0376,-0.0030,0,0,0,0
168064,5252,106.9928,1.5551,1.5000,0.0000,0.2719,0.1398,-0.1840,-0.0030,0,0,0,0
168096,5253,111.1357,1.5512,1.5000,0.0000,0.1285,-0.1571,0.5601,-0.0030,0,0,0,0
168128,5254,115.7930,1.5427,1.5000,0.0000,0.1972,0.2888,0.4366,-0.0030,0,0,0,0
168160,5255,114.9313,1.5528,1.5000,0.0000,-0.2123,0.8265,-0.4389,-0.0030,0,0,0,0
168192,5256,116.2978,1.5642,1.5000,0.0000,-0.2761,0.6904,-0.1155,-0.0030,0,0,0,0
168224,5257,116.6712,1.5756,1.5000,0.0000,-0.2733,0.4125,-0.1184,-0.0030,0,0,0,0
168256,5258,110.9461,1.5809,1.5000,0.0000,-0.0961,0.3344,-0.8156,-0.0030,0,0,0,0
168288,5259,113.4512,1.5412,1.5000,0.0000,0.9907,0.1384,0.2448,-0.0030,0,0,0,0
168320,5260,114.1532,1.5297,1.5000,0.0000,0.2941,0.5875,-0.1621,-0.0030,0,0,0,0
168352,5261,113.7710,1.5422,1.5000,0.0000,-0.3132,-0.3127,0.0856,-0.0030,0,0,0,0
168384,5262,112.9124,1.5408,1.5000,0.0000,0.0468,0.5180,-0.3166,-0.0030,0,0,0,0
168416,5263,110.2809,1.5548,1.5000,0.0000,-0.3516,-0.1844,-0.2373,-0.0030,0,0,0,0
168448,5264,113.0197,1.5655,1.5000,0.0000,-0.2629,-0.2135,0.4120,-0.0030,0,0,0,0
168480,5265,114.9531,1.5796,1.5000,0.0000,-0.3570,0.2959,0.1123,-0.0030,0,0,0,0
168512,5266,113.5444,1.5618,1.5000,0.0000,0.4667,0.5213,-0.3846,-0.0030,0,0,0,0
168544,5267,112.4570,1.5734,1.5000,0.0000,-0.2752,0.6819,-0.4042,-0.0030,0,0,0,0
168576,5268,111.4372,1.5545,1.5000,0.0000,0.4749,0.1014,-0.1638,-0.0030,0,0,0,0
168608,5269,112.2138,1.5827,1.5000,0.0000,-0.7051,0.1932,0.0137,-0.0030,0,0,0,0
168640,5270,109.6042,1.6028,1.5000,0.0000,-0.5091,0.1065,-0.3531,-0.0030,0,0,0,0
168672,5271,107.5100,1.5807,1.5000,0.0000,0.5537,-0.6696,0.0239,-0.0030,0,0,0,0
168704,5272,105.8381,1.5749,1.5000,0.0000,0.1464,-0.5014,0.0053,-0.0030,0,0,0,0
168736,5273,114.2192,1.5861,1.5000,0.0000,-0.2497,0.1350,0.9401,-0.0030,0,0,0,0
168768,5274,113.1475,1.6034,1.5000,0.0000,-0.4250,0.2026,-0.2054,-0.0030,0,0,0,0
168800,5275,109.5888,1.5909,1.5000,0.0000,0.3117,-1.0000,-0.0252,-0.0030,0,0,0,0
168832,5276,106.7795,1.5854,1.5000,0.0000,0.1267,-0.5492,-0.1134,-0.0030,0,0,0,0
168864,5277,106.8206,1.5568,1.5000,0.0000,0.7496,-0.6664,0.2890,-0.0030,0,0,0,0
168896,5278,112.2205,1.5599,1.5000,0.0000,-0.0406,-0.1959,0.7228,-0.0030,0,0,0,0
168928,5279,110.5873,1.5780,1.5000,0.0000,-0.4536,0.0898,-0.2306,-0.0030,0,0,0,0
168960,5280,111.7949,1.5827,1.5000,0.0000,-0.1104,-0.4097,0.3083,-0.0030,0,0,0,0
168992,5281,108.0550,1.5802,1.5000,0.0000,0.0474,-0.3150,-0.3189,-0.0030,0,0,0,0
169024,5282,109.3196,1.5768,1.5000,0.0000,0.0989,-0.1622,0.2173,-0.0030,0,0,0,0
169056,5283,107.4325,1.5979,1.5000,0.0000,-0.5440,0.0308,-0.2415,-0.0030,0,0,0,0
169088,5284,108.3752,1.5942,1.5000,0.0000,0.1123,-0.2539,0.2151,-0.0030,0,0,0,0
169120,5285,110.1072,1.6081,1.5000,0.0000,-0.3395,0.0584,0.1797,-0.0030,0,0,0,0
169152,5286,117.2968,1.5847,1.5000,0.0000,0.5633,-0.2863,0.9750,-0.0030,0,0,0,0
169184,5287,113.2350,1.5687,1.5000,0.0000,0.4357,0.1319,-0.5445,-0.0030,0,0,0,0
169216,5288,109.9468,1.5845,1.5000,0.0000,-0.3976,0.0583,-0.4140,-0.0030,0,0,0,0
169248,5289,109.6126,1.5858,1.5000,0.0000,-0.0351,0.0260,-0.0505,-0.0030,0,0,0,0
169280,5290,110.0854,1.5814,1.5000,0.0000,0.1129,-0.0474,0.0762,-0.0030,0,0,0,0
169312,5291,111.9052,1.5515,1.5000,0.0000,0.7555,-0.1796,0.2951,-0.0030,0,0,0,0
169344,5292,108.0761,1.5153,1.5000,0.0000,0.8895,-0.1120,-0.4091,-0.0030,0,0,0,0
169376,5293,109.4823,1.5119,1.5000,0.0000,0.1046,-0.3327,0.3089,-0.0030,0,0,0,0
169408,5294,114.5649,1.4885,1.5000,0.0000,0.5835,0.1113,0.5631,-0.0030,0,0,0,0
169440,5295,113.8116,1.4869,1.5000,0.0000,0.0419,-0.1271,-0.0358,-0.0030,0,0,0,0
169472,5296,114.3769,1.4529,1.5000,0.0000,0.8514,0.2076,-0.0286,-0.0030,0,0,0,0
169504,5297,112.1024,1.4708,1.5000,0.0000,-0.4451,-0.2700,-0.1509,-0.0030,0,0,0,0
169536,5298,114.6239,1.4866,1.5000,0.0000,-0.4036,-0.1356,0.3588,-0.0030,0,0,0,0
169568,5299,115.1496,1.4946,1.5000,0.0000,-0.2048,-0.1509,0.1286,-0.0030,0,0,0,0
169600,5300,113.2013,1.4766,1.5000,0.0000,0.4649,0.2286,-0.3355,-0.0030,0,0,0,0
169632,5301,116.8252,1.5105,1.5000,0.0000,-0.8686,0.1637,0.3662,-0.0030,0,0,0,0
169664,5302,115.7578,1.5219,1.5000,0.0000,-0.2706,0.1303,-0.1775,-0.0030,0,0,0,0
169696,5303,116.8398,1.5223,1.5000,0.0000,-0.0143,0.2330,0.0317,-0.0030,0,0,0,0
169728,5304,111.0614,1.5247,1.5000,0.0000,-0.0402,-0.1375,-0.6308,-0.0030,0,0,0,0
169760,5305,112.1453,1.5387,1.5000,0.0000,-0.3504,0.1700,0.0579,-0.0030,0,0,0,0
169792,5306,107.8605,1.5421,1.5000,0.0000,-0.1031,-0.0137,-0.5050,-0.0030,0,0,0,0
169824,5307,111.4433,1.5610,1.5000,0.0000,-0.4599,0.2520,0.3185,-0.0030,0,0,0,0
169856,5308,106.8695,1.5792,1.5000,0.0000,-0.4841,-0.1798,-0.4735,-0.0030,0,0,0,0
169888,5309,113.6474,1.5855,1.5000,0.0000,-0.1386,0.2153,0.7194,-0.0030,0,0,0,0
169920,5310,112.3227,1.5889,1.5000,0.0000,-0.0791,0.2564,-0.2603,-0.0030,0,0,0,0
169952,5311,116.0630,1.5973,1.5000,0.0000,-0.2218,0.6411,0.1907,-0.0030,0,0,0,0
169984,5312,111.1773,1.5805,1.5000,0.0000,0.4318,-0.2569,-0.4843,-0.0030,0,0,0,0
170016,5313,115.0620,1.5689,1.5000,0.0000,0.2796,0.0102,0.4597,-0.0030,0,0,0,0
170048,5314,116.7955,1.5469,1.5000,0.0000,0.5439,0.2889,0.0826,-0.0030,0,0,0,0
170080,5315,113.5497,1.5163,1.5000,0.0000,0.7863,-0.0421,-0.3810,-0.0030,0,0,0,0
170112,5316,115.2538,1.5301,1.5000,0.0000,-0.3459,0.4862,0.0026,-0.0030,0,0,0,0
170144,5317,119.2593,1.5333,1.5000,0.0000,-0.1256,-0.0475,0.4978,-0.0030,0,0,0,0
170176,5318,111.4503,1.5680,1.5000,0.0000,-0.8476,-0.8397,-0.5712,-0.0030,0,0,0,0
170208,5319,114.7022,1.5606,1.5000,0.0000,0.1759,0.2835,0.2724,-0.0030,0,0,0,0
170240,5320,111.2007,1.5689,1.5000,0.0000,-0.2006,-0.0840,-0.3817,-0.0030,0,0,0,0
170272,5321,111.0561,1.5682,1.5000,0.0000,0.0164,0.5069,-0.2230,-0.0030,0,0,0,0
170304,5322,112.1255,1.5625,1.5000,0.0000,0.1451,-0.0878,0.1637,-0.0030,0,0,0,0
170336,5323,113.5531,1.5526,1.5000,0.0000,0.2506,0.6807,-0.1090,-0.0030,1,0,0,1
170368,5324,95.8456,4.6427,1.5000,0.0000,0.6664,1.0000,-0.9835,0.9970,0,0,0,0
170400,5325,89.5534,4.5839,1.5000,0.0000,0.5965,1.0000,-0.8609,-0.0237,0,0,0,0
170432,5326,84.4960,4.5238,1.5000,0.0000,0.5807,1.0000,-0.7052,-0.0181,0,0,0,0
170464,5327,94.0635,4.5310,1.5000,0.0000,1.0000,1.0000,1.0000,0.0388,0,0,0,0
170496,5328,89.0145,4.4919,1.5000,0.0000,0.2509,0.7092,-0.6817,-0.0207,0,0,0,0
170528,5329,81.2507,4.3970,1.5000,0.0000,1.0000,0.9670,-1.0000,-0.0258,0,0,0,0
170560,5330,90.6562,4.4100,1.5000,0.0000,1.0000,0.8062,1.0000,0.0374,0,0,0,0
170592,5331,86.2921,4.3467,1.5000,0.0000,0.8400,1.0000,-0.6276,-0.0146,0,0,0,0
170624,5332,95.8363,4.3625,1.5000,0.0000,0.6330,1.0000,0.9854,0.0376,0,0,0,0
170656,5333,91.8581,4.3026,1.5000,0.0000,1.0000,0.7075,-0.5509,-0.0133,0,0,0,0
170688,5334,88.6841,4.2583,1.5000,0.0000,0.6291,0.6151,-0.4444,-0.0116,0,0,0,0
170720,5335,97.9686,4.2568,1.5000,0.0000,0.9504,0.7490,1.0000,0.0386,0,0,0,0
170752,5336,90.2016,4.1851,1.5000,0.0000,0.9245,0.7034,-1.0000,-0.0287,0,0,0,0
170784,5337,95.9070,4.1665,1.5000,0.0000,0.9519,1.0000,0.5403,0.0248,0,0,0,0
170816,5338,88.3247,4.0896,1.5000,0.0000,0.9867,0.8795,-1.0000,-0.0272,0,0,0,0
170848,5339,94.6329,4.0861,1.5000,0.0000,0.9378,-0.5706,0.8468,0.0256,0,0,0,0
170880,5340,87.1939,4.0173,1.5000,0.0000,0.7462,0.9694,-1.0000,-0.0276,0,0,0,0
170912,5341,94.2145,4.0188,1.5000,0.0000,1.0000,-1.0000,0.9993,0.0282,0,0,0,0
170944,5342,85.6742,3.9496,1.5000,0.0000,0.7026,0.1512,-1.0000,-0.0325,0,0,0,0
170976,5343,91.4554,3.9477,1.5000,0.0000,1.0000,-0.9673,0.8507,0.0230,0,0,0,0
171008,5344,82.3336,3.8614,1.5000,0.0000,1.0000,-0.1614,-1.0000,-0.0329,0,0,0,0
171040,5345,92.0861,3.8674,1.5000,0.0000,0.9471,0.9887,1.0000,0.0398,0,0,0,0
171072,5346,99.4450,3.8751,1.5000,0.0000,0.5723,-0.7524,1.0000,0.0289,0,0,0,0
171104,5347,104.8595,3.8496,1.5000,0.0000,1.0000,-0.7076,0.7738,0.0244,0,0,0,0
171136,5348,112.1710,3.8168,1.5000,0.0000,1.0000,-0.7210,1.0000,0.0322,0,0,0,0
171168,5349,102.3568,3.7697,1.5000,0.0000,0.9375,-1.0000,-1.0000,-0.0394,0,0,0,0
171200,5350,112.0964,3.7433,1.5000,0.0000,0.8397,1.0000,1.0000,0.0429,0,0,0,0
171232,5351,102.2571,3.7077,1.5000,0.0000,0.6488,-1.0000,-1.0000,-0.0416,0,0,0,0
171264,5352,111.6578,3.6755,1.5000,0.0000,1.0000,0.7611,1.0000,0.0430,0,0,0,0
171296,5353,104.7582,3.6302,1.5000,0.0000,1.0000,0.6190,-0.9298,-0.0281,0,0,0,0
171328,5354,112.2599,3.6063,1.5000,0.0000,0.6867,0.9430,0.7340,0.0312,0,0,0,0
171360,5355,106.2694,3.5799,1.5000,0.0000,0.5796,0.5529,-0.8123,-0.0241,0,0,0,0
171392,5356,101.7343,3.5328,1.5000,0.0000,1.0000,0.0074,-0.5324,-0.0174,0,0,0,0
171424,5357,103.9703,3.4951,1.5000,0.0000,1.0000,0.6377,0.1637,0.0117,0,0,0,0
171456,5358,105.8553,3.4557,1.5000,0.0000,1.0000,1.0000,0.0515,0.0103,0,0,0,0
171488,5359,100.3583,3.4069,1.5000,0.0000,1.0000,-0.2344,-0.6003,-0.0214,0,0,0,0
171520,5360,101.1480,3.3696,1.5000,0.0000,1.0000,-0.2176,0.1507,0.0052,0,0,0,0
171552,5361,106.2043,3.3413,1.5000,0.0000,1.0000,-1.0000,0.8057,0.0231,0,0,0,0
171584,5362,112.6545,3.3064,1.5000,0.0000,1.0000,-1.0000,0.9694,0.0243,0,0,0,0
171616,5363,106.3379,3.2803,1.5000,0.0000,0.5816,-1.0000,-0.5594,-0.0221,0,0,0,0
171648,5364,100.3664,3.2312,1.5000,0.0000,1.0000,-0.1356,-0.6740,-0.0235,0,0,0,0
171680,5365,92.8162,3.1755,1.5000,0.0000,0.9036,-0.1853,-0.8360,-0.0297,0,0,0,0
171712,5366,100.9346,3.1533,1.5000,0.0000,1.0000,0.7992,0.8249,0.0360,0,0,0,0
171744,5367,99.6884,3.1262,1.5000,0.0000,0.7071,-1.0000,0.0665,-0.0052,0,0,0,0
171776,5368,100.3066,3.0906,1.5000,0.0000,0.9892,-0.5997,0.2143,0.0042,0,0,0,0
171808,5369,102.7185,3.0578,1.5000,0.0000,0.9860,-0.5564,0.4188,0.0119,0,0,0,0
171840,5370,99.6997,3.0151,1.5000,0.0000,1.0000,-0.8465,-0.1655,-0.0111,0,0,0,0
171872,5371,101.2634,2.9813,1.5000,0.0000,1.0000,-0.7376,0.3609,0.0082,0,0,0,0
171904,5372,105.2430,2.9508,1.5000,0.0000,1.0000,-1.0000,0.7045,0.0186,0,0,0,0
171936,5373,108.1150,2.9177,1.5000,0.0000,0.9456,-0.9288,0.5546,0.0140,0,0,0,0
171968,5374,111.6076,2.8796,1.5000,0.0000,1.0000,-0.5291,0.5397,0.0173,0,0,0,0
172000,5375,114.5319,2.8392,1.5000,0.0000,1.0000,-0.2091,0.3962,-0.0075,0,0,0,0
172032,5376,120.1363,2.8050,1.5000,0.0000,0.7310,-0.4204,0.7592,-0.0237,0,0,0,0
172064,5377,119.2994,2.7648,1.5000,0.0000,1.0000,-0.5715,0.0177,0.0058,0,0,0,0
172096,5378,114.6402,2.7268,1.5000,0.0000,1.0000,-0.8371,-0.3724,0.0225,0,0,0,0
172128,5379,115.4603,2.6877,1.5000,0.0000,0.9567,-0.8214,0.2877,-0.0018,0,0,0,0
172160,5380,107.7063,2.6466,1.5000,0.0000,1.0000,-0.8335,-0.7302,-0.0016,0,0,0,0
172192,5381,106.3301,2.6073,1.5000,0.0000,1.0000,-1.0000,0.0878,-0.0042,0,0,0,0
172224,5382,111.9047,2.5717,1.5000,0.0000,1.0000,-1.0000,0.9221,0.0263,0,0,0,0
172256,5383,115.8874,2.5310,1.5000,0.0000,1.0000,-1.0000,0.7264,-0.0148,0,0,0,0
172288,5384,115.3509,2.5070,1.5000,0.0000,0.5856,-0.9885,0.1826,0.0024,0,0,0,0
172320,5385,120.0415,2.4646,1.5000,0.0000,0.9564,-0.5977,0.7061,-0.0186,0,0,0,0
172352,5386,123.6326,2.4257,1.5000,0.0000,0.8026,-0.9784,0.6686,-0.0142,0,0,0,0
172384,5387,115.4285,2.4048,1.5000,0.0000,0.6566,-1.0000,-0.7263,0.0362,0,0,0,0
172416,5388,120.5797,2.3600,1.5000,0.0000,1.0000,-1.0000,0.8751,-0.0204,0,0,0,0
172448,5389,115.1733,2.3270,1.5000,0.0000,0.8753,-1.0000,-0.3857,0.0253,0,0,0,0
172480,5390,122.3818,2.2886,1.5000,0.0000,0.7954,-0.4388,0.9735,-0.0304,0,0,0,0
172512,5391,112.9673,2.2568,1.5000,0.0000,0.8985,-1.0000,-0.8585,0.0430,0,0,0,0
172544,5392,117.9994,2.2192,1.5000,0.0000,0.8866,-1.0000,0.8843,-0.0208,0,0,0,0
172576,5393,124.1458,2.1717,1.5000,0.0000,0.9852,-0.9721,1.0000,-0.0245,0,0,0,0
172608,5394,116.7865,2.1475,1.5000,0.0000,0.7545,-0.5074,-0.7443,0.0329,0,0,0,0
172640,5395,114.7265,2.1171,1.5000,0.0000,0.7602,-0.8002,-0.0132,0.0100,0,0,0,0
172672,5396,118.4344,2.0770,1.5000,0.0000,0.9424,-0.8581,0.6983,-0.0145,0,0,0,0
172704,5397,109.0765,2.0379,1.5000,0.0000,1.0000,-0.6316,-0.9332,0.0176,0,0,0,0
172736,5398,114.4054,2.0132,1.5000,0.0000,0.6484,-0.8547,0.9100,0.0024,0,0,0,0
172768,5399,114.7613,1.9756,1.5000,0.0000,0.9301,-0.7741,0.2864,0.0001,0,0,0,0
172800,5400,106.4190,1.9339,1.5000,0.0000,1.0000,-0.9810,-0.6785,-0.0104,0,0,0,0
172832,5401,107.2855,1.8962,1.5000,0.0000,1.0000,-0.8653,0.4073,0.0056,0,0,0,0
172864,5402,113.2089,1.8589,1.5000,0.0000,0.9779,-0.4061,0.8569,0.0173,0,0,0,0
172896,5403,108.9766,1.8212,1.5000,0.0000,0.9312,-0.5455,-0.3169,-0.0064,0,0,0,0
172928,5404,112.8484,1.7886,1.5000,0.0000,0.8524,-0.8161,0.7589,0.0108,0,0,0,0
172960,5405,114.4085,1.7542,1.5000,0.0000,0.8511,-0.1923,0.2538,-0.0057,0,0,0,0
172992,5406,117.9926,1.7197,1.5000,0.0000,0.8300,0.0696,0.3957,-0.0147,0,0,0,0
173024,5407,112.6284,1.7367,1.5000,0.0000,-0.3270,1.0000,-1.0000,0.0188,0,0,0,0
173056,5408,115.6683,1.6999,1.5000,0.0000,0.9076,-0.8365,0.6740,0.9970,0,0,0,0
173088,5409,109.3140,1.6827,1.5000,0.0000,0.4232,-0.8382,-0.4449,-0.0030,0,0,0,0
173120,5410,112.1118,1.6580,1.5000,0.0000,0.6582,-0.9630,0.7084,-0.0030,0,0,0,0
173152,5411,113.2830,1.6267,1.5000,0.0000,0.7921,-1.0000,0.5308,-0.0030,0,0,0,0
173184,5412,112.6181,1.5867,1.5000,0.0000,1.0000,-0.7539,0.2193,-0.0030,0,0,0,0
173216,5413,115.9992,1.5785,1.5000,0.0000,0.1895,-0.6271,0.6555,-0.0030,0,0,0,0
173248,5414,114.1981,1.5423,1.5000,0.0000,0.9161,-0.0334,-0.2122,-0.0030,0,0,0,0
173280,5415,112.7185,1.5026,1.5000,0.0000,1.0000,0.0864,-0.2200,-0.0030,0,0,0,0
173312,5416,114.6304,1.4721,1.5000,0.0000,0.7568,0.0538,0.2029,-0.0030,0,0,0,0
173344,5417,112.2320,1.4533,1.5000,0.0000,0.4760,0.0158,-0.2970,-0.0030,0,0,0,0
173376,5418,116.5818,1.4474,1.5000,0.0000,0.1343,-0.8102,0.8745,-0.0030,0,0,0,0
173408,5419,113.3280,1.4358,1.5000,0.0000,0.3001,-0.3885,-0.2202,-0.0030,0,0,0,0
173440,5420,112.7322,1.4454,1.5000,0.0000,-0.2427,-0.2792,0.0530,-0.0030,0,0,0,0
173472,5421,112.0696,1.4481,1.5000,0.0000,-0.0671,-0.1979,0.0082,-0.0030,0,0,0,0
173504,5422,111.6820,1.4335,1.5000,0.0000,0.3678,-0.3775,0.1214,-0.0030,0,0,0,0
173536,5423,109.7469,1.4303,1.5000,0.0000,0.0750,0.1769,-0.3094,-0.0030,0,0,0,0
173568,5424,112.1448,1.4145,1.5000,0.0000,0.4058,-0.2889,0.4190,-0.0030,0,0,0,0
173600,5425,109.5973,1.4130,1.5000,0.0000,0.0341,-0.4748,-0.0898,-0.0030,0,0,0,0
173632,5426,110.8484,1.4535,1.5000,0.0000,-1.0000,-0.3194,0.2811,-0.0030,0,0,0,0
173664,5427,115.9968,1.4559,1.5000,0.0000,-0.0731,-0.2320,0.7149,-0.0030,0,0,0,0
